state,step,trial,action,update_scale,validation_source,bce_before,bce_after,bce_delta,auc_before,auc_after,auc_delta_pp,first_order_bce_delta,update_norm,validation_gradient_update_cosine,preclip_norm,case
rank0_best,4000,1,A_task,0.25,B,0.1671529501676559,0.1679630115628242,0.0008100613951683,0.9632002804279328,0.9630409185886384,-0.0159361839294325,0.000672919093247,0.0138784341212362,0.2501353246954523,0.2410853654146194,0
rank0_best,4000,1,A_task,0.5,A,0.0863202128559351,0.0863348305225372,1.4617666602129152e-05,0.9874890720844268,0.987223111629486,-0.0265960454940872,-0.0008058927445757,0.0277568682424725,-0.2603111860106159,0.2410853654146194,0
rank0_best,4000,1,A_task,0.5,B,0.1671529501676559,0.1690420150756836,0.0018890649080276,0.9632002804279328,0.962858060836792,-0.0342219591140779,0.001345838186494,0.0277568682424725,0.2501353246954523,0.2410853654146194,0
rank0_best,4000,1,B_task,0.1,A,0.0863202128559351,0.0862055376172065,-0.0001146752387285,0.9874890720844268,0.9874474947452544,-0.0041577339172427,-0.0001372045112239,0.0058059402051168,-0.2118760565221573,0.2223296016454696,0
rank0_best,4000,1,B_task,0.1,B,0.1671529501676559,0.1674171537160873,0.0002642035484314,0.9632002804279328,0.963157841682434,-0.0042438745498585,0.0002413936893221,0.0058059402051168,0.2144894812407724,0.2223296016454696,0
rank0_best,4000,1,B_task,0.25,A,0.0863202128559351,0.0861177653074264,-0.0002024475485086,0.9874890720844268,0.987382222890854,-0.0106849193573066,-0.0003430112722134,0.01451485026189,-0.2118760565732768,0.2223296016454696,0
rank0_best,4000,1,B_task,0.25,B,0.1671529501676559,0.1678981006145478,0.0007451504468918,0.9632002804279328,0.963087173461914,-0.0113106966018627,0.0006034842130409,0.01451485026189,0.2144894813002659,0.2223296016454696,0
rank0_best,4000,1,B_task,0.5,A,0.0863202128559351,0.0861932273954153,-0.0001269854605197,0.9874890720844268,0.987267469406128,-0.0221602678298959,-0.0006860225444269,0.0290297005237801,-0.2118760565732768,0.2223296016454696,0
rank0_best,4000,1,B_task,0.5,B,0.1671529501676559,0.1689204923808575,0.0017675422132015,0.9632002804279328,0.9629520678520204,-0.0248212575912454,0.0012069684260818,0.0290297005237801,0.2144894813002659,0.2223296016454696,0
rank0_best,4000,2,A_task,0.1,A,0.0863202128559351,0.0862647708505392,-5.544200539588096e-05,0.9874890720844268,0.987478410243988,-0.0010661840438963,-5.933791048662708e-05,0.0047508729445815,-0.1119811393797397,0.1125955581665039,0
rank0_best,4000,2,A_task,0.1,B,0.1671529501676559,0.1672400549054145,8.710473775863647e-05,0.9632002804279328,0.9631917202472686,-0.0008560180664085,8.372372592015164e-05,0.0047508729445815,0.0909133741965987,0.1125955581665039,0
rank0_best,4000,2,A_task,0.25,A,0.0863202128559351,0.0861959297209978,-0.0001242831349373,0.9874890720844268,0.987461863040924,-0.0027209043502951,-0.0001483447736928,0.011877182158506,-0.1119811393880959,0.1125955581665039,0
rank0_best,4000,2,A_task,0.25,B,0.1671529501676559,0.1673831142485141,0.0002301640808582,0.9632002804279328,0.9631777324676514,-0.0022547960281338,0.0002093093112817,0.011877182158506,0.0909133742217499,0.1125955581665039,0
rank0_best,4000,2,A_task,0.5,A,0.0863202128559351,0.0861181087791919,-0.0002021040767431,0.9874890720844268,0.9874335975646974,-0.0055474519729536,-0.0002966895473856,0.023754364317012,-0.1119811393880959,0.1125955581665039,0
rank0_best,4000,2,A_task,0.5,B,0.1671529501676559,0.1676541626453399,0.000501212477684,0.9632002804279328,0.9631504824161528,-0.0049798011779844,0.0004186186225635,0.023754364317012,0.0909133742217499,0.1125955581665039,0
rank0_best,4000,2,B_task,0.1,A,0.0863202128559351,0.0862289633601903,-9.124949574472464e-05,0.9874890720844268,0.987453991651535,-0.0035080432891909,-0.0001065869753652,0.0054759300699027,-0.1745148120592739,0.1743417829275131,0
rank0_best,4000,2,B_task,0.1,B,0.1671529501676559,0.1673484429717064,0.0001954928040504,0.9632002804279328,0.9631580221652984,-0.0042258262634264,0.0001819908929777,0.0054759300699027,0.1714527312806039,0.1743417829275131,0
rank0_best,4000,2,B_task,0.25,A,0.0863202128559351,0.0861496284604072,-0.0001705843955278,0.9874890720844268,0.9873991651535036,-0.0089906930923366,-0.000266467433818,0.0136898249379573,-0.1745148120685241,0.1743417829275131,0
rank0_best,4000,2,B_task,0.25,B,0.1671529501676559,0.1676919013261795,0.0005389511585235,0.9632002804279328,0.9630883100032808,-0.0111970424652052,0.0004549772246481,0.0136898249379573,0.171452731308363,0.1743417829275131,0
rank0_best,4000,2,B_task,0.5,A,0.0863202128559351,0.0861683517694473,-0.0001518610864877,0.9874890720844268,0.9873022608757018,-0.0186811208725101,-0.000532934867636,0.0273796498759147,-0.1745148120685241,0.1743417829275131,0
rank0_best,4000,2,B_task,0.5,B,0.1671529501676559,0.1683962740004062,0.0012433238327503,0.9632002804279328,0.9629574387073516,-0.0242841720580977,0.0009099544492963,0.0273796498759147,0.171452731308363,0.1743417829275131,0
rank0_best,4000,3,A_task,0.1,A,0.0863202128559351,0.0862184196710586,-0.0001017931848764,0.9874890720844268,0.9874609100818637,-0.0028162002563392,-0.000116541169145,0.0051814345541271,-0.2016579753354442,0.1770318746566772,0
rank0_best,4000,3,A_task,0.1,B,0.1671529501676559,0.1673374280333519,0.0001844778656959,0.9632002804279328,0.9631616508960724,-0.0038629531860401,0.00017430845943,0.0051814345541271,0.1735485912952232,0.1770318746566772,0
rank0_best,4000,3,A_task,0.25,A,0.0863202128559351,0.0861206095665693,-0.0001996032893657,0.9874890720844268,0.987416647911072,-0.0072424173355067,-0.0002913529178209,0.0129535861637028,-0.2016579752960287,0.1770318746566772,0
rank0_best,4000,3,A_task,0.25,B,0.1671529501676559,0.167652402818203,0.000499452650547,0.9632002804279328,0.9631000368595122,-0.0100243568420532,0.0004357711410461,0.0129535861637028,0.1735485912659072,0.1770318746566772,0
rank0_best,4000,3,A_task,0.5,A,0.0863202128559351,0.0861028023064136,-0.0002174105495214,0.9874890720844268,0.9873385958671568,-0.0150476217270045,-0.0005827058356419,0.0259071723274057,-0.2016579752960287,0.1770318746566772,0
rank0_best,4000,3,A_task,0.5,B,0.1671529501676559,0.1682778432965278,0.0011248931288719,0.9632002804279328,0.9629882442951202,-0.0212036132812509,0.0008715422820922,0.0259071723274057,0.1735485912659072,0.1770318746566772,0
rank0_best,4000,3,B_task,0.1,A,0.0863202128559351,0.0862496066838502,-7.060617208480557e-05,0.9874890720844268,0.9874620604515076,-0.0027011632919404,-8.009022309978081e-05,0.0050599085941209,-0.1419132286838236,0.1343473196029663,0
rank0_best,4000,3,B_task,0.1,B,0.1671529501676559,0.1672882333397865,0.0001352831721306,0.9632002804279328,0.9631801211833956,-0.0020159244537243,0.0001272225299606,0.0050599085941209,0.1297101619487396,0.1343473196029663,0
rank0_best,4000,3,B_task,0.25,A,0.0863202128559351,0.0861794266849756,-0.0001407861709594,0.9874890720844268,0.9874198701381685,-0.006920194625859,-0.000200225554308,0.0126497712661791,-0.1419132287029502,0.1343473196029663,0
rank0_best,4000,3,B_task,0.25,B,0.1671529501676559,0.1675212487578392,0.0003682985901832,0.9632002804279328,0.9631457791328428,-0.005450129508977,0.0003180563194919,0.0126497712661791,0.1297101619894873,0.1343473196029663,0
rank0_best,4000,3,B_task,0.5,A,0.0863202128559351,0.0861558090895414,-0.0001644037663936,0.9874890720844268,0.9873463418483734,-0.0142730236053489,-0.0004004511086161,0.0252995425323583,-0.1419132287029502,0.1343473196029663,0
rank0_best,4000,3,B_task,0.5,B,0.1671529501676559,0.1679886415600776,0.0008356913924217,0.9632002804279328,0.963080355644226,-0.0119924783706593,0.0006361126389839,0.0252995425323583,0.1297101619894873,0.1343473196029663,0
rank0_best,4000,4,A_task,0.1,A,0.0863202128559351,0.0862057775259018,-0.0001144353300332,0.9874890720844268,0.9874437217712402,-0.0045350313186753,-0.0001416874035424,0.0053956830393859,-0.2354349105184218,0.2198999673128128,0
rank0_best,4000,4,A_task,0.1,B,0.1671529501676559,0.1674210302531719,0.0002680800855159,0.9632002804279328,0.963148696899414,-0.0051583528518639,0.0002490902662055,0.0053956830393859,0.238156792321596,0.2198999673128128,0
rank0_best,4000,4,A_task,0.25,A,0.0863202128559351,0.0861362747848033,-0.0001839380711317,0.9874890720844268,0.9873727095127106,-0.0116362571716321,-0.0003542185026963,0.0134892073673399,-0.2354349104582516,0.2198999673128128,0
rank0_best,4000,4,A_task,0.25,B,0.1671529501676559,0.1678941406309604,0.0007411904633045,0.9632002804279328,0.9630657057762148,-0.0134574651717955,0.0006227256548254,0.0134892073673399,0.2381567923144502,0.2198999673128128,0
rank0_best,4000,4,A_task,0.5,A,0.0863202128559351,0.0862901587039232,-3.005415201186301e-05,0.9874890720844268,0.98724627161026,-0.0242800474166915,-0.0007084370053927,0.0269784147346798,-0.2354349104582516,0.2198999673128128,0
rank0_best,4000,4,A_task,0.5,B,0.1671529501676559,0.1688681751489639,0.0017152249813079,0.9632002804279328,0.9629137065410612,-0.0286573886871477,0.0012454513096508,0.0269784147346798,0.2381567923144502,0.2198999673128128,0
rank0_best,4000,4,B_task,0.1,A,0.0863202128559351,0.0862625036388635,-5.770921707153043e-05,0.9874890720844268,0.9874582262039184,-0.0030845880508501,-6.67694132277207e-05,0.0051203264681043,-0.1169138484523714,0.1346219331026077,0
rank0_best,4000,4,B_task,0.1,B,0.1671529501676559,0.1672807820141315,0.0001278318464756,0.9632002804279328,0.9631674470901488,-0.003283333778381,0.0001213224156934,0.0051203264681043,0.122235130997819,0.1346219331026077,0
rank0_best,4000,4,B_task,0.25,A,0.0863202128559351,0.0862100984901189,-0.0001101143658161,0.9874890720844268,0.9874097685813904,-0.0079303503036642,-0.0001669235301905,0.0128008159505048,-0.1169138484431702,0.1346219331026077,0
rank0_best,4000,4,B_task,0.25,B,0.1671529501676559,0.1674967989325523,0.0003438487648964,0.9632002804279328,0.9631148858070374,-0.0085394620895296,0.0003033060339386,0.0128008159505048,0.1222351309622906,0.1346219331026077,0
rank0_best,4000,4,B_task,0.5,A,0.0863202128559351,0.0862118456512689,-0.0001083672046661,0.9874890720844268,0.9873258953094484,-0.0163176774978679,-0.000333847060381,0.0256016319010097,-0.1169138484431702,0.1346219331026077,0
rank0_best,4000,4,B_task,0.5,B,0.1671529501676559,0.1679208911955357,0.0007679410278797,0.9632002804279328,0.963017032146454,-0.0183248281478753,0.0006066120678772,0.0256016319010097,0.1222351309622906,0.1346219331026077,0
rank0_best,4000,5,A_task,0.1,A,0.0863202128559351,0.0862249791622161,-9.523369371890188e-05,0.9874890720844268,0.987464372396469,-0.0024699687957929,-0.0001074224906233,0.0050123253018745,-0.192150720470869,0.1577386111021042,0
rank0_best,4000,5,A_task,0.1,B,0.1671529501676559,0.1673172146081924,0.0001642644405365,0.9632002804279328,0.9631726088523864,-0.0027671575546173,0.000155425856217,0.0050123253018745,0.1599693074765658,0.1577386111021042,0
rank0_best,4000,5,A_task,0.25,A,0.0863202128559351,0.0861278414726257,-0.0001923713833093,0.9874890720844268,0.9874256460666656,-0.0063426017761325,-0.0002685562219586,0.0125308130408811,-0.1921507204582917,0.1577386111021042,0
rank0_best,4000,5,A_task,0.25,B,0.1671529501676559,0.1675968550145626,0.0004439048469066,0.9632002804279328,0.9631279759407044,-0.0072304487228391,0.0003885646339003,0.0125308130408811,0.1599693074714364,0.1577386111021042,0
rank0_best,4000,5,A_task,0.5,A,0.0863202128559351,0.0860868707299232,-0.0002333421260118,0.9874890720844268,0.9873585062026976,-0.0130565881729216,-0.0005371124439173,0.0250616260817623,-0.1921507204582917,0.1577386111021042,0
rank0_best,4000,5,A_task,0.5,B,0.1671529501676559,0.1681502655148506,0.0009973153471946,0.9632002804279328,0.9630466473102568,-0.015363311767591,0.0007771292678006,0.0250616260817623,0.1599693074714364,0.1577386111021042,0
rank0_best,4000,5,B_task,0.1,A,0.0863202128559351,0.0862416416406631,-7.857121527193867e-05,0.9874890720844268,0.9874632613658906,-0.0025810718536356,-8.840096565173913e-05,0.0050935007482421,-0.1556061235341618,0.1396977305412292,0
rank0_best,4000,5,B_task,0.1,B,0.1671529501676559,0.1672812677919864,0.0001283176243305,0.9632002804279328,0.9631813864707948,-0.0018893957138055,0.0001207425952005,0.0050935007482421,0.1222916422662858,0.1396977305412292,0
rank0_best,4000,5,B_task,0.25,A,0.0863202128559351,0.0861605908721685,-0.0001596219837665,0.9874890720844268,0.9874232127666474,-0.0065859317779581,-0.0002210024102962,0.0127337516524212,-0.1556061235014926,0.1396977305412292,0
rank0_best,4000,5,B_task,0.25,B,0.1671529501676559,0.1675019241869449,0.000348974019289,0.9632002804279328,0.9631489579677582,-0.0051322460174474,0.0003018564828148,0.0127337516524212,0.1222916422604867,0.1396977305412292,0
rank0_best,4000,5,B_task,0.5,A,0.0863202128559351,0.0861219957470894,-0.0001982171088456,0.9874890720844268,0.9873532643318176,-0.013580775260924,-0.0004420048205924,0.0254675033048424,-0.1556061235014926,0.1396977305412292,0
rank0_best,4000,5,B_task,0.5,B,0.1671529501676559,0.1679438039660453,0.0007908537983894,0.9632002804279328,0.9630880908966064,-0.0112189531326301,0.0006037129656297,0.0254675033048424,0.1222916422604867,0.1396977305412292,0
rank0_best,4000,6,A_task,0.1,A,0.0863202128559351,0.0862231008708477,-9.711198508736972e-05,0.9874890720844268,0.9874670073986054,-0.0022064685821554,-0.0001068488191373,0.004925915313792,-0.1944772633429287,0.1489834040403366,0
rank0_best,4000,6,A_task,0.1,B,0.1671529501676559,0.1673129633069038,0.0001600131392478,0.9632002804279328,0.963172705888748,-0.002757453918456,0.0001515471077934,0.004925915313792,0.1587133127618251,0.1489834040403366,0
rank0_best,4000,6,A_task,0.25,A,0.0863202128559351,0.0861139003187418,-0.0002063125371932,0.9874890720844268,0.987432678461075,-0.0056393623351969,-0.0002671220432575,0.0123147880725256,-0.1944772633513729,0.1489834040403366,0
rank0_best,4000,6,A_task,0.25,B,0.1671529501676559,0.1675845943391323,0.0004316441714763,0.9632002804279328,0.963129296541214,-0.0070983886718778,0.0003788677629579,0.0123147880725256,0.1587133127598168,0.1489834040403366,0
rank0_best,4000,6,A_task,0.5,A,0.0863202128559351,0.0860273338854313,-0.0002928789705037,0.9874890720844268,0.987373210668564,-0.0115861415863061,-0.000534244086515,0.0246295761450512,-0.1944772633513729,0.1489834040403366,0
rank0_best,4000,6,A_task,0.5,B,0.1671529501676559,0.1681203216314316,0.0009673714637756,0.9632002804279328,0.9630507874488832,-0.0149492979049647,0.0007577355259159,0.0246295761450512,0.1587133127598168,0.1489834040403366,0
rank0_best,4000,6,B_task,0.1,A,0.0863202128559351,0.0862171843647956,-0.0001030284911394,0.9874890720844268,0.9874628355503084,-0.0026236534118595,-0.000116213182345,0.0054054546376945,-0.1927565815649803,0.192443385720253,0
rank0_best,4000,6,B_task,0.1,B,0.1671529501676559,0.1673596814274787,0.0002067312598228,0.9632002804279328,0.9631797304153442,-0.0020550012588493,0.0001911382590779,0.0054054546376945,0.1824181488451538,0.192443385720253,0
rank0_best,4000,6,B_task,0.25,A,0.0863202128559351,0.0861119478940963,-0.0002082649618387,0.9874890720844268,0.9874219624996184,-0.0067109584808489,-0.0002905329508492,0.0135136363616698,-0.1927565815561207,0.192443385720253,0
rank0_best,4000,6,B_task,0.25,B,0.1671529501676559,0.1677276141941547,0.0005746640264988,0.9632002804279328,0.9631456599235536,-0.005462050437921,0.0004778456394022,0.0135136363616698,0.1824181488187941,0.192443385720253,0
rank0_best,4000,6,B_task,0.5,A,0.0863202128559351,0.0860664129257202,-0.0002537999302148,0.9874890720844268,0.9873513898849487,-0.0137682199478184,-0.0005810659016984,0.0270272727233397,-0.1927565815561207,0.192443385720253,0
rank0_best,4000,6,B_task,0.5,B,0.1671529501676559,0.1684914670884609,0.0013385169208049,0.9632002804279328,0.9630806670188904,-0.0119613409042318,0.0009556912788044,0.0270272727233397,0.1824181488187941,0.192443385720253,0
rank0_best,4000,7,A_task,0.1,A,0.0863202128559351,0.0861904591321945,-0.0001297537237405,0.9874890720844268,0.9874386510849,-0.0050420999527012,-0.0001645847751228,0.0056005009948836,-0.2634807121533683,0.2566122710704803,0
rank0_best,4000,7,A_task,0.1,B,0.1671529501676559,0.1674543559551238,0.0003014057874679,0.9632002804279328,0.963138301372528,-0.0061979055404615,0.0002784956169663,0.0056005009948836,0.2565335263804719,0.2566122710704803,0
rank0_best,4000,7,A_task,0.25,A,0.0863202128559351,0.086125960573554,-0.000194252282381,0.9874890720844268,0.9873591058254242,-0.0129966259002745,-0.0004114619308475,0.0140012522459662,-0.2634807122365459,0.2566122710704803,0
rank0_best,4000,7,A_task,0.25,B,0.1671529501676559,0.1679918505251407,0.0008389003574848,0.9632002804279328,0.9630382471084596,-0.0162033319473176,0.0006962390306351,0.0140012522459662,0.2565335264599283,0.2566122710704803,0
rank0_best,4000,7,A_task,0.5,A,0.0863202128559351,0.0863625317811966,4.2318925261505824e-05,0.9874890720844268,0.9872169184684756,-0.0272153615951453,-0.0008229238616951,0.0280025044919324,-0.2634807122365459,0.2566122710704803,0
rank0_best,4000,7,A_task,0.5,B,0.1671529501676559,0.1691101752221584,0.0019572250545025,0.9632002804279328,0.9628528337478638,-0.0347446680068919,0.0013924780612703,0.0280025044919324,0.2565335264599283,0.2566122710704803,0
rank0_best,4000,7,B_task,0.1,A,0.0863202128559351,0.0862418800592422,-7.83327966928371e-05,0.9874890720844268,0.987458859205246,-0.0030212879180924,-9.019926671753228e-05,0.0052823290446415,-0.1530959158764323,0.1490557044744491,0
rank0_best,4000,7,B_task,0.1,B,0.1671529501676559,0.1673288568854332,0.0001759067177772,0.9632002804279328,0.9631682341098784,-0.0032046318054312,0.0001647481338234,0.0052823290446415,0.1608969081228583,0.1490557044744491,0
rank0_best,4000,7,B_task,0.25,A,0.0863202128559351,0.0861691605299711,-0.0001510523259639,0.9874890720844268,0.9874120132923128,-0.007705879211417,-0.0002254981628554,0.0132058223860748,-0.1530959158171514,0.1490557044744491,0
rank0_best,4000,7,B_task,0.25,B,0.1671529501676559,0.1676343634724617,0.0004814133048057,0.9632002804279328,0.963114757537842,-0.0085522890090783,0.0004118703274429,0.0132058223860748,0.1608969080909457,0.1490557044744491,0
rank0_best,4000,7,B_task,0.5,A,0.0863202128559351,0.0861648947000503,-0.0001553181558847,0.9874890720844268,0.9873296978473662,-0.0159374237060694,-0.0004509963257109,0.0264116447721497,-0.1530959158171514,0.1490557044744491,0
rank0_best,4000,7,B_task,0.5,B,0.1671529501676559,0.1682525657117366,0.0010996155440807,0.9632002804279328,0.9630167195796968,-0.0183560848236008,0.0008237406548859,0.0264116447721497,0.1608969080909457,0.1490557044744491,0
initial,0,0,A_task,1.0,A,0.0776182357221841,0.0772184841334819,-0.0003997515887022,0.9897437653541564,0.9897692039012908,0.0025438547134215,-0.0006127660699706,0.0497366147814384,-0.0716447956784423,0.1367589384317398,0
initial,0,0,A_task,1.0,B,0.3731962740421294,0.3729463338851929,-0.0002499401569365,0.8960884220600128,0.8970864124298096,0.0997990369796752,-0.0002157335509707,0.0497366147814384,-0.0025612126595823,0.1367589384317398,0
initial,0,0,B_task,1.0,A,0.0776182357221841,0.0950972896069288,0.0174790538847446,0.9897437653541564,0.9900425324440002,0.0298767089843665,-0.0094271306765733,0.1656350655540903,-0.3309736388398716,1.6763584613800049,0
initial,0,0,B_task,1.0,B,0.3731962740421294,0.2842010319232941,-0.0889952421188353,0.8960884220600128,0.8996698758602143,0.3581453800201473,-0.1338082530643871,0.1656350655540903,-0.4770180220188115,1.6763584613800049,0
initial,0,0,momentum_only,1.0,A,0.0776182357221841,0.0782757304608822,0.000657494738698,0.9897437653541564,0.9896670305728912,-0.0076734781265241,0.0005373839667563,0.0461052687290268,0.0677798039909212,0.0,0
initial,0,0,momentum_only,1.0,B,0.3731962740421294,0.3822389349341393,0.0090426608920098,0.8960884220600128,0.8959998466968536,-0.0088575363159204,0.0089765847527067,0.0461052687290268,0.1149647629922704,0.0,0
initial,0,1,A_task,1.0,A,0.0776182357221841,0.0776312496513128,1.3013929128655176e-05,0.9897437653541564,0.9897094807624818,-0.003428459167476,-9.67196362633526e-05,0.0502219929326746,-0.0111991967237785,0.1006076782941818,0
initial,0,1,A_task,1.0,B,0.3731962740421294,0.3762957513332366,0.0030994772911072,0.8960884220600128,0.8966556737422943,0.0567251682281444,0.0031652414514024,0.0502219929326746,0.0372149185066636,0.1006076782941818,0
initial,0,1,B_task,1.0,A,0.0776182357221841,0.0945955965667963,0.0169773608446121,0.9897437653541564,0.990027666568756,0.0283901214599535,-0.0093175726449593,0.1669127452917803,-0.3246231208828,1.7230467796325684,0
initial,0,1,B_task,1.0,B,0.3731962740421294,0.2850318267941474,-0.088164447247982,0.8960884220600128,0.899095466375351,0.3007044315338159,-0.1340467571151114,0.1669127452917803,-0.4742102992176046,1.7230467796325684,0
initial,0,2,A_task,1.0,A,0.0776182357221841,0.0771062526851892,-0.0005119830369949,0.9897437653541564,0.9899035704135896,0.0159805059432915,-0.0020488778466264,0.0535244435101601,-0.222602515387342,0.2358710616827011,0
initial,0,2,A_task,1.0,B,0.3731962740421294,0.3599733352661132,-0.0132229387760162,0.8960884220600128,0.899324544429779,0.3236122369766225,-0.0133500660834398,0.0535244435101601,-0.1472771682344152,0.2358710616827011,0
initial,0,2,B_task,1.0,A,0.0776182357221841,0.0945058990269899,0.0168876633048057,0.9897437653541564,0.9900219345092772,0.0278169155120799,-0.0093148409302493,0.1671095718004579,-0.3241457098218172,1.7195475101470947,0
initial,0,2,B_task,1.0,B,0.3731962740421294,0.284696863591671,-0.0884994104504584,0.8960884220600128,0.899016706943512,0.2928284883499166,-0.1340844719327859,0.1671095718004579,-0.4737850251673435,1.7195475101470947,0
initial,0,3,A_task,1.0,A,0.0776182357221841,0.0770207565277815,-0.0005974791944026,0.9897437653541564,0.9898327250480652,0.0088959693908763,-0.001344621623794,0.0511418023910689,-0.1528939225707527,0.1874603331089019,0
initial,0,3,A_task,1.0,B,0.3731962740421294,0.3646164298057556,-0.0085798442363738,0.8960884220600128,0.8980560765266419,0.1967654466629054,-0.0085773855954966,0.0511418023910689,-0.0990337158968771,0.1874603331089019,0
initial,0,3,B_task,1.0,A,0.0776182357221841,0.094721308723092,0.0171030730009079,0.9897437653541564,0.990031707048416,0.0287941694259608,-0.0093590973264455,0.1657681523064006,-0.3283212770331877,1.7203387022018433,0
initial,0,3,B_task,1.0,B,0.3731962740421294,0.2844290003180503,-0.0887672737240791,0.8960884220600128,0.8993490796089172,0.3260657548904366,-0.1336568083715786,0.1657681523064006,-0.4760955913287247,1.7203387022018433,0
initial,0,4,A_task,1.0,A,0.0776182357221841,0.0773439466953277,-0.0002742890268564,0.9897437653541564,0.9897545490264894,0.001078367233287,-0.0004174831272861,0.0500192364632512,-0.0485364525753967,0.1165517047047615,0
initial,0,4,A_task,1.0,B,0.3731962740421294,0.3747764959931373,0.0015802219510078,0.8960884220600128,0.8973544535636901,0.1266031503677323,0.0016344094452222,0.0500192364632512,0.0192942533013086,0.1165517047047615,0
initial,0,4,B_task,1.0,A,0.0776182357221841,0.094292289763689,0.0166740540415048,0.9897437653541564,0.9900350997447968,0.0291334390640218,-0.0092845116598288,0.168162765403976,-0.3210667905869289,1.6532378196716309,0
initial,0,4,B_task,1.0,B,0.3731962740421294,0.2845500200986862,-0.0886462539434432,0.8960884220600128,0.8987645931243896,0.2676171064376786,-0.1341413604896502,0.168162765403976,-0.4710174928850439,1.6532378196716309,0
initial,0,5,A_task,1.0,A,0.0776182357221841,0.0769287645816803,-0.0006894711405038,0.9897437653541564,0.9898515889644623,0.0107823610305812,-0.0013446459368329,0.051103074763627,-0.1530125573999304,0.1770665794610977,0
initial,0,5,A_task,1.0,B,0.3731962740421294,0.366157142817974,-0.0070391312241553,0.8960884220600128,0.8983375434875489,0.2249121427536082,-0.0070238806275381,0.051103074763627,-0.0811585465785721,0.1770665794610977,0
initial,0,5,B_task,1.0,A,0.0776182357221841,0.094362036883831,0.0167438011616468,0.9897437653541564,0.9900236384868624,0.0279873132705721,-0.009266623860102,0.1700111933199122,-0.3169641765261793,1.7314170598983765,0
initial,0,5,B_task,1.0,B,0.3731962740421294,0.2849568754434585,-0.0882393985986709,0.8960884220600128,0.8990658900737764,0.2977468013763529,-0.1349369479274508,0.1700111933199122,-0.4686596215585534,1.7314170598983765,0
initial,0,6,A_task,1.0,A,0.0776182357221841,0.0771344270557165,-0.0004838086664676,0.9897437653541564,0.9898092648983002,0.0065499544143698,-0.0011790116727247,0.0520489228592235,-0.1317263080970517,0.1675380915403366,0
initial,0,6,A_task,1.0,B,0.3731962740421294,0.3678606033325196,-0.0053356707096098,0.8960884220600128,0.898248558998108,0.2160136938095136,-0.0052814047750046,0.0520489228592235,-0.0599158711055773,0.1675380915403366,0
initial,0,6,B_task,1.0,A,0.0776182357221841,0.0954612467437982,0.017843011021614,0.9897437653541564,0.9900556199550627,0.0311854600906325,-0.0094938322341961,0.1634186644241864,-0.3378361021556046,1.6996192932128906,0
initial,0,6,B_task,1.0,B,0.3731962740421294,0.2834833800792694,-0.08971289396286,0.8960884220600128,0.900300543308258,0.4212121248245215,-0.1327646395089973,0.1634186644241864,-0.4797168067776946,1.6996192932128906,0
initial,0,7,A_task,1.0,A,0.0776182357221841,0.0772279750555753,-0.0003902606666087,0.9897437653541564,0.9897837481498718,0.0039982795715265,-0.0006027501421873,0.0492178702161479,-0.0712165065897564,0.1318387985229492,0
initial,0,7,A_task,1.0,B,0.3731962740421294,0.3722200050950051,-0.0009762689471243,0.8960884220600128,0.8973553230762482,0.1266901016235389,-0.0009314336014751,0.0492178702161479,-0.0111746326362602,0.1318387985229492,0
initial,0,7,B_task,1.0,A,0.0776182357221841,0.0946960434317588,0.0170778077095747,0.9897437653541564,0.99005539894104,0.0311633586883575,-0.0094002245631363,0.1641639879025074,-0.33298640031261,1.7001867294311523,0
initial,0,7,B_task,1.0,B,0.3731962740421294,0.2838950455188751,-0.0893012285232543,0.8960884220600128,0.899650958776474,0.3562536716461228,-0.133511891194567,0.1641639879025074,-0.480226613703366,1.7001867294311523,0
rank0_best,4000,0,A_task,1.0,A,0.0863202128559351,0.0881428234279155,0.0018226105719804,0.9874890720844268,0.9868695962429048,-0.0619475841522221,-0.001464024199132,0.0567375529441742,-0.231346910011607,0.2334522157907486,0
rank0_best,4000,0,A_task,1.0,B,0.1671529501676559,0.1717715106904506,0.0046185605227947,0.9632002804279328,0.9624585607051848,-0.0741719722747946,0.0025851858936752,0.0567375529441742,0.2350573424856064,0.2334522157907486,0
rank0_best,4000,0,B_task,1.0,A,0.0863202128559351,0.0868790417909622,0.0005588289350271,0.9874890720844268,0.9870983426570892,-0.0390729427337754,-0.0013766856930145,0.0557828856208273,-0.2212686426162526,0.2306288927793502,0
rank0_best,4000,0,B_task,1.0,B,0.1671529501676559,0.1718408666551113,0.0046879164874553,0.9632002804279328,0.9627209639549256,-0.0479316473007251,0.0024363289472228,0.0557828856208273,0.2253136973313559,0.2306288927793502,0
rank0_best,4000,0,momentum_only,1.0,A,0.0863202128559351,0.0863303396850824,1.0126829147333316e-05,0.9874890720844268,0.9872896511554716,-0.0199420928955196,-0.000316669191251,0.042579839463773,-0.0666788102498779,0.0,0
rank0_best,4000,0,momentum_only,1.0,B,0.1671529501676559,0.1678547866642475,0.0007018364965915,0.9632002804279328,0.9630358707904816,-0.0164409637451123,0.0005500859941455,0.042579839463773,0.0666467863621729,0.0,0
rank0_best,4000,1,A_task,1.0,A,0.0863202128559351,0.0879857886582613,0.0016655758023262,0.9874890720844268,0.986912544250488,-0.05765278339388,-0.0016117854891514,0.0555137364849451,-0.2603111860106159,0.2410853654146194,0
