seed,target,method,n,best_model_from_discovery,uses_validation_query_labels,uses_any_query_labels_for_selection,accuracy,auc,nll,accuracy_gain_over_fixed_best,episode_bootstrap_gain_ci_low,episode_bootstrap_gain_ci_high,fraction_not_best,selection_counts
2,election2020,raw_agreement,256,ss_ukr_rus,False,True,0.9609375,0.984619140625,0.1207764873380162,-0.015625,-0.03125,-0.00390625,0.015625,"{""ss_facebook_page_reference"": 2, ""ss_ukr_rus"": 252, ""ss_ukr_rus_suspended"": 2}"
2,election2020,learned_stage_consensus,256,ss_ukr_rus,False,True,0.9765625,0.98614501953125,0.0957874881366802,0.0,0.0,0.0,0.09375,"{""ss_election2020"": 24, ""ss_ukr_rus"": 232}"
2,election2020,support_loo,256,ss_ukr_rus,False,False,0.9765625,0.9842529296875,0.1083920570865481,0.0,0.0,0.0,1.0,"{""ss_covid"": 244, ""ss_covid_political"": 2, ""ss_cp_hk"": 2, ""ss_midterm"": 2, ""ss_twibot20"": 6}"
2,election2020,support_loo_u1_agreement,256,ss_ukr_rus,False,False,0.9765625,0.9842529296875,0.1083920570865481,0.0,0.0,0.0,1.0,"{""ss_covid"": 244, ""ss_covid_political"": 2, ""ss_cp_hk"": 2, ""ss_midterm"": 2, ""ss_twibot20"": 6}"
2,election2020,oracle_expert,256,ss_ukr_rus,True,True,0.98046875,0.9854736328125,0.0950079696248447,0.00390625,0.0,0.01171875,0.00390625,"{""ss_cp_hk"": 1, ""ss_ukr_rus"": 255}"
2,facebook_page_reference,fixed_best,1024,ss_twibot20,False,True,0.6748046875,0.7540397644042969,0.5812222590928748,0.0,0.0,0.0,0.0,"{""ss_twibot20"": 1024}"
2,facebook_page_reference,u1_agreement,1024,ss_twibot20,False,True,0.7119140625,0.7679328918457031,0.5716457104934619,0.037109375,0.0205078125,0.0546875,0.1171875,"{""ss_covid"": 15, ""ss_covid_political"": 1, ""ss_facebook_page_reference"": 4, ""ss_midterm"": 1, ""ss_twibot20"": 904, ""ss_ukr_rus"": 99}"
2,facebook_page_reference,raw_agreement,1024,ss_twibot20,False,True,0.8330078125,0.8748435974121094,0.472124187421293,0.158203125,0.126953125,0.1904296875,0.294921875,"{""ss_covid"": 49, ""ss_covid_political"": 9, ""ss_cp_hk"": 10, ""ss_election2020"": 3, ""ss_facebook_page_reference"": 50, ""ss_midterm"": 32, ""ss_twibot20"": 722, ""ss_ukr_rus"": 146, ""ss_ukr_rus_suspended"": 3}"
2,facebook_page_reference,learned_stage_consensus,1024,ss_twibot20,False,True,0.732421875,0.7787246704101562,0.5617427803439162,0.0576171875,0.0400390625,0.076171875,0.1484375,"{""ss_covid"": 26, ""ss_covid_political"": 1, ""ss_facebook_page_reference"": 4, ""ss_midterm"": 1, ""ss_twibot20"": 872, ""ss_ukr_rus"": 120}"
2,facebook_page_reference,support_loo,1024,ss_twibot20,False,False,0.6884765625,0.7635459899902344,0.5749466201106397,0.013671875,-0.0205078125,0.0478515625,0.84375,"{""ss_covid"": 96, ""ss_covid_political"": 48, ""ss_cp_hk"": 128, ""ss_election2020"": 80, ""ss_facebook_page_reference"": 136, ""ss_midterm"": 168, ""ss_twibot20"": 160, ""ss_ukr_rus"": 176, ""ss_ukr_rus_suspended"": 32}"
2,facebook_page_reference,support_loo_u1_agreement,1024,ss_twibot20,False,False,0.7333984375,0.7866287231445312,0.5573378954034038,0.05859375,0.0263671875,0.08984375,0.8271484375,"{""ss_covid"": 95, ""ss_covid_political"": 47, ""ss_cp_hk"": 123, ""ss_election2020"": 75, ""ss_facebook_page_reference"": 130, ""ss_midterm"": 152, ""ss_twibot20"": 177, ""ss_ukr_rus"": 180, ""ss_ukr_rus_suspended"": 45}"
2,facebook_page_reference,oracle_expert,1024,ss_twibot20,True,True,0.994140625,0.9945602416992188,0.3689001752350898,0.3193359375,0.287109375,0.3515625,0.3193359375,"{""ss_covid"": 57, ""ss_covid_political"": 9, ""ss_cp_hk"": 8, ""ss_election2020"": 5, ""ss_facebook_page_reference"": 62, ""ss_midterm"": 28, ""ss_twibot20"": 697, ""ss_ukr_rus"": 153, ""ss_ukr_rus_suspended"": 5}"
2,twibot20,fixed_best,3072,ss_cp_hk,False,True,0.6279296875,0.6675510406494141,0.651827587757063,0.0,0.0,0.0,0.0,"{""ss_cp_hk"": 3072}"
2,twibot20,u1_agreement,3072,ss_cp_hk,False,True,0.6458333333333334,0.6743681165907118,0.6487715926606884,0.0179036458333333,0.0065104166666666,0.0296223958333333,0.1975911458333333,"{""ss_covid"": 78, ""ss_cp_hk"": 2465, ""ss_election2020"": 5, ""ss_twibot20"": 13, ""ss_ukr_rus"": 477, ""ss_ukr_rus_suspended"": 34}"
2,twibot20,raw_agreement,3072,ss_cp_hk,False,True,0.54296875,0.5954515669080946,0.6780543038664358,-0.0849609375,-0.1067708333333333,-0.0631510416666666,0.4039713541666667,"{""ss_covid"": 157, ""ss_covid_political"": 32, ""ss_cp_hk"": 1831, ""ss_election2020"": 162, ""ss_facebook_page_reference"": 42, ""ss_midterm"": 45, ""ss_twibot20"": 68, ""ss_ukr_rus"": 581, ""ss_ukr_rus_suspended"": 154}"
2,twibot20,learned_stage_consensus,3072,ss_cp_hk,False,True,0.6243489583333334,0.6602834065755208,0.654596711685515,-0.0035807291666666,-0.0162760416666666,0.009765625,0.2906901041666667,"{""ss_covid"": 131, ""ss_cp_hk"": 2179, ""ss_election2020"": 3, ""ss_midterm"": 2, ""ss_twibot20"": 13, ""ss_ukr_rus"": 690, ""ss_ukr_rus_suspended"": 54}"
2,twibot20,support_loo,3072,ss_cp_hk,False,False,0.5777994791666666,0.6176715426974827,0.6714216800372877,-0.0501302083333333,-0.0706380208333333,-0.0302734375,0.734375,"{""ss_covid"": 360, ""ss_covid_political"": 240, ""ss_cp_hk"": 816, ""ss_election2020"": 336, ""ss_facebook_page_reference"": 168, ""ss_midterm"": 216, ""ss_twibot20"": 288, ""ss_ukr_rus"": 312, ""ss_ukr_rus_suspended"": 336}"
2,twibot20,support_loo_u1_agreement,3072,ss_cp_hk,False,False,0.6295572916666666,0.6500163608127171,0.6612902553083991,0.0016276041666666,-0.017578125,0.0201822916666666,0.7360026041666666,"{""ss_covid"": 365, ""ss_covid_political"": 165, ""ss_cp_hk"": 811, ""ss_election2020"": 281, ""ss_facebook_page_reference"": 143, ""ss_midterm"": 229, ""ss_twibot20"": 353, ""ss_ukr_rus"": 373, ""ss_ukr_rus_suspended"": 352}"
2,twibot20,oracle_expert,3072,ss_cp_hk,True,True,0.9742838541666666,0.963950686984592,0.5374568188661558,0.3463541666666666,0.3277994791666667,0.3645833333333333,0.3463541666666667,"{""ss_covid"": 129, ""ss_covid_political"": 30, ""ss_cp_hk"": 2008, ""ss_election2020"": 146, ""ss_facebook_page_reference"": 30, ""ss_midterm"": 31, ""ss_twibot20"": 63, ""ss_ukr_rus"": 452, ""ss_ukr_rus_suspended"": 183}"
2,ukr_rus_suspended,fixed_best,256,ss_election2020,False,True,0.546875,0.54193115234375,0.6914162309207441,0.0,0.0,0.0,0.0,"{""ss_election2020"": 256}"
2,ukr_rus_suspended,u1_agreement,256,ss_election2020,False,True,0.52734375,0.5225830078125,0.6922430071913106,-0.01953125,-0.07421875,0.03515625,0.4375,"{""ss_covid"": 3, ""ss_covid_political"": 2, ""ss_election2020"": 144, ""ss_twibot20"": 91, ""ss_ukr_rus"": 16}"
2,ukr_rus_suspended,raw_agreement,256,ss_election2020,False,True,0.5390625,0.5859375,0.6906234728271458,-0.0078125,-0.078125,0.0625,0.4609375,"{""ss_covid"": 4, ""ss_covid_political"": 4, ""ss_election2020"": 138, ""ss_facebook_page_reference"": 7, ""ss_midterm"": 3, ""ss_twibot20"": 80, ""ss_ukr_rus"": 20}"
2,ukr_rus_suspended,learned_stage_consensus,256,ss_election2020,False,True,0.55078125,0.5826416015625,0.6895098217613462,0.00390625,-0.05859375,0.0625,0.53125,"{""ss_covid"": 6, ""ss_covid_political"": 1, ""ss_election2020"": 120, ""ss_facebook_page_reference"": 3, ""ss_midterm"": 1, ""ss_twibot20"": 107, ""ss_ukr_rus"": 18}"
2,ukr_rus_suspended,support_loo,256,ss_election2020,False,False,0.47265625,0.48309326171875,0.6936834446668222,-0.07421875,-0.140625,-0.00390625,0.8984375,"{""ss_covid"": 28, ""ss_covid_political"": 32, ""ss_cp_hk"": 18, ""ss_election2020"": 26, ""ss_facebook_page_reference"": 24, ""ss_midterm"": 28, ""ss_twibot20"": 40, ""ss_ukr_rus"": 20, ""ss_ukr_rus_suspended"": 40}"
2,ukr_rus_suspended,support_loo_u1_agreement,256,ss_election2020,False,False,0.5,0.50982666015625,0.693155240370617,-0.046875,-0.1171875,0.0234375,0.90625,"{""ss_covid"": 37, ""ss_covid_political"": 28, ""ss_cp_hk"": 16, ""ss_election2020"": 24, ""ss_facebook_page_reference"": 21, ""ss_midterm"": 20, ""ss_twibot20"": 43, ""ss_ukr_rus"": 28, ""ss_ukr_rus_suspended"": 39}"
2,ukr_rus_suspended,oracle_expert,256,ss_election2020,True,True,0.9921875,0.99359130859375,0.6790169514222144,0.4453125,0.40234375,0.48828125,0.4453125,"{""ss_covid"": 8, ""ss_covid_political"": 3, ""ss_election2020"": 142, ""ss_facebook_page_reference"": 8, ""ss_midterm"": 6, ""ss_twibot20"": 68, ""ss_ukr_rus"": 21}"
