order,rung,n_sources,target_step,added_dataset,sources,dataset,entry_rung,rel_to_entry,in_training,test_accuracy,test_f1,test_roc_auc,model,artifact_order,shared_all8_artifact,evidence_path
C,2,2,20000,covid_political,"election2020,covid_political",cp_hk_twitter,3,-1,False,0.0721166666666666,0.0720787665323864,0.6055631727011495,nm_ladder_fx10k_h2m_ordC_r2,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r2_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_13_58/data/metrics_test_step0.json
C,2,2,20000,covid_political,"election2020,covid_political",election2020,1,1,True,0.3302,0.3300006600176193,0.9329867586206896,nm_ladder_fx10k_h2m_ordC_r2,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r2_to_election2020_nm_3shot_30way_02_08_2026_14_03_01/data/metrics_test_step0.json
C,2,2,20000,covid_political,"election2020,covid_political",midterm,5,-3,False,0.1539722222222222,0.1539881746919134,0.7688718019157089,nm_ladder_fx10k_h2m_ordC_r2,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r2_to_midterm_nm_3shot_30way_02_08_2026_13_52_15/data/metrics_test_step0.json
C,2,2,20000,covid_political,"election2020,covid_political",twibot20,6,-4,False,0.1466722222222222,0.146565171526014,0.7835905459610473,nm_ladder_fx10k_h2m_ordC_r2,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r2_to_twibot20_nm_3shot_30way_02_08_2026_14_08_45/data/metrics_test_step0.json
C,2,2,20000,covid_political,"election2020,covid_political",ukr_rus_suspended,4,-2,False,0.0652666666666666,0.0648956105553905,0.5859298850574712,nm_ladder_fx10k_h2m_ordC_r2,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r2_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_46/data/metrics_test_step0.json
C,2,2,20000,covid_political,"election2020,covid_political",ukr_rus_twitter,7,-5,False,0.1146611111111111,0.1145622963689795,0.6859486450670498,nm_ladder_fx10k_h2m_ordC_r2,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r2_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_29_26/data/metrics_test_step0.json
C,3,3,30000,cp_hk_twitter,"election2020,covid_political,cp_hk_twitter",covid19_twitter,8,-5,False,0.2413722222222222,0.2412763125797434,0.8439399207215836,nm_ladder_fx10k_h2m_ordC_r3,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r3_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_41_44/data/metrics_test_step0.json
C,3,3,30000,cp_hk_twitter,"election2020,covid_political,cp_hk_twitter",covid_political,2,1,True,0.2616388888888888,0.2615985073700577,0.907748064639208,nm_ladder_fx10k_h2m_ordC_r3,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r3_to_covid_political_nm_3shot_30way_02_08_2026_13_58_48/data/metrics_test_step0.json
C,3,3,30000,cp_hk_twitter,"election2020,covid_political,cp_hk_twitter",cp_hk_twitter,3,0,True,0.27695,0.2769433866415847,0.8851082464080461,nm_ladder_fx10k_h2m_ordC_r3,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r3_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_13_59/data/metrics_test_step0.json
C,3,3,30000,cp_hk_twitter,"election2020,covid_political,cp_hk_twitter",election2020,1,2,True,0.3266,0.326400330909516,0.9329700597701148,nm_ladder_fx10k_h2m_ordC_r3,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r3_to_election2020_nm_3shot_30way_02_08_2026_14_03_01/data/metrics_test_step0.json
C,3,3,30000,cp_hk_twitter,"election2020,covid_political,cp_hk_twitter",midterm,5,-2,False,0.1965055555555555,0.1964584136220714,0.8210547066730524,nm_ladder_fx10k_h2m_ordC_r3,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r3_to_midterm_nm_3shot_30way_02_08_2026_13_53_52/data/metrics_test_step0.json
C,3,3,30000,cp_hk_twitter,"election2020,covid_political,cp_hk_twitter",twibot20,6,-3,False,0.1932666666666666,0.1931736329083709,0.814064254262452,nm_ladder_fx10k_h2m_ordC_r3,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r3_to_twibot20_nm_3shot_30way_02_08_2026_14_08_58/data/metrics_test_step0.json
C,3,3,30000,cp_hk_twitter,"election2020,covid_political,cp_hk_twitter",ukr_rus_suspended,4,-1,False,0.0912,0.0911285947131248,0.6350330551724139,nm_ladder_fx10k_h2m_ordC_r3,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r3_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_51/data/metrics_test_step0.json
C,3,3,30000,cp_hk_twitter,"election2020,covid_political,cp_hk_twitter",ukr_rus_twitter,7,-4,False,0.1732555555555555,0.1731174923537369,0.7569122664272031,nm_ladder_fx10k_h2m_ordC_r3,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r3_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_29_26/data/metrics_test_step0.json
C,4,4,40000,ukr_rus_suspended,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended",covid19_twitter,8,-4,False,0.3300666666666667,0.3299839092188181,0.8894735977330779,nm_ladder_fx10k_h2m_ordC_r4,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r4_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_42_09/data/metrics_test_step0.json
C,4,4,40000,ukr_rus_suspended,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended",covid_political,2,2,True,0.2623555555555555,0.2622790015015488,0.9097092776021712,nm_ladder_fx10k_h2m_ordC_r4,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r4_to_covid_political_nm_3shot_30way_02_08_2026_14_00_22/data/metrics_test_step0.json
C,4,4,40000,ukr_rus_suspended,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended",cp_hk_twitter,3,1,True,0.2748666666666666,0.2747866638197181,0.8834660028735632,nm_ladder_fx10k_h2m_ordC_r4,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r4_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_14_11/data/metrics_test_step0.json
C,4,4,40000,ukr_rus_suspended,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended",election2020,1,3,True,0.3095333333333333,0.3092235003650869,0.927871551724138,nm_ladder_fx10k_h2m_ordC_r4,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r4_to_election2020_nm_3shot_30way_02_08_2026_14_03_01/data/metrics_test_step0.json
C,4,4,40000,ukr_rus_suspended,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended",midterm,5,-1,False,0.2188777777777777,0.2188329765941099,0.8307713589559388,nm_ladder_fx10k_h2m_ordC_r4,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r4_to_midterm_nm_3shot_30way_02_08_2026_13_53_52/data/metrics_test_step0.json
C,4,4,40000,ukr_rus_suspended,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended",twibot20,6,-2,False,0.2240055555555555,0.2239072181651481,0.8315951131864624,nm_ladder_fx10k_h2m_ordC_r4,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r4_to_twibot20_nm_3shot_30way_02_08_2026_14_09_05/data/metrics_test_step0.json
C,4,4,40000,ukr_rus_suspended,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended",ukr_rus_suspended,4,0,True,0.4908,0.4907592362154244,0.9545211080459772,nm_ladder_fx10k_h2m_ordC_r4,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r4_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_52/data/metrics_test_step0.json
C,4,4,40000,ukr_rus_suspended,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended",ukr_rus_twitter,7,-3,False,0.2497666666666666,0.2496778938270178,0.8151149537675608,nm_ladder_fx10k_h2m_ordC_r4,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r4_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_29_26/data/metrics_test_step0.json
C,5,5,50000,midterm,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm",covid19_twitter,8,-3,False,0.3935777777777778,0.3935483935924492,0.9188872831896552,nm_ladder_fx10k_h2m_ordC_r5,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r5_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_43_13/data/metrics_test_step0.json
C,5,5,50000,midterm,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm",covid_political,2,3,True,0.2593111111111111,0.2591436765997158,0.9073992922573436,nm_ladder_fx10k_h2m_ordC_r5,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r5_to_covid_political_nm_3shot_30way_02_08_2026_14_00_22/data/metrics_test_step0.json
C,5,5,50000,midterm,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm",cp_hk_twitter,3,2,True,0.2704666666666667,0.270546494390765,0.8821450971264366,nm_ladder_fx10k_h2m_ordC_r5,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r5_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_14_11/data/metrics_test_step0.json
C,5,5,50000,midterm,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm",election2020,1,4,True,0.2996666666666667,0.299405349963009,0.926411312643678,nm_ladder_fx10k_h2m_ordC_r5,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r5_to_election2020_nm_3shot_30way_02_08_2026_14_03_33/data/metrics_test_step0.json
C,5,5,50000,midterm,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm",midterm,5,0,True,0.35125,0.3511951792123159,0.9115008100574714,nm_ladder_fx10k_h2m_ordC_r5,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r5_to_midterm_nm_3shot_30way_02_08_2026_13_53_55/data/metrics_test_step0.json
C,5,5,50000,midterm,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm",twibot20,6,-1,False,0.2672,0.2671972574404537,0.8637547000478926,nm_ladder_fx10k_h2m_ordC_r5,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r5_to_twibot20_nm_3shot_30way_02_08_2026_14_10_30/data/metrics_test_step0.json
C,5,5,50000,midterm,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm",ukr_rus_suspended,4,1,True,0.493,0.4929676598359491,0.9541689655172416,nm_ladder_fx10k_h2m_ordC_r5,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r5_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_52/data/metrics_test_step0.json
C,5,5,50000,midterm,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm",ukr_rus_twitter,7,-2,False,0.28305,0.2829876008826086,0.8395650855683269,nm_ladder_fx10k_h2m_ordC_r5,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r5_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_32_01/data/metrics_test_step0.json
C,6,6,60000,twibot20,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20",covid19_twitter,8,-2,False,0.5116166666666667,0.5115193186775269,0.9536197344029376,nm_ladder_fx10k_h2m_ordC_r6,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r6_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_45_59/data/metrics_test_step0.json
C,6,6,60000,twibot20,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20",covid_political,2,4,True,0.2583222222222222,0.2583036869391733,0.9088609128192846,nm_ladder_fx10k_h2m_ordC_r6,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r6_to_covid_political_nm_3shot_30way_02_08_2026_14_00_23/data/metrics_test_step0.json
C,6,6,60000,twibot20,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20",cp_hk_twitter,3,3,True,0.2724,0.2723651218795624,0.8810501008620689,nm_ladder_fx10k_h2m_ordC_r6,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r6_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_14_51/data/metrics_test_step0.json
C,6,6,60000,twibot20,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20",election2020,1,5,True,0.3008,0.3005868880547909,0.925857243678161,nm_ladder_fx10k_h2m_ordC_r6,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r6_to_election2020_nm_3shot_30way_02_08_2026_14_03_34/data/metrics_test_step0.json
C,6,6,60000,twibot20,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20",midterm,5,1,True,0.3557222222222222,0.3556458470199978,0.9096849896871008,nm_ladder_fx10k_h2m_ordC_r6,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r6_to_midterm_nm_3shot_30way_02_08_2026_13_53_56/data/metrics_test_step0.json
C,6,6,60000,twibot20,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20",twibot20,6,0,True,0.4228111111111111,0.4227786347330874,0.9343514401181352,nm_ladder_fx10k_h2m_ordC_r6,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r6_to_twibot20_nm_3shot_30way_02_08_2026_14_10_30/data/metrics_test_step0.json
C,6,6,60000,twibot20,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20",ukr_rus_suspended,4,2,True,0.4842,0.4842954696826931,0.9526793172413794,nm_ladder_fx10k_h2m_ordC_r6,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r6_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_05_08/data/metrics_test_step0.json
C,6,6,60000,twibot20,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20",ukr_rus_twitter,7,-1,False,0.3490722222222222,0.3490482178880467,0.8784961093710089,nm_ladder_fx10k_h2m_ordC_r6,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r6_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_32_06/data/metrics_test_step0.json
C,7,7,70000,ukr_rus_twitter,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20,ukr_rus_twitter",covid19_twitter,8,-1,False,0.5745888888888889,0.5745670198452136,0.966792074872286,nm_ladder_fx10k_h2m_ordC_r7,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r7_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_45_59/data/metrics_test_step0.json
C,7,7,70000,ukr_rus_twitter,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20,ukr_rus_twitter",covid_political,2,5,True,0.2532333333333333,0.2532218492561787,0.9059118627075352,nm_ladder_fx10k_h2m_ordC_r7,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r7_to_covid_political_nm_3shot_30way_02_08_2026_14_00_23/data/metrics_test_step0.json
C,7,7,70000,ukr_rus_twitter,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20,ukr_rus_twitter",cp_hk_twitter,3,4,True,0.2683666666666666,0.2682932312946674,0.8772983941091953,nm_ladder_fx10k_h2m_ordC_r7,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r7_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_14_51/data/metrics_test_step0.json
C,7,7,70000,ukr_rus_twitter,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20,ukr_rus_twitter",election2020,1,6,True,0.2925333333333333,0.2924305615823438,0.9222670275862068,nm_ladder_fx10k_h2m_ordC_r7,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r7_to_election2020_nm_3shot_30way_02_08_2026_14_03_34/data/metrics_test_step0.json
C,7,7,70000,ukr_rus_twitter,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20,ukr_rus_twitter",midterm,5,2,True,0.355,0.3549523413313776,0.9090591789591316,nm_ladder_fx10k_h2m_ordC_r7,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r7_to_midterm_nm_3shot_30way_02_08_2026_13_55_32/data/metrics_test_step0.json
C,7,7,70000,ukr_rus_twitter,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20,ukr_rus_twitter",twibot20,6,1,True,0.4232666666666667,0.4232268044246898,0.934322932056194,nm_ladder_fx10k_h2m_ordC_r7,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r7_to_twibot20_nm_3shot_30way_02_08_2026_14_10_43/data/metrics_test_step0.json
C,7,7,70000,ukr_rus_twitter,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20,ukr_rus_twitter",ukr_rus_suspended,4,3,True,0.4778666666666666,0.4777997640564357,0.9512164000000002,nm_ladder_fx10k_h2m_ordC_r7,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r7_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_05_13/data/metrics_test_step0.json
C,7,7,70000,ukr_rus_twitter,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20,ukr_rus_twitter",ukr_rus_twitter,7,0,True,0.4643388888888889,0.464346049759588,0.9339096427203064,nm_ladder_fx10k_h2m_ordC_r7,C,False,log/eval_nm_ladder_fx10k_h2m_ordC_r7_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_32_06/data/metrics_test_step0.json
C,8,8,80000,covid19_twitter,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20,ukr_rus_twitter,covid19_twitter",covid19_twitter,8,0,True,0.6277722222222222,0.6277240473756549,0.9766509277777778,nm_ladder_fx10k_h2m_ordA_r8,A,True,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_38_19/data/metrics_test_step0.json
C,8,8,80000,covid19_twitter,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20,ukr_rus_twitter,covid19_twitter",covid_political,2,6,True,0.2591,0.2590785262558969,0.9090427650223496,nm_ladder_fx10k_h2m_ordA_r8,A,True,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_covid_political_nm_3shot_30way_02_08_2026_13_58_47/data/metrics_test_step0.json
C,8,8,80000,covid19_twitter,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20,ukr_rus_twitter,covid19_twitter",cp_hk_twitter,3,5,True,0.2674333333333333,0.2674790805883711,0.8784721379310345,nm_ladder_fx10k_h2m_ordA_r8,A,True,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_13_18/data/metrics_test_step0.json
C,8,8,80000,covid19_twitter,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20,ukr_rus_twitter,covid19_twitter",election2020,1,7,True,0.2805333333333333,0.2805184043860222,0.919308004597701,nm_ladder_fx10k_h2m_ordA_r8,A,True,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_election2020_nm_3shot_30way_02_08_2026_14_02_30/data/metrics_test_step0.json
C,8,8,80000,covid19_twitter,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20,ukr_rus_twitter,covid19_twitter",midterm,5,3,True,0.3564833333333333,0.3564619097779937,0.9088692462164752,nm_ladder_fx10k_h2m_ordA_r8,A,True,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_midterm_nm_3shot_30way_02_08_2026_13_52_12/data/metrics_test_step0.json
C,8,8,80000,covid19_twitter,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20,ukr_rus_twitter,covid19_twitter",twibot20,6,2,True,0.4274444444444444,0.4274019462105126,0.9359342233716476,nm_ladder_fx10k_h2m_ordA_r8,A,True,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_twibot20_nm_3shot_30way_02_08_2026_14_07_20/data/metrics_test_step0.json
C,8,8,80000,covid19_twitter,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20,ukr_rus_twitter,covid19_twitter",ukr_rus_suspended,4,4,True,0.4681333333333333,0.468321113042194,0.9499892091954024,nm_ladder_fx10k_h2m_ordA_r8,A,True,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_29/data/metrics_test_step0.json
C,8,8,80000,covid19_twitter,"election2020,covid_political,cp_hk_twitter,ukr_rus_suspended,midterm,twibot20,ukr_rus_twitter,covid19_twitter",ukr_rus_twitter,7,1,True,0.4716833333333333,0.4716574352217391,0.9356909881385695,nm_ladder_fx10k_h2m_ordA_r8,A,True,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_26_33/data/metrics_test_step0.json
