,run_id,display_name,state,dataset,task_name,prefix,pretrained_model_run,n_shots,n_way,n_query,zero_shot,test_accuracy,train_accuracy,test_f1,test_roc_auc,created_at,steps,tags,input_dim,eval_only,shot_label,eval1_dataset,trained_on_display_name,month/day
422,g68ex00y,eval_covid19_twitter_pl_to_covid_political_pl_1shot_23_04_2026_01_09_39,finished,covid_political,pl,eval_covid19_twitter_pl_to_covid_political_pl_1shot,state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt,1.0,2.0,12.0,False,0.5982666666666666,,0.5981327109036345,0.6292365855555555,2026-04-23 08:09:41+00:00,1.0,['new tasks apr 21'],384.0,True,1.0,covid_political,train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04,4/23
423,m59tldmr,eval_covid19_twitter_pl_to_ukr_rus_suspended_nm_10shot_23_04_2026_01_07_30,finished,ukr_rus_suspended,nm,eval_covid19_twitter_pl_to_ukr_rus_suspended_nm_10shot,state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt,10.0,3.0,12.0,False,0.3352,,0.2682411351559157,0.5017227289814815,2026-04-23 08:07:31+00:00,1.0,['new tasks apr 21'],384.0,True,10.0,ukr_rus_suspended,train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04,4/23
424,afsf0ke1,eval_covid19_twitter_pl_to_covid_political_nm_1shot_23_04_2026_01_06_52,finished,covid_political,nm,eval_covid19_twitter_pl_to_covid_political_nm_1shot,state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt,1.0,3.0,12.0,False,0.3334,,0.2207147297859504,0.4999196112037037,2026-04-23 08:06:54+00:00,1.0,['new tasks apr 21'],384.0,True,1.0,covid_political,train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04,4/23
425,zf56kan7,eval_covid19_twitter_pl_to_ukr_rus_suspended_pl_1shot_23_04_2026_01_06_37,finished,ukr_rus_suspended,pl,eval_covid19_twitter_pl_to_ukr_rus_suspended_pl_1shot,state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt,1.0,2.0,12.0,False,0.5114333333333333,,0.5115147475420764,0.5132417788888889,2026-04-23 08:06:39+00:00,1.0,['new tasks apr 21'],384.0,True,1.0,ukr_rus_suspended,train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04,4/23
426,qaobtx78,eval_covid19_twitter_pl_to_covid_political_pl_0shot_23_04_2026_01_06_09,finished,covid_political,pl,eval_covid19_twitter_pl_to_covid_political_pl_0shot,state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt,0.0,2.0,12.0,True,0.4410166666666666,,0.437821619537706,0.397947645,2026-04-23 08:06:10+00:00,1.0,['new tasks apr 21'],384.0,True,0.0,covid_political,train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04,4/23
427,bggw7yny,eval_covid19_twitter_pl_to_ukr_rus_suspended_nm_1shot_23_04_2026_01_04_07,finished,ukr_rus_suspended,nm,eval_covid19_twitter_pl_to_ukr_rus_suspended_nm_1shot,state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt,1.0,3.0,12.0,False,0.3330222222222222,,0.23233568317158923,0.5002985200925926,2026-04-23 08:04:08+00:00,1.0,['new tasks apr 21'],384.0,True,1.0,ukr_rus_suspended,train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04,4/23
428,mgsd3qgh,eval_covid19_twitter_pl_to_covid_political_nm_0shot_23_04_2026_01_03_33,finished,covid_political,nm,eval_covid19_twitter_pl_to_covid_political_nm_0shot,state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt,0.0,3.0,12.0,True,0.33393333333333336,,0.31718875476157615,0.5004985110185185,2026-04-23 08:03:34+00:00,1.0,['new tasks apr 21'],384.0,True,0.0,covid_political,train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04,4/23
429,2v4qntpy,eval_covid19_twitter_pl_to_ukr_rus_suspended_pl_0shot_23_04_2026_01_03_16,finished,ukr_rus_suspended,pl,eval_covid19_twitter_pl_to_ukr_rus_suspended_pl_0shot,state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt,0.0,2.0,12.0,True,0.5113,,0.5126321388205571,0.5160892144444444,2026-04-23 08:03:18+00:00,1.0,['new tasks apr 21'],384.0,True,0.0,ukr_rus_suspended,train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04,4/23
430,r9b139hc,eval_covid19_twitter_lp_to_covid_political_pl_10shot_23_04_2026_01_02_22,finished,covid_political,pl,eval_covid19_twitter_lp_to_covid_political_pl_10shot,state/train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52/checkpoint/state_dict_28000.ckpt,10.0,2.0,12.0,False,0.5877,,0.5869427283352814,0.6226053016666667,2026-04-23 08:02:24+00:00,1.0,['new tasks apr 21'],384.0,True,10.0,covid_political,train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52,4/23
431,8ngjh5qw,eval_covid19_twitter_pl_to_ukr_rus_suspended_nm_0shot_23_04_2026_01_00_55,finished,ukr_rus_suspended,nm,eval_covid19_twitter_pl_to_ukr_rus_suspended_nm_0shot,state/train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04/checkpoint/state_dict_22000.ckpt,0.0,3.0,12.0,True,0.33518888888888887,,0.31574796549117484,0.4995728389814814,2026-04-23 08:00:57+00:00,1.0,['new tasks apr 21'],384.0,True,0.0,ukr_rus_suspended,train1_covid19_twitter_pl_1p5m_13_04_2026_11_43_04,4/23
432,vz473dc6,eval_midterm_pl_to_election2020_nm_10shot_23_04_2026_01_00_39,finished,election2020,nm,eval_midterm_pl_to_election2020_nm_10shot,state/train1_midterm_pl_1p5m_13_04_2026_17_14_38/checkpoint/state_dict_22000.ckpt,10.0,3.0,12.0,False,0.4381888888888889,,0.4380829617584041,0.6376445687037037,2026-04-23 08:00:42+00:00,1.0,['new tasks apr 21'],384.0,True,10.0,election2020,train1_midterm_pl_1p5m_13_04_2026_17_14_38,4/23
433,clk5eaxx,eval_covid19_twitter_lp_to_ukr_rus_suspended_pl_10shot_23_04_2026_00_59_33,finished,ukr_rus_suspended,pl,eval_covid19_twitter_lp_to_ukr_rus_suspended_pl_10shot,state/train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52/checkpoint/state_dict_28000.ckpt,10.0,2.0,12.0,False,0.5043,,0.5026421404682274,0.5043585194444444,2026-04-23 07:59:35+00:00,1.0,['new tasks apr 21'],384.0,True,10.0,ukr_rus_suspended,train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52,4/23
434,w44qik3e,eval_covid19_twitter_lp_to_covid_political_nm_10shot_23_04_2026_00_57_47,finished,covid_political,nm,eval_covid19_twitter_lp_to_covid_political_nm_10shot,state/train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52/checkpoint/state_dict_28000.ckpt,10.0,3.0,12.0,False,0.4345888888888889,,0.4344627298566614,0.6187719972222222,2026-04-23 07:57:48+00:00,1.0,['new tasks apr 21'],384.0,True,10.0,covid_political,train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52,4/23
435,v6b3jnei,eval_midterm_pl_to_election2020_pl_1shot_23_04_2026_00_57_24,finished,election2020,pl,eval_midterm_pl_to_election2020_pl_1shot,state/train1_midterm_pl_1p5m_13_04_2026_17_14_38/checkpoint/state_dict_22000.ckpt,1.0,2.0,12.0,False,0.5972333333333333,,0.5972601826544897,0.6396696622222222,2026-04-23 07:57:27+00:00,1.0,['new tasks apr 21'],384.0,True,1.0,election2020,train1_midterm_pl_1p5m_13_04_2026_17_14_38,4/23
436,tpxubu3m,eval_covid19_twitter_lp_to_covid_political_pl_1shot_23_04_2026_00_57_02,finished,covid_political,pl,eval_covid19_twitter_lp_to_covid_political_pl_1shot,state/train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52/checkpoint/state_dict_28000.ckpt,1.0,2.0,12.0,False,0.5552833333333334,,0.5579723349623126,0.5769874961111111,2026-04-23 07:57:03+00:00,1.0,['new tasks apr 21'],384.0,True,1.0,covid_political,train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52,4/23
437,9gp3shj1,eval_covid19_twitter_lp_to_ukr_rus_suspended_nm_10shot_23_04_2026_00_55_33,finished,ukr_rus_suspended,nm,eval_covid19_twitter_lp_to_ukr_rus_suspended_nm_10shot,state/train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52/checkpoint/state_dict_28000.ckpt,10.0,3.0,12.0,False,0.4866555555555555,,0.486259816633024,0.6807630991666667,2026-04-23 07:55:34+00:00,1.0,['new tasks apr 21'],384.0,True,10.0,ukr_rus_suspended,train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52,4/23
438,rvpnovwy,eval_covid19_twitter_lp_to_ukr_rus_suspended_pl_1shot_23_04_2026_00_54_40,finished,ukr_rus_suspended,pl,eval_covid19_twitter_lp_to_ukr_rus_suspended_pl_1shot,state/train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52/checkpoint/state_dict_28000.ckpt,1.0,2.0,12.0,False,0.5020833333333333,,0.5029035424882278,0.4999863505555556,2026-04-23 07:54:42+00:00,1.0,['new tasks apr 21'],384.0,True,1.0,ukr_rus_suspended,train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52,4/23
439,lmak1vg8,eval_covid19_twitter_lp_to_covid_political_nm_1shot_23_04_2026_00_54_14,finished,covid_political,nm,eval_covid19_twitter_lp_to_covid_political_nm_1shot,state/train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52/checkpoint/state_dict_28000.ckpt,1.0,3.0,12.0,False,0.41563333333333335,,0.415319771106118,0.5934831369444444,2026-04-23 07:54:16+00:00,1.0,['new tasks apr 21'],384.0,True,1.0,covid_political,train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52,4/23
440,b7wb64hs,eval_covid19_twitter_lp_to_covid_political_pl_0shot_23_04_2026_00_53_33,finished,covid_political,pl,eval_covid19_twitter_lp_to_covid_political_pl_0shot,state/train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52/checkpoint/state_dict_28000.ckpt,0.0,2.0,12.0,True,0.4978666666666667,,0.4921105866486851,0.49449124,2026-04-23 07:53:34+00:00,1.0,['new tasks apr 21'],384.0,True,0.0,covid_political,train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52,4/23
441,sx2v7jbl,eval_covid19_twitter_lp_to_ukr_rus_suspended_nm_1shot_23_04_2026_00_52_09,finished,ukr_rus_suspended,nm,eval_covid19_twitter_lp_to_ukr_rus_suspended_nm_1shot,state/train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52/checkpoint/state_dict_28000.ckpt,1.0,3.0,12.0,False,0.41784444444444446,,0.4175008131446674,0.5960685912037037,2026-04-23 07:52:10+00:00,1.0,['new tasks apr 21'],384.0,True,1.0,ukr_rus_suspended,train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52,4/23
442,8f4lfaf6,eval_covid19_twitter_lp_to_ukr_rus_suspended_pl_0shot_23_04_2026_00_51_19,finished,ukr_rus_suspended,pl,eval_covid19_twitter_lp_to_ukr_rus_suspended_pl_0shot,state/train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52/checkpoint/state_dict_28000.ckpt,0.0,2.0,12.0,True,0.49315,,0.4966149669773062,0.4865803716666667,2026-04-23 07:51:20+00:00,1.0,['new tasks apr 21'],384.0,True,0.0,ukr_rus_suspended,train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52,4/23
443,u7t6np7i,eval_covid19_twitter_lp_to_covid_political_nm_0shot_23_04_2026_00_50_55,finished,covid_political,nm,eval_covid19_twitter_lp_to_covid_political_nm_0shot,state/train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52/checkpoint/state_dict_28000.ckpt,0.0,3.0,12.0,True,0.33484444444444444,,0.29179770503759356,0.4991875481481481,2026-04-23 07:50:57+00:00,1.0,['new tasks apr 21'],384.0,True,0.0,covid_political,train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52,4/23
444,pogz4czg,eval_midterm_pl_to_election2020_nm_1shot_23_04_2026_00_49_47,finished,election2020,nm,eval_midterm_pl_to_election2020_nm_1shot,state/train1_midterm_pl_1p5m_13_04_2026_17_14_38/checkpoint/state_dict_22000.ckpt,1.0,3.0,12.0,False,0.4023333333333333,,0.4022528077890805,0.5843506811111111,2026-04-23 07:49:50+00:00,1.0,['new tasks apr 21'],384.0,True,1.0,election2020,train1_midterm_pl_1p5m_13_04_2026_17_14_38,4/23
445,4f331dv0,eval_covid19_twitter_nm_to_covid_political_pl_10shot_23_04_2026_00_49_46,finished,covid_political,pl,eval_covid19_twitter_nm_to_covid_political_pl_10shot,state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt,10.0,2.0,12.0,False,0.6366333333333334,,0.6356008691291994,0.6740750866666666,2026-04-23 07:49:48+00:00,1.0,['new tasks apr 21'],384.0,True,10.0,covid_political,train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58,4/23
446,wsy983kn,eval_covid19_twitter_lp_to_ukr_rus_suspended_nm_0shot_23_04_2026_00_48_57,finished,ukr_rus_suspended,nm,eval_covid19_twitter_lp_to_ukr_rus_suspended_nm_0shot,state/train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52/checkpoint/state_dict_28000.ckpt,0.0,3.0,12.0,True,0.3327555555555556,,0.2906694129707994,0.4982383125,2026-04-23 07:48:59+00:00,1.0,"['new tasks apr 21', 'social_llm_v1', 'social_llm_v2', 'social_llm_v3']",384.0,True,0.0,ukr_rus_suspended,train1_covid19_twitter_lp_1p5m_13_04_2026_15_42_52,4/23
447,kxendl4x,eval_covid19_twitter_nm_to_ukr_rus_suspended_pl_10shot_23_04_2026_00_47_30,finished,ukr_rus_suspended,pl,eval_covid19_twitter_nm_to_ukr_rus_suspended_pl_10shot,state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt,10.0,2.0,12.0,False,0.50405,,0.5014826355732019,0.5042362261111111,2026-04-23 07:47:32+00:00,1.0,"['new tasks apr 21', 'social_llm_v1', 'social_llm_v2', 'social_llm_v3']",384.0,True,10.0,ukr_rus_suspended,train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58,4/23
448,1xd2sr3t,eval_midterm_pl_to_election2020_pl_0shot_23_04_2026_00_46_40,finished,election2020,pl,eval_midterm_pl_to_election2020_pl_0shot,state/train1_midterm_pl_1p5m_13_04_2026_17_14_38/checkpoint/state_dict_22000.ckpt,0.0,2.0,12.0,True,0.6888166666666666,,0.6900410046981091,0.7447922316666666,2026-04-23 07:46:43+00:00,1.0,"['new tasks apr 21', 'social_llm_v1', 'social_llm_v2', 'social_llm_v3']",384.0,True,0.0,election2020,train1_midterm_pl_1p5m_13_04_2026_17_14_38,4/23
449,l7mmyxll,eval_covid19_twitter_nm_to_covid_political_nm_10shot_23_04_2026_00_45_11,finished,covid_political,nm,eval_covid19_twitter_nm_to_covid_political_nm_10shot,state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt,10.0,3.0,12.0,False,0.5606888888888889,,0.5606315095765123,0.7375905026851851,2026-04-23 07:45:13+00:00,1.0,"['new tasks apr 21', 'social_llm_v1', 'social_llm_v2', 'social_llm_v3']",384.0,True,10.0,covid_political,train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58,4/23
450,j7rlxm8q,eval_covid19_twitter_nm_to_covid_political_pl_1shot_23_04_2026_00_44_25,finished,covid_political,pl,eval_covid19_twitter_nm_to_covid_political_pl_1shot,state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt,1.0,2.0,12.0,False,0.6297833333333334,,0.6318511029716426,0.61668243,2026-04-23 07:44:27+00:00,1.0,"['new tasks apr 21', 'social_llm_v1', 'social_llm_v2', 'social_llm_v3']",384.0,True,1.0,covid_political,train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58,4/23
451,u9x42afu,eval_covid19_twitter_nm_to_ukr_rus_suspended_nm_10shot_23_04_2026_00_43_25,finished,ukr_rus_suspended,nm,eval_covid19_twitter_nm_to_ukr_rus_suspended_nm_10shot,state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt,10.0,3.0,12.0,False,0.6246222222222222,,0.6243668560409215,0.8015547539814815,2026-04-23 07:43:26+00:00,1.0,"['new tasks apr 21', 'social_llm_v1', 'social_llm_v2', 'social_llm_v3']",384.0,True,10.0,ukr_rus_suspended,train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58,4/23
452,m2aquhsg,eval_covid19_twitter_nm_to_ukr_rus_suspended_pl_1shot_23_04_2026_00_42_32,finished,ukr_rus_suspended,pl,eval_covid19_twitter_nm_to_ukr_rus_suspended_pl_1shot,state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt,1.0,2.0,12.0,False,0.5017666666666667,,0.5034714148091552,0.5006591022222222,2026-04-23 07:42:34+00:00,1.0,"['new tasks apr 21', 'social_llm_v1', 'social_llm_v2', 'social_llm_v3']",384.0,True,1.0,ukr_rus_suspended,train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58,4/23
453,ibo47lxj,eval_covid19_twitter_nm_to_covid_political_nm_1shot_23_04_2026_00_41_38,finished,covid_political,nm,eval_covid19_twitter_nm_to_covid_political_nm_1shot,state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt,1.0,3.0,12.0,False,0.5239555555555555,,0.5239499222764662,0.6841764272222223,2026-04-23 07:41:39+00:00,1.0,"['new tasks apr 21', 'social_llm_v1', 'social_llm_v2', 'social_llm_v3']",384.0,True,1.0,covid_political,train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58,4/23
454,2hl512f6,eval_covid19_twitter_nm_to_covid_political_pl_0shot_23_04_2026_00_40_55,finished,covid_political,pl,eval_covid19_twitter_nm_to_covid_political_pl_0shot,state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt,0.0,2.0,12.0,True,0.6055333333333334,,0.6065824468085106,0.6490154761111111,2026-04-23 07:40:56+00:00,1.0,"['new tasks apr 21', 'social_llm_v1', 'social_llm_v2', 'social_llm_v3']",384.0,True,0.0,covid_political,train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58,4/23
455,n6gz0282,eval_covid19_twitter_nm_to_ukr_rus_suspended_nm_1shot_23_04_2026_00_40_02,finished,ukr_rus_suspended,nm,eval_covid19_twitter_nm_to_ukr_rus_suspended_nm_1shot,state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt,1.0,3.0,12.0,False,0.5170111111111111,,0.5169843766606106,0.6973771624999999,2026-04-23 07:40:04+00:00,1.0,"['new tasks apr 21', 'social_llm_v1', 'social_llm_v2', 'social_llm_v3']",384.0,True,1.0,ukr_rus_suspended,train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58,4/23
456,j61rzlcj,eval_midterm_pl_to_election2020_nm_0shot_23_04_2026_00_39_31,finished,election2020,nm,eval_midterm_pl_to_election2020_nm_0shot,state/train1_midterm_pl_1p5m_13_04_2026_17_14_38/checkpoint/state_dict_22000.ckpt,0.0,3.0,12.0,True,0.33492222222222223,,0.3241279801402947,0.5015312349074074,2026-04-23 07:39:33+00:00,1.0,"['new tasks apr 21', 'social_llm_v1', 'social_llm_v2', 'social_llm_v3']",384.0,True,0.0,election2020,train1_midterm_pl_1p5m_13_04_2026_17_14_38,4/23
457,gy3nvu1m,eval_covid19_twitter_nm_to_ukr_rus_suspended_pl_0shot_23_04_2026_00_39_12,finished,ukr_rus_suspended,pl,eval_covid19_twitter_nm_to_ukr_rus_suspended_pl_0shot,state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt,0.0,2.0,12.0,True,0.5052833333333333,,0.5000589493540835,0.5103526805555556,2026-04-23 07:39:14+00:00,1.0,"['new tasks apr 21', 'social_llm_v1', 'social_llm_v2', 'social_llm_v3']",384.0,True,0.0,ukr_rus_suspended,train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58,4/23
458,kseodhk3,eval_covid19_twitter_nm_to_covid_political_nm_0shot_23_04_2026_00_38_19,finished,covid_political,nm,eval_covid19_twitter_nm_to_covid_political_nm_0shot,state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt,0.0,3.0,12.0,True,0.33414444444444447,,0.26572553492337053,0.5008147125925926,2026-04-23 07:38:21+00:00,1.0,"['new tasks apr 21', 'social_llm_v1', 'social_llm_v2', 'social_llm_v3']",384.0,True,0.0,covid_political,train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58,4/23
459,57mix868,eval_ukr_rus_twitter_pl_to_covid_political_pl_10shot_23_04_2026_00_37_10,finished,covid_political,pl,eval_ukr_rus_twitter_pl_to_covid_political_pl_10shot,state/train1_ukr_rus_twitter_pl_1p5m_13_04_2026_11_30_52/checkpoint/state_dict_22000.ckpt,10.0,2.0,12.0,False,0.5073333333333333,,0.5072840617395072,0.50800263,2026-04-23 07:37:12+00:00,1.0,"['new tasks apr 21', 'social_llm_v1', 'social_llm_v2', 'social_llm_v3']",384.0,True,10.0,covid_political,train1_ukr_rus_twitter_pl_1p5m_13_04_2026_11_30_52,4/23
460,aigi1nl1,eval_covid19_twitter_nm_to_ukr_rus_suspended_nm_0shot_23_04_2026_00_36_50,finished,ukr_rus_suspended,nm,eval_covid19_twitter_nm_to_ukr_rus_suspended_nm_0shot,state/train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58/checkpoint/state_dict_40000.ckpt,0.0,3.0,12.0,True,0.3348555555555556,,0.27214573541474196,0.499688302962963,2026-04-23 07:36:52+00:00,1.0,"['new tasks apr 21', 'social_llm_v1', 'social_llm_v2', 'social_llm_v3']",384.0,True,0.0,ukr_rus_suspended,train1_covid19_twitter_nm_1p5m_13_04_2026_12_14_58,4/23
461,fyw20j8d,eval_ukr_rus_twitter_pl_to_ukr_rus_suspended_pl_10shot_23_04_2026_00_35_27,finished,ukr_rus_suspended,pl,eval_ukr_rus_twitter_pl_to_ukr_rus_suspended_pl_10shot,state/train1_ukr_rus_twitter_pl_1p5m_13_04_2026_11_30_52/checkpoint/state_dict_22000.ckpt,10.0,2.0,12.0,False,0.50015,,0.5004414091779795,0.4991691233333333,2026-04-23 07:35:28+00:00,1.0,"['new tasks apr 21', 'social_llm_v1', 'social_llm_v2', 'social_llm_v3']",384.0,True,10.0,ukr_rus_suspended,train1_ukr_rus_twitter_pl_1p5m_13_04_2026_11_30_52,4/23
462,nmna6ecg,eval_midterm_lp_to_election2020_pl_10shot_23_04_2026_00_34_20,finished,election2020,pl,eval_midterm_lp_to_election2020_pl_10shot,state/train1_midterm_lp_1p5m_13_04_2026_18_19_00/checkpoint/state_dict_28000.ckpt,10.0,2.0,12.0,False,0.8042,,0.8045583097654301,0.8698103405555555,2026-04-23 07:34:22+00:00,1.0,"['new tasks apr 21', 'social_llm_v1', 'social_llm_v2', 'social_llm_v3']",384.0,True,10.0,election2020,train1_midterm_lp_1p5m_13_04_2026_18_19_00,4/23
463,d9fhamhe,eval_ukr_rus_twitter_pl_to_covid_political_nm_10shot_23_04_2026_00_32_35,finished,covid_political,nm,eval_ukr_rus_twitter_pl_to_covid_political_nm_10shot,state/train1_ukr_rus_twitter_pl_1p5m_13_04_2026_11_30_52/checkpoint/state_dict_22000.ckpt,10.0,3.0,12.0,False,0.3451,,0.34343910595615385,0.5145512521296297,2026-04-23 07:32:36+00:00,1.0,"['new tasks apr 21', 'social_llm_v1', 'social_llm_v2', 'social_llm_v3']",384.0,True,10.0,covid_political,train1_ukr_rus_twitter_pl_1p5m_13_04_2026_11_30_52,4/23
464,ewrnh4ze,eval_ukr_rus_twitter_pl_to_covid_political_pl_1shot_23_04_2026_00_31_49,finished,covid_political,pl,eval_ukr_rus_twitter_pl_to_covid_political_pl_1shot,state/train1_ukr_rus_twitter_pl_1p5m_13_04_2026_11_30_52/checkpoint/state_dict_22000.ckpt,1.0,2.0,12.0,False,0.50195,,0.5024558365661578,0.5023729416666667,2026-04-23 07:31:50+00:00,1.0,"['new tasks apr 21', 'social_llm_v1', 'social_llm_v2', 'social_llm_v3']",384.0,True,1.0,covid_political,train1_ukr_rus_twitter_pl_1p5m_13_04_2026_11_30_52,4/23
465,4pajuk9y,eval_ukr_rus_twitter_pl_to_ukr_rus_suspended_nm_10shot_23_04_2026_00_31_23,finished,ukr_rus_suspended,nm,eval_ukr_rus_twitter_pl_to_ukr_rus_suspended_nm_10shot,state/train1_ukr_rus_twitter_pl_1p5m_13_04_2026_11_30_52/checkpoint/state_dict_22000.ckpt,10.0,3.0,12.0,False,0.3493777777777778,,0.3487711099157253,0.5211481827777779,2026-04-23 07:31:25+00:00,1.0,"['new tasks apr 21', 'social_llm_v1', 'social_llm_v2', 'social_llm_v3']",384.0,True,10.0,ukr_rus_suspended,train1_ukr_rus_twitter_pl_1p5m_13_04_2026_11_30_52,4/23
466,cvydsaak,eval_ukr_rus_twitter_pl_to_ukr_rus_suspended_pl_1shot_23_04_2026_00_30_30,finished,ukr_rus_suspended,pl,eval_ukr_rus_twitter_pl_to_ukr_rus_suspended_pl_1shot,state/train1_ukr_rus_twitter_pl_1p5m_13_04_2026_11_30_52/checkpoint/state_dict_22000.ckpt,1.0,2.0,12.0,False,0.49906666666666666,,0.4997669928766394,0.4980351111111111,2026-04-23 07:30:31+00:00,1.0,"['new tasks apr 21', 'social_llm_v1', 'social_llm_v2', 'social_llm_v3']",384.0,True,1.0,ukr_rus_suspended,train1_ukr_rus_twitter_pl_1p5m_13_04_2026_11_30_52,4/23
467,ghgj1z6m,eval_ukr_rus_twitter_pl_to_covid_political_nm_1shot_23_04_2026_00_29_02,finished,covid_political,nm,eval_ukr_rus_twitter_pl_to_covid_political_nm_1shot,state/train1_ukr_rus_twitter_pl_1p5m_13_04_2026_11_30_52/checkpoint/state_dict_22000.ckpt,1.0,3.0,12.0,False,0.3360222222222222,,0.33474462175677244,0.5032254036111111,2026-04-23 07:29:03+00:00,1.0,"['new tasks apr 21', 'social_llm_v1', 'social_llm_v2', 'social_llm_v3']",384.0,True,1.0,covid_political,train1_ukr_rus_twitter_pl_1p5m_13_04_2026_11_30_52,4/23
468,44z2qj9a,eval_ukr_rus_twitter_pl_to_covid_political_pl_0shot_23_04_2026_00_28_19,finished,covid_political,pl,eval_ukr_rus_twitter_pl_to_covid_political_pl_0shot,state/train1_ukr_rus_twitter_pl_1p5m_13_04_2026_11_30_52/checkpoint/state_dict_22000.ckpt,0.0,2.0,12.0,True,0.5392166666666667,,0.5389938470260626,0.5591580255555555,2026-04-23 07:28:21+00:00,1.0,"['new tasks apr 21', 'social_llm_v1', 'social_llm_v2', 'social_llm_v3']",384.0,True,0.0,covid_political,train1_ukr_rus_twitter_pl_1p5m_13_04_2026_11_30_52,4/23
