order,rung,added,source_count,sources,target,roc_auc,accuracy,f1
B,9,twibot20,9,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm,twibot20",facebook_page_reference,0.8867100102011495,0.5377666666666666,0.5378133169642887
C,1,twibot20,1,twibot20,ukr_rus_twitter,0.5946286987867178,0.08471666666666666,0.08471293891241909
C,1,twibot20,1,twibot20,covid19_twitter,0.7045780706098341,0.16067777777777778,0.16062528223997788
C,1,twibot20,1,twibot20,midterm,0.7059804756226054,0.12552777777777777,0.12548437819571845
C,1,twibot20,1,twibot20,covid_political,0.7511661549010218,0.16832222222222223,0.16831647125068713
C,1,twibot20,1,twibot20,election2020,0.6743609448275861,0.14026666666666668,0.14020775120263468
C,1,twibot20,1,twibot20,ukr_rus_suspended,0.6774289908045977,0.15693333333333334,0.15692013862863538
C,1,twibot20,1,twibot20,twibot20,0.7274558624840358,0.2419111111111111,0.24192245956123742
C,1,twibot20,1,twibot20,cp_hk_twitter,0.6029127449712645,0.09248333333333333,0.09245723925379239
C,1,twibot20,1,twibot20,facebook_page_reference,0.8826025017241379,0.5349833333333334,0.5350120805389729
C,2,midterm,2,"twibot20,midterm",ukr_rus_twitter,0.5950528764846743,0.08482777777777778,0.08481832247015059
C,2,midterm,2,"twibot20,midterm",covid19_twitter,0.7076805647349935,0.1627222222222222,0.16268222676134397
C,2,midterm,2,"twibot20,midterm",midterm,0.7085514285121329,0.12649444444444444,0.12645901044758967
C,2,midterm,2,"twibot20,midterm",covid_political,0.7505269166507025,0.1677,0.16769401758637517
C,2,midterm,2,"twibot20,midterm",election2020,0.6719119103448276,0.139,0.13898347048459933
C,2,midterm,2,"twibot20,midterm",ukr_rus_suspended,0.6747117425287356,0.15053333333333332,0.150561028357888
C,2,midterm,2,"twibot20,midterm",twibot20,0.7281214832535122,0.24177222222222222,0.2418027992541421
C,2,midterm,2,"twibot20,midterm",cp_hk_twitter,0.6050267860632185,0.09153333333333333,0.09147961171078815
C,2,midterm,2,"twibot20,midterm",facebook_page_reference,0.8776717485632184,0.5274666666666666,0.5274790799651764
C,3,covid19_twitter,3,"twibot20,midterm,covid19_twitter",ukr_rus_twitter,0.5952281905810983,0.08543333333333333,0.0854134076372937
C,3,covid19_twitter,3,"twibot20,midterm,covid19_twitter",covid19_twitter,0.7064948933588764,0.16466666666666666,0.16463072439705725
C,3,covid19_twitter,3,"twibot20,midterm,covid19_twitter",midterm,0.7095133657247765,0.12675,0.1267088471811877
C,3,covid19_twitter,3,"twibot20,midterm,covid19_twitter",covid_political,0.7501713785280971,0.1667722222222222,0.16676134244427873
C,3,covid19_twitter,3,"twibot20,midterm,covid19_twitter",election2020,0.673255020689655,0.14086666666666667,0.1408494565908182
C,3,covid19_twitter,3,"twibot20,midterm,covid19_twitter",ukr_rus_suspended,0.6773210551724138,0.1512,0.15122554111242126
C,3,covid19_twitter,3,"twibot20,midterm,covid19_twitter",twibot20,0.7336474283365262,0.24899444444444443,0.2490189204293667
C,3,covid19_twitter,3,"twibot20,midterm,covid19_twitter",cp_hk_twitter,0.609740619683908,0.09098333333333333,0.09093038575368385
C,3,covid19_twitter,3,"twibot20,midterm,covid19_twitter",facebook_page_reference,0.8839245021551724,0.53185,0.5318764242075116
C,4,covid_political,4,"twibot20,midterm,covid19_twitter,covid_political",ukr_rus_twitter,0.5938340179916987,0.08511666666666666,0.08510759639624026
C,4,covid_political,4,"twibot20,midterm,covid19_twitter,covid_political",covid19_twitter,0.7001572734674328,0.1620888888888889,0.16205441652481287
C,4,covid_political,4,"twibot20,midterm,covid19_twitter,covid_political",midterm,0.7081278606800765,0.12669444444444444,0.12666038676106994
C,4,covid_political,4,"twibot20,midterm,covid19_twitter,covid_political",covid_political,0.7494449148786718,0.16602777777777777,0.16602092329541204
C,4,covid_political,4,"twibot20,midterm,covid19_twitter,covid_political",election2020,0.671722096551724,0.13986666666666667,0.1398468299326336
C,4,covid_political,4,"twibot20,midterm,covid19_twitter,covid_political",ukr_rus_suspended,0.6752066643678163,0.1528,0.1527786440693764
C,4,covid_political,4,"twibot20,midterm,covid19_twitter,covid_political",twibot20,0.7294075035280972,0.2432,0.24321116899396972
C,4,covid_political,4,"twibot20,midterm,covid19_twitter,covid_political",cp_hk_twitter,0.6056512691091955,0.0923,0.09225076556638624
C,4,covid_political,4,"twibot20,midterm,covid19_twitter,covid_political",facebook_page_reference,0.8802136268678161,0.5339833333333334,0.5339945995656028
C,5,cp_hk_twitter,5,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter",ukr_rus_twitter,0.5941170825670496,0.0847,0.08469234764923263
C,5,cp_hk_twitter,5,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter",covid19_twitter,0.7001813633939975,0.16224444444444444,0.16220861825928926
C,5,cp_hk_twitter,5,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter",midterm,0.7081115547573434,0.12657222222222222,0.12653364408640544
C,5,cp_hk_twitter,5,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter",covid_political,0.7496548602011494,0.16712777777777776,0.16712238011319905
C,5,cp_hk_twitter,5,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter",election2020,0.672580427586207,0.14166666666666666,0.14164182338931627
C,5,cp_hk_twitter,5,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter",ukr_rus_suspended,0.675435491954023,0.1516,0.1515758883144163
C,5,cp_hk_twitter,5,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter",twibot20,0.7298808863505748,0.24463333333333334,0.24464492696888632
C,5,cp_hk_twitter,5,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter",cp_hk_twitter,0.605652529454023,0.09091666666666667,0.09087966978356178
C,5,cp_hk_twitter,5,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter",facebook_page_reference,0.8802781297413794,0.5344833333333333,0.5345067935126792
C,6,facebook_page_reference,6,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference",ukr_rus_twitter,0.5950688706257984,0.08538333333333334,0.0853697151904016
C,6,facebook_page_reference,6,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference",covid19_twitter,0.7037081438856959,0.16408333333333333,0.16405130089420128
C,6,facebook_page_reference,6,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference",midterm,0.7078212869252876,0.12752222222222223,0.12748841846000883
C,6,facebook_page_reference,6,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference",covid_political,0.7515650397828864,0.1683,0.1682984468913288
C,6,facebook_page_reference,6,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference",election2020,0.6751467839080459,0.14173333333333332,0.1417231698900276
C,6,facebook_page_reference,6,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference",ukr_rus_suspended,0.6789486091954023,0.15593333333333334,0.15595340192605783
C,6,facebook_page_reference,6,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference",twibot20,0.7332859256704981,0.24773333333333333,0.24773723172163603
C,6,facebook_page_reference,6,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference",cp_hk_twitter,0.6091175798850573,0.09261666666666667,0.09258119520885436
C,6,facebook_page_reference,6,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference",facebook_page_reference,0.882584002729885,0.5301,0.5301322392710985
C,7,ukr_rus_twitter,7,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter",ukr_rus_twitter,0.595238166746488,0.085,0.08499426120411128
C,7,ukr_rus_twitter,7,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter",covid19_twitter,0.703253929980843,0.16327777777777777,0.16324531019167607
C,7,ukr_rus_twitter,7,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter",midterm,0.707978383636654,0.12796666666666667,0.1279379821195506
C,7,ukr_rus_twitter,7,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter",covid_political,0.7523322090996168,0.16872222222222222,0.16872294807595137
C,7,ukr_rus_twitter,7,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter",election2020,0.6761690988505747,0.14006666666666667,0.1400370043518622
C,7,ukr_rus_twitter,7,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter",ukr_rus_suspended,0.6763137425287357,0.15333333333333332,0.15334955302001912
C,7,ukr_rus_twitter,7,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter",twibot20,0.7336163262771394,0.2472111111111111,0.2472041073930892
C,7,ukr_rus_twitter,7,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter",cp_hk_twitter,0.6128405091954024,0.09226666666666666,0.09223486467294346
C,7,ukr_rus_twitter,7,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter",facebook_page_reference,0.8805568002873564,0.5286333333333333,0.5286447098345536
C,8,election2020,8,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020",ukr_rus_twitter,0.5965087518358876,0.08487777777777777,0.08485879562439165
C,8,election2020,8,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020",covid19_twitter,0.7032240356162196,0.1643388888888889,0.16429638045608289
C,8,election2020,8,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020",midterm,0.7088280800925926,0.12861666666666666,0.128585473585166
C,8,election2020,8,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020",covid_political,0.7531881008141761,0.1695222222222222,0.16952279191040648
C,8,election2020,8,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020",election2020,0.6787736206896552,0.14213333333333333,0.1421145398838714
C,8,election2020,8,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020",ukr_rus_suspended,0.6765236850574713,0.15406666666666666,0.15411042804532282
C,8,election2020,8,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020",twibot20,0.7365569499521073,0.24929444444444446,0.24928760295078928
C,8,election2020,8,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020",cp_hk_twitter,0.6182211080459771,0.09248333333333333,0.0924443717372175
C,8,election2020,8,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020",facebook_page_reference,0.8818904995689655,0.5264333333333333,0.5264494803229465
C,9,ukr_rus_suspended,9,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020,ukr_rus_suspended",ukr_rus_twitter,0.5962276619572157,0.08636111111111111,0.08634682480197359
C,9,ukr_rus_suspended,9,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020,ukr_rus_suspended",covid19_twitter,0.710338960105364,0.1682722222222222,0.16823411346548325
C,9,ukr_rus_suspended,9,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020,ukr_rus_suspended",midterm,0.7111436503033207,0.12960555555555556,0.12957295379128211
C,9,ukr_rus_suspended,9,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020,ukr_rus_suspended",covid_political,0.7531621677203065,0.17037777777777777,0.17037788595679731
C,9,ukr_rus_suspended,9,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020,ukr_rus_suspended",election2020,0.6766698689655172,0.142,0.1420424767226554
C,9,ukr_rus_suspended,9,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020,ukr_rus_suspended",ukr_rus_suspended,0.6814622574712642,0.1584,0.1584276558039792
C,9,ukr_rus_suspended,9,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020,ukr_rus_suspended",twibot20,0.7379675553160921,0.25360555555555553,0.2536160250258496
C,9,ukr_rus_suspended,9,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020,ukr_rus_suspended",cp_hk_twitter,0.6093235938218391,0.09246666666666667,0.0924306519839334
C,9,ukr_rus_suspended,9,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020,ukr_rus_suspended",facebook_page_reference,0.8895695084770114,0.5413833333333333,0.5414164886798297
