arm,training_seed,model_id,sources,checkpoint_step,checkpoint,checkpoint_sha256,training_revision,dataset,episodes,queries,episode_fingerprint,roc_auc,accuracy,f1,task,cross_graph_prob,emb_dim
mix_p010,0,paper_mech_mix_p010_step4000_s0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_4000.ckpt,61e852fc55adcd0de277d8fbb909fb020c43b29b4a0c7921919064bde6bac2d3,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,facebook_page_reference,128,1024,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,0.7619781494140625,0.6806640625,0.677832512315271,classification,0.1,256
mix_p010,0,paper_mech_mix_p010_step4000_s0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_4000.ckpt,61e852fc55adcd0de277d8fbb909fb020c43b29b4a0c7921919064bde6bac2d3,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,twibot20,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.6384593115912544,0.5947265625,0.5854145854145855,classification,0.1,256
mix_p010,0,paper_mech_mix_p010_step4000_s0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_4000.ckpt,61e852fc55adcd0de277d8fbb909fb020c43b29b4a0c7921919064bde6bac2d3,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,ukr_rus_suspended,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.51025390625,0.4921875,0.5,classification,0.1,256
mix_p010,1,paper_mech_mix_p010_step4000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_4000.ckpt,d046f4386afa1c1f7c4c0e80d1fb52e38dd3964bf03cd76ae4f6e0267b959675,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,covid_political,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9148350468388312,0.8561197916666666,0.7527964205816555,classification,0.1,256
mix_p010,1,paper_mech_mix_p010_step4000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_4000.ckpt,d046f4386afa1c1f7c4c0e80d1fb52e38dd3964bf03cd76ae4f6e0267b959675,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,election2020,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.985595703125,0.98046875,0.9808429118773946,classification,0.1,256
mix_p010,1,paper_mech_mix_p010_step4000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_4000.ckpt,d046f4386afa1c1f7c4c0e80d1fb52e38dd3964bf03cd76ae4f6e0267b959675,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,facebook_page_reference,128,1024,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,0.7748031616210938,0.7236328125,0.718407960199005,classification,0.1,256
mix_p010,1,paper_mech_mix_p010_step4000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_4000.ckpt,d046f4386afa1c1f7c4c0e80d1fb52e38dd3964bf03cd76ae4f6e0267b959675,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,twibot20,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.6321205563015408,0.5966796875,0.5801423246357167,classification,0.1,256
mix_p010,1,paper_mech_mix_p010_step4000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_4000.ckpt,d046f4386afa1c1f7c4c0e80d1fb52e38dd3964bf03cd76ae4f6e0267b959675,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,ukr_rus_suspended,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.50836181640625,0.5234375,0.5481481481481482,classification,0.1,256
mix_p010,2,paper_mech_mix_p010_step4000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_4000.ckpt,246196c2ce65bc1978cc0f9922a5ccd1594a9c2ca075fcb2e82fcc592a0d1399,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,covid_political,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.903837415907118,0.8824869791666666,0.782922429344558,classification,0.1,256
mix_p010,2,paper_mech_mix_p010_step4000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_4000.ckpt,246196c2ce65bc1978cc0f9922a5ccd1594a9c2ca075fcb2e82fcc592a0d1399,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,election2020,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.9886474609375,0.98046875,0.9808429118773946,classification,0.1,256
mix_p010,2,paper_mech_mix_p010_step4000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_4000.ckpt,246196c2ce65bc1978cc0f9922a5ccd1594a9c2ca075fcb2e82fcc592a0d1399,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,facebook_page_reference,128,1024,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,0.7945938110351562,0.7216796875,0.7197640117994101,classification,0.1,256
mix_p010,2,paper_mech_mix_p010_step4000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_4000.ckpt,246196c2ce65bc1978cc0f9922a5ccd1594a9c2ca075fcb2e82fcc592a0d1399,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,twibot20,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.6400004492865669,0.595703125,0.6042065009560229,classification,0.1,256
mix_p010,2,paper_mech_mix_p010_step4000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",4000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_4000.ckpt,246196c2ce65bc1978cc0f9922a5ccd1594a9c2ca075fcb2e82fcc592a0d1399,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,ukr_rus_suspended,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.50140380859375,0.4921875,0.4961240310077519,classification,0.1,256
mix_p010,0,paper_mech_mix_p010_step6000_s0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_6000.ckpt,0cc9322942cf256f4fc2345effd7070b5b067ea6128ba2d68f95bcd92bb8b25b,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,covid_political,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.8982888680917246,0.859375,0.7485448195576252,classification,0.1,256
mix_p010,0,paper_mech_mix_p010_step6000_s0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_6000.ckpt,0cc9322942cf256f4fc2345effd7070b5b067ea6128ba2d68f95bcd92bb8b25b,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,election2020,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.99029541015625,0.984375,0.9846153846153848,classification,0.1,256
mix_p010,0,paper_mech_mix_p010_step6000_s0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_6000.ckpt,0cc9322942cf256f4fc2345effd7070b5b067ea6128ba2d68f95bcd92bb8b25b,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,facebook_page_reference,128,1024,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,0.7552223205566406,0.685546875,0.679920477137177,classification,0.1,256
mix_p010,0,paper_mech_mix_p010_step6000_s0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_6000.ckpt,0cc9322942cf256f4fc2345effd7070b5b067ea6128ba2d68f95bcd92bb8b25b,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,twibot20,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.6327465905083551,0.5983072916666666,0.5897606382978723,classification,0.1,256
mix_p010,0,paper_mech_mix_p010_step6000_s0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_6000.ckpt,0cc9322942cf256f4fc2345effd7070b5b067ea6128ba2d68f95bcd92bb8b25b,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,ukr_rus_suspended,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.519287109375,0.51171875,0.5318352059925093,classification,0.1,256
mix_p010,1,paper_mech_mix_p010_step6000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_6000.ckpt,c21d65a01072b5ed3e818d090491fcb7106b57b5d9d412f794f6422d3b02b268,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,covid_political,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9078569765444154,0.8479817708333334,0.739542665923034,classification,0.1,256
mix_p010,1,paper_mech_mix_p010_step6000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_6000.ckpt,c21d65a01072b5ed3e818d090491fcb7106b57b5d9d412f794f6422d3b02b268,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,election2020,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.9853515625,0.984375,0.9846153846153848,classification,0.1,256
mix_p010,1,paper_mech_mix_p010_step6000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_6000.ckpt,c21d65a01072b5ed3e818d090491fcb7106b57b5d9d412f794f6422d3b02b268,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,facebook_page_reference,128,1024,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,0.7614021301269531,0.6982421875,0.6943620178041543,classification,0.1,256
mix_p010,1,paper_mech_mix_p010_step6000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_6000.ckpt,c21d65a01072b5ed3e818d090491fcb7106b57b5d9d412f794f6422d3b02b268,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,twibot20,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.6236358218722873,0.5911458333333334,0.5779569892473119,classification,0.1,256
mix_p010,1,paper_mech_mix_p010_step6000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_6000.ckpt,c21d65a01072b5ed3e818d090491fcb7106b57b5d9d412f794f6422d3b02b268,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,ukr_rus_suspended,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.5133056640625,0.5078125,0.5333333333333333,classification,0.1,256
mix_p010,2,paper_mech_mix_p010_step6000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_6000.ckpt,985f1c552cf6dc52bea1c82031136a1d0e6acb04329de6d46f91d762317183d9,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,covid_political,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.8982397008825231,0.8616536458333334,0.7480735032602253,classification,0.1,256
mix_p010,2,paper_mech_mix_p010_step6000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_6000.ckpt,985f1c552cf6dc52bea1c82031136a1d0e6acb04329de6d46f91d762317183d9,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,election2020,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.98980712890625,0.984375,0.9846153846153848,classification,0.1,256
mix_p010,2,paper_mech_mix_p010_step6000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_6000.ckpt,985f1c552cf6dc52bea1c82031136a1d0e6acb04329de6d46f91d762317183d9,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,facebook_page_reference,128,1024,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,0.7643775939941406,0.7041015625,0.7066795740561471,classification,0.1,256
mix_p010,2,paper_mech_mix_p010_step6000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_6000.ckpt,985f1c552cf6dc52bea1c82031136a1d0e6acb04329de6d46f91d762317183d9,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,twibot20,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.6481355031331381,0.6038411458333334,0.6044848878778031,classification,0.1,256
mix_p010,2,paper_mech_mix_p010_step6000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",6000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_6000.ckpt,985f1c552cf6dc52bea1c82031136a1d0e6acb04329de6d46f91d762317183d9,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,ukr_rus_suspended,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.49578857421875,0.5,0.5114503816793893,classification,0.1,256
mix_p010,0,paper_mech_mix_p010_step8000_s0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",8000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_8000.ckpt,d30a4668cba5148946c57bfa9dd94462650b3d10c64388d7d68a72735e89c050,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,covid_political,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.8983965273256654,0.8333333333333334,0.7152391546162402,classification,0.1,256
mix_p010,0,paper_mech_mix_p010_step8000_s0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",8000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_8000.ckpt,d30a4668cba5148946c57bfa9dd94462650b3d10c64388d7d68a72735e89c050,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,election2020,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.985107421875,0.984375,0.9846153846153848,classification,0.1,256
mix_p010,0,paper_mech_mix_p010_step8000_s0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",8000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_8000.ckpt,d30a4668cba5148946c57bfa9dd94462650b3d10c64388d7d68a72735e89c050,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,facebook_page_reference,128,1024,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,0.77606201171875,0.6953125,0.6923076923076923,classification,0.1,256
mix_p010,0,paper_mech_mix_p010_step8000_s0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",8000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_8000.ckpt,d30a4668cba5148946c57bfa9dd94462650b3d10c64388d7d68a72735e89c050,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,twibot20,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.6558583577473958,0.6119791666666666,0.6109660574412533,classification,0.1,256
mix_p010,0,paper_mech_mix_p010_step8000_s0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",8000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_8000.ckpt,d30a4668cba5148946c57bfa9dd94462650b3d10c64388d7d68a72735e89c050,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,ukr_rus_suspended,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.4932861328125,0.5,0.492063492063492,classification,0.1,256
mix_p010,1,paper_mech_mix_p010_step8000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",8000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_8000.ckpt,ce987a015754c819da177c5a82a777b329600959d3a4e66182a4dd28395ba028,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,covid_political,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9111237702546297,0.8639322916666666,0.7592165898617511,classification,0.1,256
mix_p010,1,paper_mech_mix_p010_step8000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",8000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_8000.ckpt,ce987a015754c819da177c5a82a777b329600959d3a4e66182a4dd28395ba028,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,election2020,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.987060546875,0.984375,0.9846153846153848,classification,0.1,256
mix_p010,1,paper_mech_mix_p010_step8000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",8000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_8000.ckpt,ce987a015754c819da177c5a82a777b329600959d3a4e66182a4dd28395ba028,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,facebook_page_reference,128,1024,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,0.7616462707519531,0.69140625,0.6858846918489065,classification,0.1,256
mix_p010,1,paper_mech_mix_p010_step8000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",8000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_8000.ckpt,ce987a015754c819da177c5a82a777b329600959d3a4e66182a4dd28395ba028,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,twibot20,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.6232352786593967,0.5843098958333334,0.5739072405739073,classification,0.1,256
mix_p010,1,paper_mech_mix_p010_step8000_s1,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",8000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_8000.ckpt,ce987a015754c819da177c5a82a777b329600959d3a4e66182a4dd28395ba028,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,ukr_rus_suspended,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.49652099609375,0.51171875,0.5353159851301115,classification,0.1,256
mix_p010,2,paper_mech_mix_p010_step8000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",8000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_8000.ckpt,e5bca2ff13e0ba3c1661de4de9d0f5664b50f2c53db9a7eb53277b5d74fd6409,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,covid_political,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9298929285120082,0.908203125,0.8226415094339623,classification,0.1,256
mix_p010,2,paper_mech_mix_p010_step8000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",8000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_8000.ckpt,e5bca2ff13e0ba3c1661de4de9d0f5664b50f2c53db9a7eb53277b5d74fd6409,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,election2020,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.988037109375,0.98046875,0.9808429118773946,classification,0.1,256
mix_p010,2,paper_mech_mix_p010_step8000_s2,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",8000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_8000.ckpt,e5bca2ff13e0ba3c1661de4de9d0f5664b50f2c53db9a7eb53277b5d74fd6409,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,facebook_page_reference,128,1024,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,0.7779922485351562,0.7099609375,0.7119301648884578,classification,0.1,256
