pretraining_objective	evaluation_task	composition_type	run_id	mixture_size	sources	source_a	source_b	excluded_source	target	auc	comparison_singleton_auc	delta_vs_comparison_singleton	checkpoint_step	best_validation_loss	training_elapsed_seconds
lp	classification	pair	pair_midterm__twibot20	2	midterm,twibot20	midterm	twibot20		twibot20	0.5907060376958729	0.5949925953299472	-0.004286557634074262	3500	0.6672194078564644	371.7593734440161
lp	classification	pair	pair_midterm__twibot20	2	midterm,twibot20	midterm	twibot20		ukr_rus_suspended	0.5308203511353111	0.53236778756013	-0.0015474364248189154	3500	0.6672194078564644	371.7593734440161
lp	classification	pair	pair_midterm__cp_hk_twitter	2	midterm,cp_hk_twitter	midterm	cp_hk_twitter		covid_political	0.9225748412343722	0.9244817243438279	-0.0019068831094557481	4000	0.6655182763934135	231.11615968000842
lp	classification	pair	pair_midterm__cp_hk_twitter	2	midterm,cp_hk_twitter	midterm	cp_hk_twitter		election2020	0.9803969319497693	0.9810867650556823	-0.0006898331059129736	4000	0.6655182763934135	231.11615968000842
lp	classification	pair	pair_midterm__cp_hk_twitter	2	midterm,cp_hk_twitter	midterm	cp_hk_twitter		facebook_page_reference	0.8145259614765373	0.8146844121555451	-0.0001584506790077711	4000	0.6655182763934135	231.11615968000842
lp	classification	pair	pair_midterm__cp_hk_twitter	2	midterm,cp_hk_twitter	midterm	cp_hk_twitter		twibot20	0.632363984133851	0.6608597576981772	-0.0284957735643262	4000	0.6655182763934135	231.11615968000842
lp	classification	pair	pair_midterm__cp_hk_twitter	2	midterm,cp_hk_twitter	midterm	cp_hk_twitter		ukr_rus_suspended	0.5284389368632663	0.5268917546727102	0.0015471821905560512	4000	0.6655182763934135	231.11615968000842
lp	classification	pair	pair_midterm__facebook_page_reference	2	midterm,facebook_page_reference	midterm	facebook_page_reference		covid_political	0.9230937528732153	0.9244817243438279	-0.0013879714706126478	4000	0.6641573652625083	260.09977825701935
lp	classification	pair	pair_midterm__facebook_page_reference	2	midterm,facebook_page_reference	midterm	facebook_page_reference		election2020	0.9819035972886953	0.9810867650556823	0.0008168322330129874	4000	0.6641573652625083	260.09977825701935
lp	classification	pair	pair_midterm__facebook_page_reference	2	midterm,facebook_page_reference	midterm	facebook_page_reference		facebook_page_reference	0.7742575942042891	0.8146844121555451	-0.04042681795125602	4000	0.6641573652625083	260.09977825701935
lp	classification	pair	pair_midterm__facebook_page_reference	2	midterm,facebook_page_reference	midterm	facebook_page_reference		twibot20	0.6033705432288816	0.6117983916277895	-0.008427848398907867	4000	0.6641573652625083	260.09977825701935
lp	classification	pair	pair_midterm__facebook_page_reference	2	midterm,facebook_page_reference	midterm	facebook_page_reference		ukr_rus_suspended	0.521853777074837	0.5268917546727102	-0.005037977597873167	4000	0.6641573652625083	260.09977825701935
lp	classification	pair	pair_covid_political__election2020	2	covid_political,election2020	covid_political	election2020		covid_political	0.8744467477339773	0.9045243657503319	-0.030077618016354557	3500	0.6638680294156074	350.48531528702006
lp	classification	pair	pair_covid_political__election2020	2	covid_political,election2020	covid_political	election2020		election2020	0.9714516189767868	0.9802512966826327	-0.008799677705845887	3500	0.6638680294156074	350.48531528702006
lp	classification	pair	pair_covid_political__election2020	2	covid_political,election2020	covid_political	election2020		facebook_page_reference	0.7828594391722437	0.7844526624881774	-0.0015932233159337006	3500	0.6638680294156074	350.48531528702006
lp	classification	pair	pair_covid_political__election2020	2	covid_political,election2020	covid_political	election2020		twibot20	0.6779837423822133	0.663361340134341	0.014622402247872257	3500	0.6638680294156074	350.48531528702006
lp	classification	pair	pair_covid_political__election2020	2	covid_political,election2020	covid_political	election2020		ukr_rus_suspended	0.5153965042006188	0.5232361092638722	-0.00783960506325343	3500	0.6638680294156074	350.48531528702006
lp	classification	pair	pair_covid_political__ukr_rus_suspended	2	covid_political,ukr_rus_suspended	covid_political	ukr_rus_suspended		covid_political	0.9030158182494207	0.9045243657503319	-0.0015085475009112281	3250	0.668144628405571	212.55495566601167
lp	classification	pair	pair_covid_political__ukr_rus_suspended	2	covid_political,ukr_rus_suspended	covid_political	ukr_rus_suspended		election2020	0.9810308236832744	0.9802512966826327	0.0007795270006417665	3250	0.668144628405571	212.55495566601167
lp	classification	pair	pair_covid_political__ukr_rus_suspended	2	covid_political,ukr_rus_suspended	covid_political	ukr_rus_suspended		facebook_page_reference	0.7961330465358246	0.791749097966609	0.0043839485692156455	3250	0.668144628405571	212.55495566601167
lp	classification	pair	pair_covid_political__ukr_rus_suspended	2	covid_political,ukr_rus_suspended	covid_political	ukr_rus_suspended		twibot20	0.6416792530209212	0.663361340134341	-0.02168208711341979	3250	0.668144628405571	212.55495566601167
lp	classification	pair	pair_covid_political__ukr_rus_suspended	2	covid_political,ukr_rus_suspended	covid_political	ukr_rus_suspended		ukr_rus_suspended	0.5207158991750267	0.5232361092638722	-0.0025202100888455092	3250	0.668144628405571	212.55495566601167
lp	classification	pair	pair_covid_political__twibot20	2	covid_political,twibot20	covid_political	twibot20		covid_political	0.9082917758216423	0.9219755169980334	-0.01368374117639104	4250	0.6545393019914627	370.71970227599377
lp	classification	pair	pair_covid_political__twibot20	2	covid_political,twibot20	covid_political	twibot20		election2020	0.9814209204217889	0.982391265782681	-0.0009703453608921331	4250	0.6545393019914627	370.71970227599377
lp	classification	pair	pair_covid_political__twibot20	2	covid_political,twibot20	covid_political	twibot20		facebook_page_reference	0.8035303452970176	0.8037955876776777	-0.0002652423806600579	4250	0.6545393019914627	370.71970227599377
lp	classification	pair	pair_covid_political__twibot20	2	covid_political,twibot20	covid_political	twibot20		twibot20	0.5926242553709848	0.663361340134341	-0.07073708476335616	4250	0.6545393019914627	370.71970227599377
lp	classification	pair	pair_covid_political__twibot20	2	covid_political,twibot20	covid_political	twibot20		ukr_rus_suspended	0.5237634632119295	0.53236778756013	-0.008604324348200576	4250	0.6545393019914627	370.71970227599377
lp	classification	pair	pair_covid_political__cp_hk_twitter	2	covid_political,cp_hk_twitter	covid_political	cp_hk_twitter		covid_political	0.9016583521006101	0.9045243657503319	-0.0028660136497218325	3000	0.6548558473587036	197.79273456300143
lp	classification	pair	pair_covid_political__cp_hk_twitter	2	covid_political,cp_hk_twitter	covid_political	cp_hk_twitter		election2020	0.9807477405028988	0.9802512966826327	0.0004964438202661459	3000	0.6548558473587036	197.79273456300143
lp	classification	pair	pair_covid_political__cp_hk_twitter	2	covid_political,cp_hk_twitter	covid_political	cp_hk_twitter		facebook_page_reference	0.8000333452431801	0.8003954841867599	-0.0003621389435797262	3000	0.6548558473587036	197.79273456300143
lp	classification	pair	pair_covid_political__cp_hk_twitter	2	covid_political,cp_hk_twitter	covid_political	cp_hk_twitter		twibot20	0.6668497805642961	0.663361340134341	0.0034884404299551086	3000	0.6548558473587036	197.79273456300143
lp	classification	pair	pair_covid_political__cp_hk_twitter	2	covid_political,cp_hk_twitter	covid_political	cp_hk_twitter		ukr_rus_suspended	0.5238877502977028	0.5232361092638722	0.0006516410338306411	3000	0.6548558473587036	197.79273456300143
lp	classification	pair	pair_covid_political__facebook_page_reference	2	covid_political,facebook_page_reference	covid_political	facebook_page_reference		covid_political	0.9101282826223364	0.9045243657503319	0.005603916872004455	4250	0.6554757639765739	166.63219240499893
lp	classification	pair	pair_covid_political__facebook_page_reference	2	covid_political,facebook_page_reference	covid_political	facebook_page_reference		election2020	0.9812947089192321	0.9802512966826327	0.001043412236599428	4250	0.6554757639765739	166.63219240499893
lp	classification	pair	pair_covid_political__facebook_page_reference	2	covid_political,facebook_page_reference	covid_political	facebook_page_reference		facebook_page_reference	0.7763953514379353	0.7844526624881774	-0.0080573110502421	4250	0.6554757639765739	166.63219240499893
lp	classification	pair	pair_covid_political__facebook_page_reference	2	covid_political,facebook_page_reference	covid_political	facebook_page_reference		twibot20	0.6643654132190321	0.663361340134341	0.0010040730846910817	4250	0.6554757639765739	166.63219240499893
lp	classification	pair	pair_covid_political__facebook_page_reference	2	covid_political,facebook_page_reference	covid_political	facebook_page_reference		ukr_rus_suspended	0.5255432111826692	0.5232361092638722	0.0023071019187970165	4250	0.6554757639765739	166.63219240499893
lp	classification	pair	pair_election2020__ukr_rus_suspended	2	election2020,ukr_rus_suspended	election2020	ukr_rus_suspended		covid_political	0.8372199842804092	0.8846049337270895	-0.04738494944668026	3250	0.6751411408185959	392.2670540979598
lp	classification	pair	pair_election2020__ukr_rus_suspended	2	election2020,ukr_rus_suspended	election2020	ukr_rus_suspended		election2020	0.9709930790223122	0.9693388668598826	0.001654212162429669	3250	0.6751411408185959	392.2670540979598
lp	classification	pair	pair_election2020__ukr_rus_suspended	2	election2020,ukr_rus_suspended	election2020	ukr_rus_suspended		facebook_page_reference	0.778055750169237	0.791749097966609	-0.013693347797371969	3250	0.6751411408185959	392.2670540979598
lp	classification	pair	pair_election2020__ukr_rus_suspended	2	election2020,ukr_rus_suspended	election2020	ukr_rus_suspended		twibot20	0.6241636686382308	0.6488909075909332	-0.024727238952702346	3250	0.6751411408185959	392.2670540979598
lp	classification	pair	pair_election2020__ukr_rus_suspended	2	election2020,ukr_rus_suspended	election2020	ukr_rus_suspended		ukr_rus_suspended	0.5220539180102123	0.5215077989990242	0.000546119011188062	3250	0.6751411408185959	392.2670540979598
lp	classification	pair	pair_election2020__twibot20	2	election2020,twibot20	election2020	twibot20		covid_political	0.8109091805639977	0.9219755169980334	-0.11106633643403563	4000	0.6627451300621032	622.342936503992
lp	classification	pair	pair_election2020__twibot20	2	election2020,twibot20	election2020	twibot20		election2020	0.9706382674110545	0.982391265782681	-0.011752998371626466	4000	0.6627451300621032	622.342936503992
lp	classification	pair	pair_election2020__twibot20	2	election2020,twibot20	election2020	twibot20		facebook_page_reference	0.7944779191163434	0.8037955876776777	-0.009317668561334314	4000	0.6627451300621032	622.342936503992
lp	classification	pair	pair_election2020__twibot20	2	election2020,twibot20	election2020	twibot20		twibot20	0.576811249294203	0.6488909075909332	-0.07207965829673013	4000	0.6627451300621032	622.342936503992
lp	classification	pair	pair_election2020__twibot20	2	election2020,twibot20	election2020	twibot20		ukr_rus_suspended	0.5301433594054925	0.53236778756013	-0.0022244281546375255	4000	0.6627451300621032	622.342936503992
lp	classification	pair	pair_election2020__cp_hk_twitter	2	election2020,cp_hk_twitter	election2020	cp_hk_twitter		covid_political	0.7665605744519263	0.8716532319309402	-0.10509265747901397	4000	0.6609424561262132	487.7758777740528
lp	classification	pair	pair_election2020__cp_hk_twitter	2	election2020,cp_hk_twitter	election2020	cp_hk_twitter		election2020	0.9676286519433127	0.966387982402749	0.001240669540563677	4000	0.6609424561262132	487.7758777740528
lp	classification	pair	pair_election2020__cp_hk_twitter	2	election2020,cp_hk_twitter	election2020	cp_hk_twitter		facebook_page_reference	0.7916502105817099	0.8003954841867599	-0.008745273605049952	4000	0.6609424561262132	487.7758777740528
lp	classification	pair	pair_election2020__cp_hk_twitter	2	election2020,cp_hk_twitter	election2020	cp_hk_twitter		twibot20	0.6774314491154627	0.6608597576981772	0.01657169141728554	4000	0.6609424561262132	487.7758777740528
lp	classification	pair	pair_election2020__cp_hk_twitter	2	election2020,cp_hk_twitter	election2020	cp_hk_twitter		ukr_rus_suspended	0.5318968980764297	0.5150915653275271	0.016805332748902613	4000	0.6609424561262132	487.7758777740528
lp	classification	pair	pair_election2020__facebook_page_reference	2	election2020,facebook_page_reference	election2020	facebook_page_reference		covid_political	0.8450292561428658	0.896615630532612	-0.051586374389746115	4000	0.6626001387834548	398.40151509898715
lp	classification	pair	pair_election2020__facebook_page_reference	2	election2020,facebook_page_reference	election2020	facebook_page_reference		election2020	0.9716659937075067	0.966387982402749	0.00527801130475769	4000	0.6626001387834548	398.40151509898715
lp	classification	pair	pair_election2020__facebook_page_reference	2	election2020,facebook_page_reference	election2020	facebook_page_reference		facebook_page_reference	0.7835951898724319	0.7761974667338939	0.007397723138538037	4000	0.6626001387834548	398.40151509898715
lp	classification	pair	pair_election2020__facebook_page_reference	2	election2020,facebook_page_reference	election2020	facebook_page_reference		twibot20	0.6394790800732328	0.6488909075909332	-0.00941182751770031	4000	0.6626001387834548	398.40151509898715
lp	classification	pair	pair_election2020__facebook_page_reference	2	election2020,facebook_page_reference	election2020	facebook_page_reference		ukr_rus_suspended	0.5217180661816376	0.5177015001586351	0.004016566023002488	4000	0.6626001387834548	398.40151509898715
lp	classification	pair	pair_ukr_rus_suspended__twibot20	2	ukr_rus_suspended,twibot20	ukr_rus_suspended	twibot20		covid_political	0.929134150823213	0.9219755169980334	0.007158633825179672	4250	0.6693971708416939	438.4930969190318
lp	classification	pair	pair_ukr_rus_suspended__twibot20	2	ukr_rus_suspended,twibot20	ukr_rus_suspended	twibot20		election2020	0.9830746418534222	0.982391265782681	0.000683376070741204	4250	0.6693971708416939	438.4930969190318
lp	classification	pair	pair_ukr_rus_suspended__twibot20	2	ukr_rus_suspended,twibot20	ukr_rus_suspended	twibot20		facebook_page_reference	0.8018280936432672	0.8037955876776777	-0.001967494034410433	4250	0.6693971708416939	438.4930969190318
lp	classification	pair	pair_ukr_rus_suspended__twibot20	2	ukr_rus_suspended,twibot20	ukr_rus_suspended	twibot20		twibot20	0.5958483772726719	0.5978579047204622	-0.0020095274477902603	4250	0.6693971708416939	438.4930969190318
lp	classification	pair	pair_ukr_rus_suspended__twibot20	2	ukr_rus_suspended,twibot20	ukr_rus_suspended	twibot20		ukr_rus_suspended	0.5235676603498008	0.53236778756013	-0.00880012721032919	4250	0.6693971708416939	438.4930969190318
lp	classification	pair	pair_ukr_rus_suspended__cp_hk_twitter	2	ukr_rus_suspended,cp_hk_twitter	ukr_rus_suspended	cp_hk_twitter		covid_political	0.8773329144708119	0.8846049337270895	-0.007272019256277629	2500	0.6699705556035042	187.05667680001352
lp	classification	pair	pair_ukr_rus_suspended__cp_hk_twitter	2	ukr_rus_suspended,cp_hk_twitter	ukr_rus_suspended	cp_hk_twitter		election2020	0.9481880455083387	0.9693388668598826	-0.02115082135154389	2500	0.6699705556035042	187.05667680001352
lp	classification	pair	pair_ukr_rus_suspended__cp_hk_twitter	2	ukr_rus_suspended,cp_hk_twitter	ukr_rus_suspended	cp_hk_twitter		facebook_page_reference	0.8052050383697542	0.8003954841867599	0.004809554182994336	2500	0.6699705556035042	187.05667680001352
lp	classification	pair	pair_ukr_rus_suspended__cp_hk_twitter	2	ukr_rus_suspended,cp_hk_twitter	ukr_rus_suspended	cp_hk_twitter		twibot20	0.6157492840688612	0.6608597576981772	-0.04511047362931597	2500	0.6699705556035042	187.05667680001352
lp	classification	pair	pair_ukr_rus_suspended__cp_hk_twitter	2	ukr_rus_suspended,cp_hk_twitter	ukr_rus_suspended	cp_hk_twitter		ukr_rus_suspended	0.5157875454604491	0.5215077989990242	-0.005720253538575082	2500	0.6699705556035042	187.05667680001352
lp	classification	pair	pair_ukr_rus_suspended__facebook_page_reference	2	ukr_rus_suspended,facebook_page_reference	ukr_rus_suspended	facebook_page_reference		covid_political	0.8966112734377022	0.896615630532612	-0.000004357094909757109	3750	0.6695391863584519	219.03195063601015
lp	classification	pair	pair_ukr_rus_suspended__facebook_page_reference	2	ukr_rus_suspended,facebook_page_reference	ukr_rus_suspended	facebook_page_reference		election2020	0.9691775485601545	0.9693388668598826	-0.00016131829972809708	3750	0.6695391863584519	219.03195063601015
lp	classification	pair	pair_ukr_rus_suspended__facebook_page_reference	2	ukr_rus_suspended,facebook_page_reference	ukr_rus_suspended	facebook_page_reference		facebook_page_reference	0.7731954838106315	0.791749097966609	-0.01855361415597745	3750	0.6695391863584519	219.03195063601015
lp	classification	pair	pair_ukr_rus_suspended__facebook_page_reference	2	ukr_rus_suspended,facebook_page_reference	ukr_rus_suspended	facebook_page_reference		twibot20	0.6172233116873921	0.6117983916277895	0.0054249200596026	3750	0.6695391863584519	219.03195063601015
lp	classification	pair	pair_ukr_rus_suspended__facebook_page_reference	2	ukr_rus_suspended,facebook_page_reference	ukr_rus_suspended	facebook_page_reference		ukr_rus_suspended	0.5132107260902616	0.5215077989990242	-0.008297072908762582	3750	0.6695391863584519	219.03195063601015
lp	classification	pair	pair_twibot20__cp_hk_twitter	2	twibot20,cp_hk_twitter	twibot20	cp_hk_twitter		covid_political	0.9300261641721541	0.9219755169980334	0.00805064717412074	4500	0.6552926540374756	464.2641141010099
lp	classification	pair	pair_twibot20__cp_hk_twitter	2	twibot20,cp_hk_twitter	twibot20	cp_hk_twitter		election2020	0.9829671207652759	0.982391265782681	0.0005758549825949366	4500	0.6552926540374756	464.2641141010099
lp	classification	pair	pair_twibot20__cp_hk_twitter	2	twibot20,cp_hk_twitter	twibot20	cp_hk_twitter		facebook_page_reference	0.8039574071318322	0.8037955876776777	0.00016181945415449928	4500	0.6552926540374756	464.2641141010099
lp	classification	pair	pair_twibot20__cp_hk_twitter	2	twibot20,cp_hk_twitter	twibot20	cp_hk_twitter		twibot20	0.6039118880467743	0.6608597576981772	-0.05694786965140286	4500	0.6552926540374756	464.2641141010099
lp	classification	pair	pair_twibot20__cp_hk_twitter	2	twibot20,cp_hk_twitter	twibot20	cp_hk_twitter		ukr_rus_suspended	0.5298024660149387	0.53236778756013	-0.0025653215451912903	4500	0.6552926540374756	464.2641141010099
lp	classification	pair	pair_twibot20__facebook_page_reference	2	twibot20,facebook_page_reference	twibot20	facebook_page_reference		covid_political	0.9268212153646074	0.9219755169980334	0.004845698366574003	5500	0.6547455474734306	537.1927553169662
lp	classification	pair	pair_twibot20__facebook_page_reference	2	twibot20,facebook_page_reference	twibot20	facebook_page_reference		election2020	0.9833711889552372	0.982391265782681	0.0009799231725562407	5500	0.6547455474734306	537.1927553169662
lp	classification	pair	pair_twibot20__facebook_page_reference	2	twibot20,facebook_page_reference	twibot20	facebook_page_reference		facebook_page_reference	0.7743342655592979	0.8037955876776777	-0.029461322118379818	5500	0.6547455474734306	537.1927553169662
lp	classification	pair	pair_twibot20__facebook_page_reference	2	twibot20,facebook_page_reference	twibot20	facebook_page_reference		twibot20	0.5635229438922094	0.6117983916277895	-0.048275447735580124	5500	0.6547455474734306	537.1927553169662
lp	classification	pair	pair_twibot20__facebook_page_reference	2	twibot20,facebook_page_reference	twibot20	facebook_page_reference		ukr_rus_suspended	0.5296466294225787	0.53236778756013	-0.0027211581375513605	5500	0.6547455474734306	537.1927553169662
lp	classification	pair	pair_cp_hk_twitter__facebook_page_reference	2	cp_hk_twitter,facebook_page_reference	cp_hk_twitter	facebook_page_reference		covid_political	0.8952765775922237	0.896615630532612	-0.0013390529403882745	4500	0.6561394959688187	315.779475975025
lp	classification	pair	pair_cp_hk_twitter__facebook_page_reference	2	cp_hk_twitter,facebook_page_reference	cp_hk_twitter	facebook_page_reference		election2020	0.9567665364034313	0.962812320753227	-0.006045784349795635	4500	0.6561394959688187	315.779475975025
lp	classification	pair	pair_cp_hk_twitter__facebook_page_reference	2	cp_hk_twitter,facebook_page_reference	cp_hk_twitter	facebook_page_reference		facebook_page_reference	0.7786282690697971	0.8003954841867599	-0.02176721511696278	4500	0.6561394959688187	315.779475975025
lp	classification	pair	pair_cp_hk_twitter__facebook_page_reference	2	cp_hk_twitter,facebook_page_reference	cp_hk_twitter	facebook_page_reference		twibot20	0.640136408658109	0.6608597576981772	-0.02072334904006823	4500	0.6561394959688187	315.779475975025
lp	classification	pair	pair_cp_hk_twitter__facebook_page_reference	2	cp_hk_twitter,facebook_page_reference	cp_hk_twitter	facebook_page_reference		ukr_rus_suspended	0.5208959665453559	0.5177015001586351	0.003194466386720718	4500	0.6561394959688187	315.779475975025
lp	classification	leave_one_out	loo_ukr_rus_twitter	8	covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			ukr_rus_twitter	covid_political	0.8896410408838278	0.9244817243438279	-0.03484068346000013	4500	0.6723623175173998	611.2625597940059
lp	classification	leave_one_out	loo_ukr_rus_twitter	8	covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			ukr_rus_twitter	election2020	0.978225301183038	0.982391265782681	-0.004165964599643024	4500	0.6723623175173998	611.2625597940059
lp	classification	leave_one_out	loo_ukr_rus_twitter	8	covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			ukr_rus_twitter	facebook_page_reference	0.7903001402578913	0.8159432391388971	-0.0256430988810058	4500	0.6723623175173998	611.2625597940059
lp	classification	leave_one_out	loo_ukr_rus_twitter	8	covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			ukr_rus_twitter	twibot20	0.6201428980494692	0.663361340134341	-0.0432184420848718	4500	0.6723623175173998	611.2625597940059
lp	classification	leave_one_out	loo_ukr_rus_twitter	8	covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			ukr_rus_twitter	ukr_rus_suspended	0.518014072495926	0.532385876167032	-0.01437180367110602	4500	0.6723623175173998	611.2625597940059
lp	classification	leave_one_out	loo_covid19_twitter	8	ukr_rus_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			covid19_twitter	covid_political	0.8782553935395141	0.9244817243438279	-0.04622633080431382	3500	0.672590010613203	499.6488646090147
lp	classification	leave_one_out	loo_covid19_twitter	8	ukr_rus_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			covid19_twitter	election2020	0.9782433845644225	0.982391265782681	-0.004147881218258487	3500	0.672590010613203	499.6488646090147
lp	classification	leave_one_out	loo_covid19_twitter	8	ukr_rus_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			covid19_twitter	facebook_page_reference	0.7922807502954715	0.8146844121555451	-0.022403661860073587	3500	0.672590010613203	499.6488646090147
lp	classification	leave_one_out	loo_covid19_twitter	8	ukr_rus_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			covid19_twitter	twibot20	0.6147965800011882	0.663361340134341	-0.04856476013315281	3500	0.672590010613203	499.6488646090147
lp	classification	leave_one_out	loo_covid19_twitter	8	ukr_rus_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			covid19_twitter	ukr_rus_suspended	0.5172340476647175	0.544663940967283	-0.02742989330256551	3500	0.672590010613203	499.6488646090147
lp	classification	leave_one_out	loo_midterm	8	ukr_rus_twitter,covid19_twitter,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			midterm	covid_political	0.8801976125494276	0.9219755169980334	-0.04177790444860574	5500	0.6705849826335907	933.7567918410059
lp	classification	leave_one_out	loo_midterm	8	ukr_rus_twitter,covid19_twitter,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			midterm	election2020	0.977723353036697	0.982391265782681	-0.004667912745983993	5500	0.6705849826335907	933.7567918410059
lp	classification	leave_one_out	loo_midterm	8	ukr_rus_twitter,covid19_twitter,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			midterm	facebook_page_reference	0.7882556279892954	0.8159432391388971	-0.02768761114960172	5500	0.6705849826335907	933.7567918410059
lp	classification	leave_one_out	loo_midterm	8	ukr_rus_twitter,covid19_twitter,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			midterm	twibot20	0.603677346973036	0.663361340134341	-0.059683993161305016	5500	0.6705849826335907	933.7567918410059
lp	classification	leave_one_out	loo_midterm	8	ukr_rus_twitter,covid19_twitter,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			midterm	ukr_rus_suspended	0.516614398955633	0.544663940967283	-0.028049542011649997	5500	0.6705849826335907	933.7567918410059
lp	classification	leave_one_out	loo_covid_political	8	ukr_rus_twitter,covid19_twitter,midterm,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			covid_political	covid_political	0.8359299826023621	0.9244817243438279	-0.08855174174146585	4500	0.6729451619088649	792.6408697559964
lp	classification	leave_one_out	loo_covid_political	8	ukr_rus_twitter,covid19_twitter,midterm,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			covid_political	election2020	0.9771485867721954	0.982391265782681	-0.005242679010485585	4500	0.6729451619088649	792.6408697559964
lp	classification	leave_one_out	loo_covid_political	8	ukr_rus_twitter,covid19_twitter,midterm,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			covid_political	facebook_page_reference	0.789072357941366	0.8159432391388971	-0.026870881197531116	4500	0.6729451619088649	792.6408697559964
lp	classification	leave_one_out	loo_covid_political	8	ukr_rus_twitter,covid19_twitter,midterm,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			covid_political	twibot20	0.6087599280839577	0.6608597576981772	-0.05209982961421944	4500	0.6729451619088649	792.6408697559964
lp	classification	leave_one_out	loo_covid_political	8	ukr_rus_twitter,covid19_twitter,midterm,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			covid_political	ukr_rus_suspended	0.5270723839329419	0.544663940967283	-0.01759155703434112	4500	0.6729451619088649	792.6408697559964
lp	classification	leave_one_out	loo_election2020	8	ukr_rus_twitter,covid19_twitter,midterm,covid_political,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			election2020	covid_political	0.9173315544757898	0.9244817243438279	-0.00715016986803807	4750	0.6704344648867845	661.6177103020018
lp	classification	leave_one_out	loo_election2020	8	ukr_rus_twitter,covid19_twitter,midterm,covid_political,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			election2020	election2020	0.9825943902110637	0.982391265782681	0.00020312442838266165	4750	0.6704344648867845	661.6177103020018
lp	classification	leave_one_out	loo_election2020	8	ukr_rus_twitter,covid19_twitter,midterm,covid_political,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			election2020	facebook_page_reference	0.7861048177225197	0.8159432391388971	-0.02983842141637738	4750	0.6704344648867845	661.6177103020018
lp	classification	leave_one_out	loo_election2020	8	ukr_rus_twitter,covid19_twitter,midterm,covid_political,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			election2020	twibot20	0.6326260489973474	0.663361340134341	-0.03073529113699358	4750	0.6704344648867845	661.6177103020018
lp	classification	leave_one_out	loo_election2020	8	ukr_rus_twitter,covid19_twitter,midterm,covid_political,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference			election2020	ukr_rus_suspended	0.5253726650463959	0.544663940967283	-0.019291275920887085	4750	0.6704344648867845	661.6177103020018
lp	classification	leave_one_out	loo_ukr_rus_suspended	8	ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,twibot20,cp_hk_twitter,facebook_page_reference			ukr_rus_suspended	covid_political	0.8815426053608129	0.9244817243438279	-0.04293911898301506	5500	0.6701853804290294	990.0815137249883
lp	classification	leave_one_out	loo_ukr_rus_suspended	8	ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,twibot20,cp_hk_twitter,facebook_page_reference			ukr_rus_suspended	election2020	0.9781800295710048	0.982391265782681	-0.004211236211676184	5500	0.6701853804290294	990.0815137249883
lp	classification	leave_one_out	loo_ukr_rus_suspended	8	ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,twibot20,cp_hk_twitter,facebook_page_reference			ukr_rus_suspended	facebook_page_reference	0.7875273334250242	0.8159432391388971	-0.02841590571387287	5500	0.6701853804290294	990.0815137249883
