architecture,model_id,sources,seed,checkpoint_step,task,dataset,n_way,n_shot,n_query,episodes,queries,episode_fingerprint,roc_auc,accuracy,f1,best_included_specialist,residual,absolute_error,target_in_sources
prodigy,ordC_r8,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus,election2020",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.5616455078125,0.53125,0.5714285714285714,0.98468017578125,-0.42303466796875,0.42303466796875,True
prodigy,ordC_r8,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus,election2020",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.5,0.5078125,0.5,0.551513671875,-0.051513671875,0.051513671875,False
prodigy,ordC_r8,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus,election2020",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5899437798394097,0.5179036458333334,0.6662159116520171,0.7134075164794922,-0.12346373664008248,0.12346373664008248,True
vision,ordA_r2,"ukr_rus,covid",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.8295177883572049,0.7330729166666666,0.6080305927342257,0.881331549750434,-0.05181376139322913,0.05181376139322913,False
vision,ordA_r2,"ukr_rus,covid",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.911376953125,0.8359375,0.8421052631578947,0.97210693359375,-0.06072998046875,0.06072998046875,False
vision,ordA_r2,"ukr_rus,covid",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.531005859375,0.51953125,0.532319391634981,0.51641845703125,0.01458740234375,0.01458740234375,False
vision,ordA_r2,"ukr_rus,covid",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.611697726779514,0.5823567708333334,0.5899648449984021,0.6177618238661025,-0.006064097086588505,0.006064097086588505,False
vision,ordA_r3,"ukr_rus,covid,midterm",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9001868919089988,0.8785807291666666,0.7762447510497901,0.92133218270761,-0.02114529079861116,0.02114529079861116,False
vision,ordA_r3,"ukr_rus,covid,midterm",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.980224609375,0.9453125,0.946153846153846,0.980224609375,0.0,0.0,False
vision,ordA_r3,"ukr_rus,covid,midterm",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.476806640625,0.4765625,0.4806201550387597,0.51641845703125,-0.03961181640625,0.03961181640625,False
vision,ordA_r3,"ukr_rus,covid,midterm",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5982449849446615,0.5628255208333334,0.5609676364825106,0.6177618238661025,-0.01951683892144096,0.01951683892144096,False
vision,ordA_r4,"ukr_rus,covid,midterm,covid_political",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9228283917462384,0.9091796875,0.8263845675171126,0.9302421852394388,-0.007413793493200371,0.007413793493200371,True
vision,ordA_r4,"ukr_rus,covid,midterm,covid_political",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.98736572265625,0.9765625,0.9770992366412212,0.98876953125,-0.00140380859375,0.00140380859375,False
vision,ordA_r4,"ukr_rus,covid,midterm,covid_political",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.51678466796875,0.484375,0.4883720930232558,0.55078125,-0.03399658203125,0.03399658203125,False
vision,ordA_r4,"ukr_rus,covid,midterm,covid_political",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.606842041015625,0.5703125,0.5683453237410072,0.6177618238661025,-0.010919782850477455,0.010919782850477455,False
vision,ordA_r5,"ukr_rus,covid,midterm,covid_political,election2020",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9270499900535302,0.9130859375,0.8334373050530256,0.9302421852394388,-0.0031921951859086306,0.0031921951859086306,True
vision,ordA_r5,"ukr_rus,covid,midterm,covid_political,election2020",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.9862060546875,0.9765625,0.9770992366412212,0.99188232421875,-0.00567626953125,0.00567626953125,True
vision,ordA_r5,"ukr_rus,covid,midterm,covid_political,election2020",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.48828125,0.4765625,0.4962406015037593,0.55078125,-0.0625,0.0625,False
vision,ordA_r5,"ukr_rus,covid,midterm,covid_political,election2020",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5983977847629123,0.5641276041666666,0.5538153948683772,0.6177618238661025,-0.019364039103190178,0.019364039103190178,False
vision,ordA_r6,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9265001085069444,0.91015625,0.8296296296296296,0.9302421852394388,-0.0037420767324943816,0.0037420767324943816,True
vision,ordA_r6,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.98870849609375,0.98046875,0.9808429118773946,0.99188232421875,-0.003173828125,0.003173828125,True
vision,ordA_r6,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.49609375,0.50390625,0.5278810408921933,0.55078125,-0.0546875,0.0546875,True
vision,ordA_r6,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.6037303076850044,0.5634765625,0.5610474631751228,0.6177618238661025,-0.014031516181098103,0.014031516181098103,False
vision,ordA_r7,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9280836317274306,0.9095052083333334,0.828395061728395,0.9302421852394388,-0.002158553512008221,0.002158553512008221,True
vision,ordA_r7,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.98858642578125,0.98046875,0.9808429118773946,0.99188232421875,-0.0032958984375,0.0032958984375,True
vision,ordA_r7,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.4881591796875,0.4609375,0.4812030075187969,0.55078125,-0.0626220703125,0.0626220703125,True
vision,ordA_r7,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5929489135742188,0.5569661458333334,0.5622386619491798,0.6177618238661025,-0.024812910291883705,0.024812910291883705,True
vision,ordA_r8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9266637166341146,0.9088541666666666,0.826946847960445,0.9302421852394388,-0.003578468605324181,0.003578468605324181,True
vision,ordA_r8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.986572265625,0.98046875,0.9808429118773946,0.99188232421875,-0.00531005859375,0.00531005859375,True
vision,ordA_r8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.4974365234375,0.48046875,0.5092250922509225,0.55078125,-0.0533447265625,0.0533447265625,True
vision,ordA_r8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.6033840179443359,0.5654296875,0.563297350343474,0.62907960679796,-0.025695588853624107,0.025695588853624107,True
vision,all9,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9225085223162616,0.9078776041666666,0.8258461538461539,0.9302421852394388,-0.007733662923177231,0.007733662923177231,True
vision,all9,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.98687744140625,0.98046875,0.9808429118773946,0.99188232421875,-0.0050048828125,0.0050048828125,True
vision,all9,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.4830322265625,0.44140625,0.4644194756554307,0.55078125,-0.0677490234375,0.0677490234375,True
vision,all9,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5987654791937935,0.5631510416666666,0.56,0.62907960679796,-0.03031412760416652,0.03031412760416652,True
vision,ordB_r2,"ukr_rus_suspended,election2020",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9210507428204572,0.9078776041666666,0.8236760124610591,0.9275529649522568,-0.006502222131799629,0.006502222131799629,False
vision,ordB_r2,"ukr_rus_suspended,election2020",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.991455078125,0.984375,0.9846153846153848,0.99188232421875,-0.00042724609375,0.00042724609375,True
vision,ordB_r2,"ukr_rus_suspended,election2020",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.50286865234375,0.48828125,0.4738955823293173,0.53961181640625,-0.0367431640625,0.0367431640625,True
vision,ordB_r2,"ukr_rus_suspended,election2020",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5479534996880425,0.5319010416666666,0.5200267022696929,0.5786857604980469,-0.030732260810004353,0.030732260810004353,False
vision,ordB_r3,"ukr_rus_suspended,election2020,ukr_rus",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9235885054976852,0.9016927083333334,0.8142681426814268,0.9275529649522568,-0.003964459454571578,0.003964459454571578,False
vision,ordB_r3,"ukr_rus_suspended,election2020,ukr_rus",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.99200439453125,0.984375,0.9846153846153848,0.99188232421875,0.0001220703125,0.0001220703125,True
vision,ordB_r3,"ukr_rus_suspended,election2020,ukr_rus",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.50067138671875,0.49609375,0.4980544747081712,0.53961181640625,-0.0389404296875,0.0389404296875,True
vision,ordB_r3,"ukr_rus_suspended,election2020,ukr_rus",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5909239451090496,0.5628255208333334,0.582010582010582,0.6177618238661025,-0.026837878757052902,0.026837878757052902,False
vision,ordB_r4,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9183612399631076,0.9026692708333334,0.8146311221326721,0.9275529649522568,-0.00919172498914922,0.00919172498914922,False
vision,ordB_r4,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.99200439453125,0.984375,0.9846153846153848,0.99188232421875,0.0001220703125,0.0001220703125,True
vision,ordB_r4,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.50750732421875,0.51171875,0.5210727969348659,0.53961181640625,-0.0321044921875,0.0321044921875,True
vision,ordB_r4,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5968479580349393,0.5660807291666666,0.5720706260032102,0.6177618238661025,-0.02091386583116317,0.02091386583116317,False
vision,ordB_r5,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9190244321469908,0.9039713541666666,0.8157401623985009,0.9275529649522568,-0.008528532805265998,0.008528532805265998,False
vision,ordB_r5,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.98944091796875,0.984375,0.9846153846153848,0.99188232421875,-0.00244140625,0.00244140625,True
vision,ordB_r5,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.51177978515625,0.50390625,0.4940239043824701,0.53961181640625,-0.02783203125,0.02783203125,True
vision,ordB_r5,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.6120041741265192,0.5774739583333334,0.5721819380355966,0.62907960679796,-0.01707543267144085,0.01707543267144085,False
vision,ordB_r6,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9228662561487267,0.908203125,0.8254950495049505,0.9302421852394388,-0.007375929090712052,0.007375929090712052,True
vision,ordB_r6,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.99139404296875,0.98046875,0.9808429118773946,0.99188232421875,-0.00048828125,0.00048828125,True
vision,ordB_r6,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.49951171875,0.515625,0.5303030303030303,0.55078125,-0.05126953125,0.05126953125,True
vision,ordB_r6,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.6123335096571181,0.5774739583333334,0.5684840425531915,0.62907960679796,-0.016746097140841965,0.016746097140841965,False
vision,ordB_r7,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9218057703088832,0.9117838541666666,0.8313627878033603,0.9302421852394388,-0.00843641493055558,0.00843641493055558,True
vision,ordB_r7,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.98699951171875,0.98046875,0.9808429118773946,0.99188232421875,-0.0048828125,0.0048828125,True
vision,ordB_r7,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.494171142578125,0.46875,0.4962962962962963,0.55078125,-0.056610107421875,0.056610107421875,True
vision,ordB_r7,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.6009578704833984,0.5670572916666666,0.5737179487179487,0.62907960679796,-0.028121736314561607,0.028121736314561607,False
vision,ordB_r8,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid,midterm",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9186118797019676,0.908203125,0.8241895261845387,0.9302421852394388,-0.011630305537471242,0.011630305537471242,True
vision,ordB_r8,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid,midterm",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.98785400390625,0.98046875,0.9808429118773946,0.99188232421875,-0.0040283203125,0.0040283203125,True
vision,ordB_r8,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid,midterm",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.521270751953125,0.4921875,0.5038167938931297,0.55078125,-0.029510498046875,0.029510498046875,True
vision,ordB_r8,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid,midterm",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.6091175079345703,0.5686848958333334,0.567699836867863,0.62907960679796,-0.019962098863389732,0.019962098863389732,False
vision,ordC_r2,"twibot20,midterm",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9197393346715856,0.9134114583333334,0.8290488431876607,0.9245040328414352,-0.0047646981698495905,0.0047646981698495905,False
vision,ordC_r2,"twibot20,midterm",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.9859619140625,0.98046875,0.9808429118773946,0.98699951171875,-0.00103759765625,0.00103759765625,False
vision,ordC_r2,"twibot20,midterm",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.513214111328125,0.515625,0.5230769230769231,0.5050048828125,0.008209228515625,0.008209228515625,False
vision,ordC_r2,"twibot20,midterm",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5473783281114366,0.52734375,0.4865629420084865,0.5790814293755425,-0.031703101264105915,0.031703101264105915,True
vision,ordC_r3,"twibot20,midterm,covid",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9171639901620372,0.9026692708333334,0.8150896722325294,0.9245040328414352,-0.007340042679398029,0.007340042679398029,False
vision,ordC_r3,"twibot20,midterm,covid",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.98541259765625,0.98046875,0.9808429118773946,0.98699951171875,-0.0015869140625,0.0015869140625,False
vision,ordC_r3,"twibot20,midterm,covid",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.4664306640625,0.4765625,0.5037037037037037,0.51641845703125,-0.04998779296875,0.04998779296875,False
vision,ordC_r3,"twibot20,midterm,covid",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5911568535698785,0.55859375,0.5600259571706684,0.5980686611599393,-0.006911807590060826,0.006911807590060826,True
vision,ordC_r4,"twibot20,midterm,covid,covid_political",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9278191460503472,0.90625,0.8230958230958231,0.9302421852394388,-0.0024230391890915914,0.0024230391890915914,True
vision,ordC_r4,"twibot20,midterm,covid,covid_political",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.98638916015625,0.9765625,0.9770992366412212,0.98876953125,-0.00238037109375,0.00238037109375,False
vision,ordC_r4,"twibot20,midterm,covid,covid_political",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.4976806640625,0.5,0.5294117647058824,0.55078125,-0.0531005859375,0.0531005859375,False
vision,ordC_r4,"twibot20,midterm,covid,covid_political",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5993834601508248,0.5647786458333334,0.5568445475638051,0.5980686611599393,0.0013147989908854907,0.0013147989908854907,True
vision,ordC_r5,"twibot20,midterm,covid,covid_political,cp_hk",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9271935356987848,0.9117838541666666,0.8305190744215134,0.9302421852394388,-0.0030486495406539804,0.0030486495406539804,True
vision,ordC_r5,"twibot20,midterm,covid,covid_political,cp_hk",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.9859619140625,0.98046875,0.9808429118773946,0.98876953125,-0.0028076171875,0.0028076171875,False
vision,ordC_r5,"twibot20,midterm,covid,covid_political,cp_hk",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.509765625,0.5078125,0.5298507462686567,0.55078125,-0.041015625,0.041015625,False
vision,ordC_r5,"twibot20,midterm,covid,covid_political,cp_hk",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.6094684600830078,0.5719401041666666,0.5675764551134496,0.62907960679796,-0.019611146714952232,0.019611146714952232,True
vision,ordC_r6,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9244709721317996,0.9085286458333334,0.8260061919504644,0.9302421852394388,-0.005771213107639173,0.005771213107639173,True
vision,ordC_r6,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.98529052734375,0.96875,0.9696969696969696,0.98876953125,-0.00347900390625,0.00347900390625,False
vision,ordC_r6,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.50811767578125,0.48046875,0.50187265917603,0.55078125,-0.04266357421875,0.04266357421875,False
vision,ordC_r6,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.604567633734809,0.5657552083333334,0.559445178335535,0.62907960679796,-0.024511973063151005,0.024511973063151005,True
vision,ordC_r7,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9164304380063656,0.9069010416666666,0.820577164366374,0.9302421852394388,-0.013811747233073213,0.013811747233073213,True
vision,ordC_r7,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.9859619140625,0.98046875,0.9808429118773946,0.98876953125,-0.0028076171875,0.0028076171875,False
vision,ordC_r7,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.5247802734375,0.5078125,0.5298507462686567,0.55078125,-0.0260009765625,0.0260009765625,False
vision,ordC_r7,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.6145687103271484,0.57421875,0.5719895287958116,0.62907960679796,-0.014510896470811607,0.014510896470811607,True
