model,order,rung,added,target,roc_auc,training_seeds,checkpoint_step,objective
SAMGPT,C,6,facebook_page_reference,covid_political,0.7383535879629629,3,500,GraphCL
SAMGPT,C,6,facebook_page_reference,election2020,0.6578776041666666,3,500,GraphCL
SAMGPT,C,6,facebook_page_reference,ukr_rus_suspended,0.5212492766203703,3,500,GraphCL
SAMGPT,C,6,facebook_page_reference,twibot20,0.6952130353009259,3,500,GraphCL
SAMGPT,C,6,facebook_page_reference,facebook_page_reference,0.7265876312060984,3,500,GraphCL
SAMGPT,C,7,ukr_rus,covid_political,0.7293565538194443,3,500,GraphCL
SAMGPT,C,7,ukr_rus,election2020,0.6474518952546297,3,500,GraphCL
SAMGPT,C,7,ukr_rus,ukr_rus_suspended,0.5215567129629629,3,500,GraphCL
SAMGPT,C,7,ukr_rus,twibot20,0.6953215422453703,3,500,GraphCL
SAMGPT,C,7,ukr_rus,facebook_page_reference,0.726232104668875,3,500,GraphCL
SAMGPT,C,8,election2020,covid_political,0.7382089120370371,3,500,GraphCL
SAMGPT,C,8,election2020,election2020,0.66943359375,3,500,GraphCL
SAMGPT,C,8,election2020,ukr_rus_suspended,0.5192780671296297,3,500,GraphCL
SAMGPT,C,8,election2020,twibot20,0.6973470052083334,3,500,GraphCL
SAMGPT,C,8,election2020,facebook_page_reference,0.7242050826980897,3,500,GraphCL
SAMGPT,C,9,ukr_rus_suspended,covid_political,0.7591688368055555,3,500,GraphCL
SAMGPT,C,9,ukr_rus_suspended,election2020,0.716796875,3,500,GraphCL
SAMGPT,C,9,ukr_rus_suspended,ukr_rus_suspended,0.5232837818287037,3,500,GraphCL
SAMGPT,C,9,ukr_rus_suspended,twibot20,0.6983416521990741,3,500,GraphCL
SAMGPT,C,9,ukr_rus_suspended,facebook_page_reference,0.7299792319371274,3,500,GraphCL
