record_id	result_status	provenance_quality	model_id	train_setup	checkpoint_step	test_dataset	task	target	shots	split	seed	metric	value	uncertainty	run_id	run_date	run_timestamp	date_source	date_precision	wandb_run_id	wandb_created_at	wandb_state	wandb_match	eval_protocol	source_path	source_row	context_json
1dbf8cc579b1532a	reported	missing:model_id		source=cp_hk_twitter	2500	twibot20	classification	twibot20			1	f1_macro	0.17250611479833261						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/specialist_cells_three_seed.csv	107	"{""accuracy"":""0.1725423177083333"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.7923475253170935"",""source_key"":""cp_hk"",""target_key"":""twibot20""}"
6d7323c7b7e44eb7	reported	missing:model_id		source=cp_hk	2500	twibot20	classification	twibot20			1	f1_macro	0.17250611479833261						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/raw/single_source_metrics_long.tsv || scripts/experiments/analysis/transfer/matrices/cross_model/final_core/data/prodigy_final_core/auc/summary/single_source_metrics_long.tsv	107 || 107	"{""accuracy"":""0.17254231770833334"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.7923475253170935""}"
e0141c45c363467a	reported	missing:model_id		source=facebook_page_reference	2500	twibot20	classification	twibot20			0	f1_macro	0.1809831649248424						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/specialist_cells_three_seed.csv	44	"{""accuracy"":""0.1810384114583333"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.7910041451454162"",""source_key"":""facebook_page_reference"",""target_key"":""twibot20""}"
759c3da128b6d752	reported	missing:model_id		source=facebook_page_reference	2500	twibot20	classification	twibot20			0	f1_macro	0.18098316492484248						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/raw/single_source_metrics_long.tsv || scripts/experiments/analysis/transfer/matrices/cross_model/final_core/data/prodigy_final_core/auc/summary/single_source_metrics_long.tsv	44 || 44	"{""accuracy"":""0.18103841145833333"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.7910041451454162""}"
a8d5467273a67934	reported	missing:model_id		source=facebook_page_reference	2500	twibot20	classification	twibot20			1	f1_macro	0.18773003118314729						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/specialist_cells_three_seed.csv	125	"{""accuracy"":""0.187744140625"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.8064448566272341"",""source_key"":""facebook_page_reference"",""target_key"":""twibot20""}"
0b834028b58901ff	reported	missing:model_id		source=facebook_page_reference	2500	twibot20	classification	twibot20			1	f1_macro	0.18773003118314732						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/raw/single_source_metrics_long.tsv || scripts/experiments/analysis/transfer/matrices/cross_model/final_core/data/prodigy_final_core/auc/summary/single_source_metrics_long.tsv	125 || 125	"{""accuracy"":""0.187744140625"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.8064448566272341""}"
8d288727dfd6add3	reported	missing:model_id		source=facebook_page_reference	2500	twibot20	classification	twibot20			2	f1_macro	0.19367257219417641						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/specialist_cells_three_seed.csv	206	"{""accuracy"":""0.19375"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.8099861162832412"",""source_key"":""facebook_page_reference"",""target_key"":""twibot20""}"
7863a81911121927	reported	missing:model_id		source=facebook_page_reference	2500	twibot20	classification	twibot20			2	f1_macro	0.19367257219417647						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/raw/single_source_metrics_long.tsv || scripts/experiments/analysis/transfer/matrices/cross_model/final_core/data/prodigy_final_core/auc/summary/single_source_metrics_long.tsv	206 || 206	"{""accuracy"":""0.19375"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.8099861162832412""}"
307b71ad4eefebb8	reported	missing:model_id		source=midterm	2500	twibot20	classification	twibot20			1	f1_macro	0.2100539344655839						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/raw/single_source_metrics_long.tsv || scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/specialist_cells_three_seed.csv || scripts/experiments/analysis/transfer/matrices/cross_model/final_core/data/prodigy_final_core/auc/summary/single_source_metrics_long.tsv	134 || 134 || 134	"{""accuracy"":""0.21005859375"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.8404349491514009""}"
cb38db6d6cf237e2	reported	missing:model_id		source=midterm	2500	twibot20	classification	twibot20			2	f1_macro	0.22153040017827599						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/specialist_cells_three_seed.csv	215	"{""accuracy"":""0.2215657552083333"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.8522275075145153"",""source_key"":""midterm"",""target_key"":""twibot20""}"
a6acfd96a2b04cc8	reported	missing:model_id		source=midterm	2500	twibot20	classification	twibot20			2	f1_macro	0.22153040017827605						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/raw/single_source_metrics_long.tsv || scripts/experiments/analysis/transfer/matrices/cross_model/final_core/data/prodigy_final_core/auc/summary/single_source_metrics_long.tsv	215 || 215	"{""accuracy"":""0.22156575520833333"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.8522275075145153""}"
1d4e5db07cc5c4c0	reported	missing:model_id		source=midterm	2500	twibot20	classification	twibot20			0	f1_macro	0.2298466595333693						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/specialist_cells_three_seed.csv	53	"{""accuracy"":""0.2298665364583333"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.8578685239813792"",""source_key"":""midterm"",""target_key"":""twibot20""}"
50e3bc21b9f08029	reported	missing:model_id		source=midterm	2500	twibot20	classification	twibot20			0	f1_macro	0.22984665953336936						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/raw/single_source_metrics_long.tsv || scripts/experiments/analysis/transfer/matrices/cross_model/final_core/data/prodigy_final_core/auc/summary/single_source_metrics_long.tsv	53 || 53	"{""accuracy"":""0.22986653645833333"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.8578685239813792""}"
b1e5f8156f424d5c	reported	missing:model_id		source=ukr_rus_twitter	2500	twibot20	classification	twibot20			1	f1_macro	0.29892438436328761						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/specialist_cells_three_seed.csv	161	"{""accuracy"":""0.299072265625"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.8949483361737481"",""source_key"":""ukr_rus"",""target_key"":""twibot20""}"
fef43cad667cea17	reported	missing:model_id		source=ukr_rus	2500	twibot20	classification	twibot20			1	f1_macro	0.29892438436328767						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/raw/single_source_metrics_long.tsv || scripts/experiments/analysis/transfer/matrices/cross_model/final_core/data/prodigy_final_core/auc/summary/single_source_metrics_long.tsv	152 || 152	"{""accuracy"":""0.299072265625"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.8949483361737481""}"
60b26b5c46fe6c31	reported	missing:model_id		source=ukr_rus_twitter	2500	twibot20	classification	twibot20			0	f1_macro	0.29963566408147818						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/specialist_cells_three_seed.csv	80	"{""accuracy"":""0.2997721354166666"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.8968699151072009"",""source_key"":""ukr_rus"",""target_key"":""twibot20""}"
ee2d183b8c515c1a	reported	missing:model_id		source=ukr_rus	2500	twibot20	classification	twibot20			0	f1_macro	0.29963566408147824						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/raw/single_source_metrics_long.tsv || scripts/experiments/analysis/transfer/matrices/cross_model/final_core/data/prodigy_final_core/auc/summary/single_source_metrics_long.tsv	71 || 71	"{""accuracy"":""0.29977213541666664"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.8968699151072009""}"
059194421be855da	reported	missing:model_id		source=ukr_rus	2500	twibot20	classification	twibot20			2	f1_macro	0.30180170239329779						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/raw/single_source_metrics_long.tsv || scripts/experiments/analysis/transfer/matrices/cross_model/final_core/data/prodigy_final_core/auc/summary/single_source_metrics_long.tsv	233 || 233	"{""accuracy"":""0.3018391927083333"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.8989161611973553""}"
0c20d32afa1d1882	reported	missing:model_id		source=ukr_rus_twitter	2500	twibot20	classification	twibot20			2	f1_macro	0.30180170239329779						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/specialist_cells_three_seed.csv	242	"{""accuracy"":""0.3018391927083333"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.8989161611973553"",""source_key"":""ukr_rus"",""target_key"":""twibot20""}"
894ff0da33435baf	reported	missing:model_id		source=covid19_twitter	2500	twibot20	classification	twibot20			1	f1_macro	0.3086615530575415						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/specialist_cells_three_seed.csv	89	"{""accuracy"":""0.3087076822916667"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.903573845446795"",""source_key"":""covid"",""target_key"":""twibot20""}"
ad74cbda7d246745	reported	missing:model_id		source=covid	2500	twibot20	classification	twibot20			1	f1_macro	0.3086615530575415						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/raw/single_source_metrics_long.tsv || scripts/experiments/analysis/transfer/matrices/cross_model/final_core/data/prodigy_final_core/auc/summary/single_source_metrics_long.tsv	89 || 89	"{""accuracy"":""0.3087076822916667"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.903573845446795""}"
6adce083f475f278	reported	missing:model_id		source=covid19_twitter	2500	twibot20	classification	twibot20			0	f1_macro	0.31055486029553392						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/specialist_cells_three_seed.csv	8	"{""accuracy"":""0.3106119791666666"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.904076775463148"",""source_key"":""covid"",""target_key"":""twibot20""}"
b5504fde6048ac9d	reported	missing:model_id		source=covid	2500	twibot20	classification	twibot20			0	f1_macro	0.31055486029553392						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/raw/single_source_metrics_long.tsv || scripts/experiments/analysis/transfer/matrices/cross_model/final_core/data/prodigy_final_core/auc/summary/single_source_metrics_long.tsv	8 || 8	"{""accuracy"":""0.31061197916666666"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.904076775463148""}"
aa07ab7ab52a8e7a	reported	missing:model_id		source=covid19_twitter	2500	twibot20	classification	twibot20			2	f1_macro	0.31068768920065409						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/specialist_cells_three_seed.csv	170	"{""accuracy"":""0.3108072916666666"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.904667612876015"",""source_key"":""covid"",""target_key"":""twibot20""}"
78d41982bb982289	reported	missing:model_id		source=covid	2500	twibot20	classification	twibot20			2	f1_macro	0.31068768920065415						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/raw/single_source_metrics_long.tsv || scripts/experiments/analysis/transfer/matrices/cross_model/final_core/data/prodigy_final_core/auc/summary/single_source_metrics_long.tsv	170 || 170	"{""accuracy"":""0.31080729166666665"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.904667612876015""}"
766c0e5d9c72e378	reported	missing:model_id		source=twibot20	2500	twibot20	classification	twibot20			1	f1_macro	0.3323876570966432						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/specialist_cells_three_seed.csv	143	"{""accuracy"":""0.3324381510416667"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.9132535968703784"",""source_key"":""twibot20"",""target_key"":""twibot20""}"
730e93552f2ba586	reported	missing:model_id		source=twibot20	2500	twibot20	classification	twibot20			1	f1_macro	0.33238765709664325						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/raw/single_source_metrics_long.tsv || scripts/experiments/analysis/transfer/matrices/cross_model/final_core/data/prodigy_final_core/auc/summary/single_source_metrics_long.tsv	143 || 143	"{""accuracy"":""0.3324381510416667"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.9132535968703785""}"
dd47b30bc54caa15	reported	missing:model_id		source=twibot20	2500	twibot20	classification	twibot20			0	f1_macro	0.33246282024049711						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/specialist_cells_three_seed.csv	62	"{""accuracy"":""0.33251953125"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.9130846601793136"",""source_key"":""twibot20"",""target_key"":""twibot20""}"
6853f060cd7100fd	reported	missing:model_id		source=twibot20	2500	twibot20	classification	twibot20			0	f1_macro	0.33246282024049717						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/raw/single_source_metrics_long.tsv || scripts/experiments/analysis/transfer/matrices/cross_model/final_core/data/prodigy_final_core/auc/summary/single_source_metrics_long.tsv	62 || 62	"{""accuracy"":""0.33251953125"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.9130846601793137""}"
03b5d03b3ff9735f	reported	missing:model_id		source=twibot20	2500	twibot20	classification	twibot20			2	f1_macro	0.33302372128920982						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/raw/single_source_metrics_long.tsv || scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/specialist_cells_three_seed.csv || scripts/experiments/analysis/transfer/matrices/cross_model/final_core/data/prodigy_final_core/auc/summary/single_source_metrics_long.tsv	224 || 224 || 224	"{""accuracy"":""0.33307291666666666"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0"",""roc_auc_ovr_macro"":""0.9145153347103077""}"
593021e821c3e7fb	reported	missing:model_id		source=ukr_rus_suspended	2500	twibot20	classification	twibot20			1	roc_auc_ovr_macro	0.73146045112061764						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/raw/single_source_metrics_long.tsv || scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/specialist_cells_three_seed.csv || scripts/experiments/analysis/transfer/matrices/cross_model/final_core/data/prodigy_final_core/auc/summary/single_source_metrics_long.tsv	161 || 152 || 161	"{""accuracy"":""0.15667317708333334"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""f1_macro"":""0.15670444194534908"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0""}"
f005f0dd41a6ef33	reported	missing:model_id		source=ukr_rus_suspended	2500	twibot20	classification	twibot20			2	roc_auc_ovr_macro	0.74235886801248296						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/raw/single_source_metrics_long.tsv || scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/specialist_cells_three_seed.csv || scripts/experiments/analysis/transfer/matrices/cross_model/final_core/data/prodigy_final_core/auc/summary/single_source_metrics_long.tsv	242 || 233 || 242	"{""accuracy"":""0.15146484375"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""f1_macro"":""0.15147293806309922"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0""}"
66c3a6fa4c499433	reported	missing:model_id		source=covid_political	2500	twibot20	classification	twibot20			0	roc_auc_ovr_macro	0.7483765156789759						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/raw/single_source_metrics_long.tsv || scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/specialist_cells_three_seed.csv || scripts/experiments/analysis/transfer/matrices/cross_model/final_core/data/prodigy_final_core/auc/summary/single_source_metrics_long.tsv	17 || 17 || 17	"{""accuracy"":""0.12599283854166668"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""f1_macro"":""0.12588924529932458"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0""}"
e5de13f73f0738f9	reported	missing:model_id		source=ukr_rus_suspended	2500	twibot20	classification	twibot20			0	roc_auc_ovr_macro	0.7696061911254094						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/raw/single_source_metrics_long.tsv || scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/specialist_cells_three_seed.csv || scripts/experiments/analysis/transfer/matrices/cross_model/final_core/data/prodigy_final_core/auc/summary/single_source_metrics_long.tsv	80 || 71 || 80	"{""accuracy"":""0.16334635416666668"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""f1_macro"":""0.16338922926428628"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0""}"
ebe49d27ecc572fe	reported	missing:model_id		source=covid_political	2500	twibot20	classification	twibot20			2	roc_auc_ovr_macro	0.77326812867460581						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/raw/single_source_metrics_long.tsv || scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/specialist_cells_three_seed.csv || scripts/experiments/analysis/transfer/matrices/cross_model/final_core/data/prodigy_final_core/auc/summary/single_source_metrics_long.tsv	179 || 179 || 179	"{""accuracy"":""0.13533528645833334"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""f1_macro"":""0.13528882860547997"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0""}"
66b82b46e78b404a	reported	missing:model_id		source=cp_hk	2500	twibot20	classification	twibot20			0	roc_auc_ovr_macro	0.77394007074421856						unknown						scripts/experiments/analysis/graphs/transfer_prediction/similarity_vs_transfer_v2/data/final_core_auc/raw/single_source_metrics_long.tsv || scripts/experiments/analysis/transfer/matrices/cross_model/final_core/data/prodigy_final_core/auc/summary/single_source_metrics_long.tsv	26 || 26	"{""accuracy"":""0.15730794270833334"",""episode_count"":""512"",""episode_plan_fingerprint"":""182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9"",""f1_macro"":""0.15725645624556245"",""observed_episode_fingerprint"":""1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0""}"
