order,rung,added,source_count,sources,target,in_training,loss,accuracy,positive_probability,negative_probability,probability_margin,prompt_slot,eval_seed,nodes,delta_margin,entry_rung,target_role
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",facebook_page_reference,True,1.3463899449561724e-05,1.0,0.999975085258484,1.4692849390485208e-06,0.9999735951423644,8,10047,150000,-1.5258789062611022e-05,4,enters
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",facebook_page_reference,True,1.6476860764669254e-05,1.0,0.999968945980072,9.305592243435968e-07,0.9999679923057556,8,10047,150000,-5.6028366087756964e-06,4,already_included
B,6,covid_political,6,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political",facebook_page_reference,True,2.233842133136932e-05,1.0,0.9999606013298036,3.7475044791790424e-06,0.9999568462371826,8,10047,150000,-1.1146068572998047e-05,4,already_included
B,7,covid19_twitter,7,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter",facebook_page_reference,True,2.404842052783351e-05,1.0,0.9999563694000244,2.470789240760496e-06,0.9999539256095886,8,10047,150000,-2.9206275939941406e-06,4,already_included
B,8,midterm,8,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm",facebook_page_reference,True,2.398573633399792e-05,1.0,0.9999558329582214,1.7789602679840757e-06,0.9999540448188782,8,10047,150000,1.1920928955078125e-07,4,already_included
B,9,twibot20,9,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm,twibot20",facebook_page_reference,True,2.8617982025025412e-05,1.0,0.9999473690986632,1.6385440630983794e-06,0.9999457597732544,8,10047,150000,-8.285045623779297e-06,4,already_included
B,2,election2020,2,"ukr_rus_suspended,election2020",midterm,False,0.0002808483550325,1.0,0.9998652338981628,0.00042406830471,0.999441146850586,2,10041,150000,0.0008844137191772461,8,held_out
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",midterm,False,0.0007999940426088,1.0,0.9999457001686096,0.0015377800446003,0.9984079003334044,2,10041,150000,-0.0010332465171816185,8,held_out
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",midterm,False,0.0024136209394782,0.9999966621398926,0.9998834133148192,0.0046304035931825,0.9952530264854432,2,10041,150000,-0.0031548738479612037,8,held_out
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",midterm,False,0.0013361498713493,1.0,0.9998285174369812,0.0024883754085749,0.9973401427268982,2,10041,150000,0.002087116241454967,8,held_out
B,6,covid_political,6,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political",midterm,False,0.0013767865020781,1.0,0.9998116493225098,0.0025511151179671,0.9972605109214784,2,10041,150000,-7.963180541981085e-05,8,held_out
B,7,covid19_twitter,7,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter",midterm,False,0.0013229512842372,1.0,0.9998133182525636,0.0024486298207193,0.9973646998405457,2,10041,150000,0.00010418891906727179,8,held_out
B,8,midterm,8,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm",midterm,True,0.0002838783257175,1.0,0.9996551871299744,0.0002210176608059,0.9994341731071472,2,10041,150000,0.0020694732666015625,8,enters
B,9,twibot20,9,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm,twibot20",midterm,True,0.0001665392046561,1.0,0.9998098015785216,0.0001418302272213,0.9996679425239564,2,10041,150000,0.00023376941680919305,8,already_included
B,2,election2020,2,"ukr_rus_suspended,election2020",twibot20,False,0.0047765038907527,1.0,0.9998783469200134,0.0092739481478929,0.9906044006347656,6,10045,150000,0.033647477626800426,9,held_out
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",twibot20,False,0.0033531719818711,1.0,0.999958872795105,0.0065965158864855,0.9933623671531676,6,10045,150000,0.0027579665184019886,9,held_out
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",twibot20,False,0.0559083260595798,0.9930166602134703,0.9999468922615052,0.0960796549916267,0.903867244720459,6,10045,150000,-0.08949512243270863,9,held_out
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",twibot20,False,0.0068501709029078,1.0,0.9999178051948548,0.0134094664826989,0.986508309841156,6,10045,150000,0.08264106512069702,9,held_out
B,6,covid_political,6,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political",twibot20,False,0.0087422309443354,0.9999933242797852,0.999890923500061,0.0170497670769691,0.98284113407135,6,10045,150000,-0.0036671757698060192,9,held_out
B,7,covid19_twitter,7,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter",twibot20,False,0.006703024264425,1.0,0.9998859167099,0.0131215443834662,0.9867643713951112,6,10045,150000,0.003923237323761208,9,held_out
B,8,midterm,8,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm",twibot20,False,0.0064904112368822,0.9999966621398926,0.9999032020568848,0.0127050438895821,0.9871981739997864,6,10045,150000,0.00043380260467518195,9,held_out
B,9,twibot20,9,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm,twibot20",twibot20,True,0.0002654287673067,1.0,0.9998475909233092,0.0003765588917303,0.9994710087776184,6,10045,150000,0.012272834777832031,9,enters
B,2,election2020,2,"ukr_rus_suspended,election2020",ukr_rus_suspended,True,0.0003563400823622,0.9999999403953552,0.9993491768836976,5.610021617030725e-05,0.999293088912964,5,10044,72295,-6.318092346180304e-05,1,already_included
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ukr_rus_suspended,True,0.000424082041718,0.9999999403953552,0.9991730451583862,9.455297913518734e-06,0.9991635680198668,5,10044,72295,-0.00012952089309714587,1,already_included
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ukr_rus_suspended,True,0.0009277850040234,0.9999999403953552,0.9984803795814514,0.0002955897653009,0.9981848001480104,5,10044,72295,-0.0009787678718564674,1,already_included
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",ukr_rus_suspended,True,0.0011095295194536,0.9999999403953552,0.9981147050857544,0.0002709382388275,0.9978437423706056,5,10044,72295,-0.00034105777740478516,1,already_included
B,6,covid_political,6,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political",ukr_rus_suspended,True,0.0013918559998273,0.9999999403953552,0.9977090358734132,0.0003973160055465,0.9973117113113404,5,10044,72295,-0.0005320310592651367,1,already_included
B,7,covid19_twitter,7,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter",ukr_rus_suspended,True,0.0014405708061531,0.9999999403953552,0.9974695444107056,0.0002328150440007,0.9972367286682128,5,10044,72295,-7.498264312766345e-05,1,already_included
B,8,midterm,8,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm",ukr_rus_suspended,True,0.0015253764577209,0.9999999403953552,0.9973437786102296,0.0002621813619043,0.9970815777778624,5,10044,72295,-0.0001551508903503418,1,already_included
B,9,twibot20,9,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm,twibot20",ukr_rus_suspended,True,0.0016445613000541,0.9999999403953552,0.9969576597213744,6.416878750314936e-05,0.9968934655189514,5,10044,72295,-0.0001881122589110218,1,already_included
B,2,election2020,2,"ukr_rus_suspended,election2020",ukr_rus_twitter,False,0.0026563871651887,1.0,0.9954670667648317,0.0006351201445795,0.994831919670105,0,10039,150000,0.003057420253753773,3,held_out
B,3,ukr_rus_twitter,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ukr_rus_twitter,True,0.0008477442897856,1.0,0.9985855221748352,0.0002669120149221,0.998318612575531,0,10039,150000,0.0034866929054260254,3,enters
B,4,facebook_page_reference,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ukr_rus_twitter,True,0.0010458478936925,1.0,0.9981393814086914,0.000218772504013,0.9979206323623656,0,10039,150000,-0.0003979802131653942,3,already_included
B,5,cp_hk_twitter,5,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter",ukr_rus_twitter,True,0.0012042372254654,1.0,0.9978997707366944,0.0002886444272007,0.9976111054420472,0,10039,150000,-0.00030952692031838147,3,already_included
B,6,covid_political,6,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political",ukr_rus_twitter,True,0.0015218690969049,1.0,0.9973555207252502,0.0003706288989633,0.9969848990440368,0,10039,150000,-0.000626206398010476,3,already_included
B,7,covid19_twitter,7,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter",ukr_rus_twitter,True,0.0015786363510414,1.0,0.99720960855484,0.0003334100765641,0.9968761801719666,0,10039,150000,-0.00010871887207020148,3,already_included
B,8,midterm,8,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm",ukr_rus_twitter,True,0.0014990409836173,1.0,0.9973474144935608,0.0003136998275294,0.997033715248108,0,10039,150000,0.00015753507614146844,3,already_included
B,9,twibot20,9,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference,cp_hk_twitter,covid_political,covid19_twitter,midterm,twibot20",ukr_rus_twitter,True,0.0012496643466874,1.0,0.9976376891136168,0.0001082732269424,0.99752938747406,0,10039,150000,0.0004956722259519264,3,already_included
C,2,midterm,2,"twibot20,midterm",covid19_twitter,False,0.0001656960084801,1.0,0.9999991655349731,0.0003304022829979,0.9996687769889832,1,10040,150000,4.082918167114258e-05,3,held_out
C,3,covid19_twitter,3,"twibot20,midterm,covid19_twitter",covid19_twitter,True,1.992414399865083e-05,1.0,0.9999914765357972,3.123821807093918e-05,0.9999602437019348,1,10040,150000,0.00029146671295166016,3,enters
C,4,covid_political,4,"twibot20,midterm,covid19_twitter,covid_political",covid19_twitter,True,5.198288999963552e-05,1.0,0.9999759197235109,7.988586730789393e-05,0.9998960494995116,1,10040,150000,-6.419420242320673e-05,3,already_included
C,5,cp_hk_twitter,5,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter",covid19_twitter,True,7.797413127264008e-05,1.0,0.9999790787696838,0.0001349656668026,0.9998441338539124,1,10040,150000,-5.191564559925421e-05,3,already_included
C,6,facebook_page_reference,6,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference",covid19_twitter,True,5.316474926075898e-05,1.0,0.999969244003296,7.5468749855645e-05,0.9998937845230104,1,10040,150000,4.965066909801141e-05,3,already_included
C,7,ukr_rus_twitter,7,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter",covid19_twitter,True,3.5073066101176664e-05,1.0,0.9999834299087524,5.357554255169816e-05,0.9999298453330994,1,10040,150000,3.6060810089000306e-05,3,already_included
C,8,election2020,8,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020",covid19_twitter,True,2.3965552827576175e-05,1.0,0.9999746680259703,2.2629776140092872e-05,0.9999520182609558,1,10040,150000,2.2172927856445312e-05,3,already_included
C,9,ukr_rus_suspended,9,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020,ukr_rus_suspended",covid19_twitter,True,3.9072994695743546e-05,1.0,0.9999884366989136,6.658225902356207e-05,0.9999218583106996,1,10040,150000,-3.0159950256236634e-05,3,already_included
C,2,midterm,2,"twibot20,midterm",covid_political,False,0.0584157817065715,0.9862339496612548,1.0,0.0291457325220108,0.9708542823791504,3,10042,78672,0.014180779457092396,4,held_out
C,3,covid19_twitter,3,"twibot20,midterm,covid19_twitter",covid_political,False,0.0308780539780855,0.993434727191925,1.0,0.0140787241980433,0.9859212636947632,3,10042,78672,0.015066981315612793,4,held_out
C,4,covid_political,4,"twibot20,midterm,covid19_twitter,covid_political",covid_political,True,9.166459676634986e-06,1.0,0.9999995827674866,1.788571898941882e-05,0.999981701374054,3,10042,78672,0.014060437679290771,4,enters
C,5,cp_hk_twitter,5,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter",covid_political,True,8.175294169632252e-06,1.0,0.999999701976776,1.5915633412078023e-05,0.9999837875366212,3,10042,78672,2.086162567249694e-06,4,already_included
C,6,facebook_page_reference,6,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference",covid_political,True,1.5830815755180083e-05,1.0,0.9999988079071044,3.0336699637700804e-05,0.9999684691429138,3,10042,78672,-1.5318393707386413e-05,4,already_included
C,7,ukr_rus_twitter,7,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter",covid_political,True,5.365282959246542e-06,1.0,0.9999989867210388,9.692452294984832e-06,0.9999892711639404,3,10042,78672,2.0802021026611328e-05,4,already_included
C,8,election2020,8,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020",covid_political,True,3.081056320297648e-06,1.0,0.9999982714653016,4.392696155264275e-06,0.999993860721588,3,10042,78672,4.589557647594056e-06,4,already_included
C,9,ukr_rus_suspended,9,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020,ukr_rus_suspended",covid_political,True,1.3692565516976174e-05,1.0,0.9999995827674866,2.6875621188082732e-05,0.9999727010726928,3,10042,78672,-2.1159648895263672e-05,4,already_included
C,2,midterm,2,"twibot20,midterm",cp_hk_twitter,False,0.0004341017629485,0.9999033212661744,0.999281883239746,4.561309469863773e-05,0.9992362856864928,7,10046,150000,-0.000269472599029541,5,held_out
C,3,covid19_twitter,3,"twibot20,midterm,covid19_twitter",cp_hk_twitter,False,0.0008427530410699,0.9999033212661744,0.9988696575164796,0.000334419979481,0.9985352158546448,7,10046,150000,-0.0007010698318480335,5,held_out
C,4,covid_political,4,"twibot20,midterm,covid19_twitter,covid_political",cp_hk_twitter,False,0.0010208756430074,0.9999033212661744,0.998473823070526,0.0001835650036809,0.998290240764618,7,10046,150000,-0.00024497509002674445,5,held_out
C,5,cp_hk_twitter,5,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter",cp_hk_twitter,True,0.0008910140022635,0.9999033212661744,0.9985570907592772,9.451441292185336e-05,0.9984625577926636,7,10046,150000,0.00017231702804554327,5,enters
C,6,facebook_page_reference,6,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference",cp_hk_twitter,True,0.0006958259036764,0.9999033212661744,0.9988064765930176,4.795123459189199e-05,0.9987585544586182,7,10046,150000,0.00029599666595458984,5,already_included
C,7,ukr_rus_twitter,7,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter",cp_hk_twitter,True,0.0003868652856908,1.0,0.9993165731430054,3.784403088502586e-05,0.999278724193573,7,10046,150000,0.000520169734954834,5,already_included
C,8,election2020,8,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020",cp_hk_twitter,True,0.0005457321531139,1.0,0.9990281462669371,1.6107060218928382e-05,0.999012053012848,7,10046,150000,-0.00026667118072498663,5,already_included
C,9,ukr_rus_suspended,9,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020,ukr_rus_suspended",cp_hk_twitter,True,0.0001830005203373,1.0,0.9997003078460692,6.350113835651428e-05,0.9996368288993835,7,10046,150000,0.0006247758865355335,5,already_included
C,2,midterm,2,"twibot20,midterm",election2020,False,0.0011141798458993,1.0,0.9999960660934448,0.0022166392300277,0.9977794289588928,4,10043,78932,0.019684433937072865,8,held_out
C,3,covid19_twitter,3,"twibot20,midterm,covid19_twitter",election2020,False,0.0001954113831743,1.0,0.9999606013298036,0.0003510829410515,0.9996095299720764,4,10043,78932,0.0018301010131835938,8,held_out
C,4,covid_political,4,"twibot20,midterm,covid19_twitter,covid_political",election2020,False,0.000998705625534,1.0,0.9999184608459472,0.0018984804628416,0.9980199933052064,4,10043,78932,-0.0015895366668700062,8,held_out
C,5,cp_hk_twitter,5,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter",election2020,False,0.0010551824234426,1.0,0.9999081492424012,0.0019877722952514,0.9979203939437866,4,10043,78932,-9.959936141978876e-05,8,held_out
C,6,facebook_page_reference,6,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference",election2020,False,0.0011676797876134,1.0,0.999933660030365,0.0022486918605864,0.9976849555969238,4,10043,78932,-0.00023543834686279297,8,held_out
C,7,ukr_rus_twitter,7,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter",election2020,False,0.0005393367027863,1.0,0.9999796152114868,0.00105492467992,0.9989246726036072,4,10043,78932,0.0012397170066833496,8,held_out
C,8,election2020,8,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020",election2020,True,0.0001510466390755,1.0,0.9999430179595948,0.0002450092288199,0.9996979832649232,4,10043,78932,0.000773310661316029,8,enters
C,9,ukr_rus_suspended,9,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020,ukr_rus_suspended",election2020,True,0.0002808369754347,1.0,0.9998209476470948,0.0003822904836852,0.9994386434555054,4,10043,78932,-0.00025933980941783563,8,already_included
C,2,midterm,2,"twibot20,midterm",facebook_page_reference,False,0.0351068973541259,0.9926000237464904,0.9994933605194092,0.016336154192686,0.983157217502594,8,10047,150000,0.005885303020477184,6,held_out
C,3,covid19_twitter,3,"twibot20,midterm,covid19_twitter",facebook_page_reference,False,0.0410397537052631,0.993133306503296,0.9995043873786926,0.0142639437690377,0.9852404594421388,8,10047,150000,0.0020832419395447888,6,held_out
C,4,covid_political,4,"twibot20,midterm,covid19_twitter,covid_political",facebook_page_reference,False,0.0022292684298008,0.9997533559799194,0.9995043873786926,0.0003184151137247,0.9991859793663024,8,10047,150000,0.013945519924163596,6,held_out
C,5,cp_hk_twitter,5,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter",facebook_page_reference,False,0.001798503450118,0.9997566938400269,0.9995083212852478,0.0002728498948272,0.999235451221466,8,10047,150000,4.947185516357422e-05,6,held_out
C,6,facebook_page_reference,6,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference",facebook_page_reference,True,0.0019937651231884,0.9997533559799194,0.9995012283325196,9.571418559062296e-06,0.9994916319847108,8,10047,150000,0.00025618076324485095,6,enters
C,7,ukr_rus_twitter,7,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter",facebook_page_reference,True,0.0022565936669707,0.999750018119812,0.9994933605194092,1.888251063064672e-06,0.9994914531707764,8,10047,150000,-1.7881393443719418e-07,6,already_included
C,8,election2020,8,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020",facebook_page_reference,True,0.0023088986054062,0.9997400045394896,0.9994781017303468,3.58801855782076e-07,0.999477744102478,8,10047,150000,-1.3709068298339844e-05,6,already_included
C,9,ukr_rus_suspended,9,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020,ukr_rus_suspended",facebook_page_reference,True,3.425973409321159e-05,1.0,0.9999395608901978,4.139284556003986e-06,0.9999354481697084,8,10047,150000,0.00045770406723033563,6,already_included
C,2,midterm,2,"twibot20,midterm",midterm,True,0.00041227490874,0.9999033212661744,0.9995710253715516,4.107071072212421e-05,0.9995299577713012,2,10041,150000,0.0002661943435667835,2,enters
C,3,covid19_twitter,3,"twibot20,midterm,covid19_twitter",midterm,True,0.00048359594075,0.999886691570282,0.9994027018547058,2.9217242627055384e-05,0.999373495578766,2,10041,150000,-0.00015646219253517835,2,already_included
C,4,covid_political,4,"twibot20,midterm,covid19_twitter,covid_political",midterm,True,0.0007813415722921,0.99986332654953,0.9990493655204772,0.0001746568741509,0.9988747239112854,2,10041,150000,-0.0004987716674805798,2,already_included
C,5,cp_hk_twitter,5,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter",midterm,True,0.0006850429344922,0.9998800158500672,0.9991512298583984,0.0002116287796525,0.998939573764801,2,10041,150000,6.4849853515625e-05,2,already_included
C,6,facebook_page_reference,6,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference",midterm,True,0.0008551009232178,0.9998800158500672,0.9990471005439758,0.0003907730861101,0.9986563324928284,2,10041,150000,-0.00028324127197265625,2,already_included
C,7,ukr_rus_twitter,7,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter",midterm,True,0.0007199331885203,0.9998800158500672,0.9991915822029114,0.0001909265702124,0.9990006685256958,2,10041,150000,0.00034433603286743164,2,already_included
C,8,election2020,8,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020",midterm,True,0.0008471581968478,0.9998499751091005,0.998940646648407,9.54185234149918e-05,0.9988452196121216,2,10041,150000,-0.00015544891357421875,2,already_included
C,9,ukr_rus_suspended,9,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020,ukr_rus_suspended",midterm,True,0.0002574111276771,1.0,0.9997467398643494,0.0002601666783448,0.9994865655899048,2,10041,150000,0.0006413459777832031,2,already_included
C,2,midterm,2,"twibot20,midterm",twibot20,True,0.0005046597216278,0.9999799728393556,0.9993950724601746,0.0002649550151545,0.999130129814148,6,10045,150000,-0.00016528367996204718,1,already_included
C,3,covid19_twitter,3,"twibot20,midterm,covid19_twitter",twibot20,True,0.000814257597085,0.9998066425323486,0.9990412592887878,0.0004063102824147,0.998634934425354,6,10045,150000,-0.0004951953887939453,1,already_included
C,4,covid_political,4,"twibot20,midterm,covid19_twitter,covid_political",twibot20,True,0.0013777408748865,0.9997533559799194,0.998798966407776,0.0012381998822093,0.997560739517212,6,10045,150000,-0.0010741949081419788,1,already_included
C,5,cp_hk_twitter,5,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter",twibot20,True,0.0012284370604902,0.9999099969863892,0.999009907245636,0.0012537806760519,0.9977561235427856,6,10045,150000,0.00019538402557361945,1,already_included
C,6,facebook_page_reference,6,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference",twibot20,True,0.0013304591411724,0.9999733567237854,0.9992137551307678,0.0017353182192891,0.9974784255027772,6,10045,150000,-0.0002776980400084339,1,already_included
C,7,ukr_rus_twitter,7,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter",twibot20,True,0.0007072653388604,0.999970018863678,0.9994966387748718,0.0008198610157705,0.9986767768859864,6,10045,150000,0.0011983513832092285,1,already_included
C,8,election2020,8,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020",twibot20,True,0.0006190940039232,0.9999600052833556,0.9992606043815612,0.0003580978664103,0.9989024996757508,6,10045,150000,0.0002257227897644043,1,already_included
C,9,ukr_rus_suspended,9,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020,ukr_rus_suspended",twibot20,True,0.0003256335039623,1.0,0.9998180270195008,0.0004668097826652,0.99935120344162,6,10045,150000,0.0004487037658691406,1,already_included
C,2,midterm,2,"twibot20,midterm",ukr_rus_suspended,False,0.1424664109945297,0.9808907508850098,0.9732581973075868,0.0155775221064686,0.9576807022094728,5,10044,72295,0.013810217380523793,9,held_out
C,3,covid19_twitter,3,"twibot20,midterm,covid19_twitter",ukr_rus_suspended,False,0.1198364496231079,0.982979416847229,0.9731678366661072,0.0124601405113935,0.9607077240943908,5,10044,72295,0.003027021884917991,9,held_out
C,4,covid_political,4,"twibot20,midterm,covid19_twitter,covid_political",ukr_rus_suspended,False,0.1079868152737617,0.9865896105766296,0.9729421138763428,0.0013252404751256,0.9716168642044068,5,10044,72295,0.010909140110016091,9,held_out
C,5,cp_hk_twitter,5,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter",ukr_rus_suspended,False,0.0863342061638832,0.986658811569214,0.9731327295303344,0.0010190261527895,0.9721137285232544,5,10044,72295,0.0004968643188475452,9,held_out
C,6,facebook_page_reference,6,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference",ukr_rus_suspended,False,0.1054158508777618,0.986631155014038,0.9730449914932252,0.0023406839463859,0.9707043170928956,5,10044,72295,-0.0014094114303587757,9,held_out
C,7,ukr_rus_twitter,7,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter",ukr_rus_suspended,False,0.1175268962979316,0.9866104125976562,0.9730083346366882,0.0008587501361034,0.9721496105194092,5,10044,72295,0.0014452934265135609,9,held_out
C,8,election2020,8,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020",ukr_rus_suspended,False,0.1183062046766281,0.9864997267723083,0.972819209098816,0.000211129852687,0.9726080894470216,5,10044,72295,0.0004584789276124157,9,held_out
C,9,ukr_rus_suspended,9,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,election2020,ukr_rus_suspended",ukr_rus_suspended,True,0.0019282321445643,0.9999999403953552,0.9964872598648072,0.0001001074924715,0.9963871240615844,5,10044,72295,0.023779034614562766,9,enters
C,2,midterm,2,"twibot20,midterm",ukr_rus_twitter,False,0.0017915364587679,0.9999866485595704,0.9969668984413148,9.572860290063544e-05,0.9968711733818054,0,10039,150000,-0.0016228556632995605,7,held_out
C,3,covid19_twitter,3,"twibot20,midterm,covid19_twitter",ukr_rus_twitter,False,0.0035765059292316,0.9992300271987916,0.9942786693572998,0.0003500521415844,0.993928611278534,0,10039,150000,-0.0029425621032713734,7,held_out
C,4,covid_political,4,"twibot20,midterm,covid19_twitter,covid_political",ukr_rus_twitter,False,0.0038429761771112,0.9992333054542542,0.9937595725059508,0.000277292827377,0.9934822916984558,0,10039,150000,-0.000446319580078236,7,held_out
C,5,cp_hk_twitter,5,"twibot20,midterm,covid19_twitter,covid_political,cp_hk_twitter",ukr_rus_twitter,False,0.0032090956810861,0.9999866485595704,0.9947144985198976,0.0004287723859306,0.9942857027053832,0,10039,150000,0.0008034110069273792,7,held_out
