model_id	checkpoint	sources	training_seed	checkpoint_step	training_revision	checkpoint_sha256
nmi_exposure_r7_s1	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_exposure_r7_s1_20260908_132652_022/checkpoint/state_dict_8000.ckpt	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk	1	8000	f6593005900fead88a6a339d4c6f0e6e8ab68438	81d89153eee7eb65e926fc87af1ff157d39eb489f38220add30adb80c757598b
nmi_exposure_r7_s2	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_exposure_r7_s2_20260908_132652_070/checkpoint/state_dict_6000.ckpt	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk	2	6000	f6593005900fead88a6a339d4c6f0e6e8ab68438	9a2f6fa98de57c1bd876fa363d03fd08e9090d440157ca24c51ae3e44db51e1a
nmi_exposure_r8_s0	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_exposure_r8_s0_20260904_023439_001/checkpoint/state_dict_10000.ckpt	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference	0	10000	6260524ef6a5833ea1628712e901904db5fb5b75	d6474e0619152a86b7957cd0646050b2dd538bf9f877837eafb2ef270e7fd62b
nmi_exposure_r8_s1	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_exposure_r8_s1_20260908_132652_023/checkpoint/state_dict_6000.ckpt	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference	1	6000	f6593005900fead88a6a339d4c6f0e6e8ab68438	d71aa02c88f2b0bd0b991d79f2ddfb00b4636b632ac700ff45452e0df1a2437e
nmi_exposure_r8_s2	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_exposure_r8_s2_20260908_132652_071/checkpoint/state_dict_10000.ckpt	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference	2	10000	f6593005900fead88a6a339d4c6f0e6e8ab68438	63e5cdf48cf94c54636472930fbd01fed69ab7d121573838aaeda605159e148f
nmi_objective_r1_s0	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_objective_r1_s0_20260904_023439_030/checkpoint/state_dict_10000.ckpt	ukr_rus	0	10000	6260524ef6a5833ea1628712e901904db5fb5b75	d8d01eacf3c1a755f42f00256ccd9e812bb9046bda4bc4fde39217fc07aef959
nmi_objective_r1_s1	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_objective_r1_s1_20260908_132652_008/checkpoint/state_dict_10000.ckpt	ukr_rus	1	10000	f6593005900fead88a6a339d4c6f0e6e8ab68438	b609ebcd79e626742bd2b3271402bd05607671ccb0a6537a9d2b07bedfa033bf
nmi_objective_r1_s2	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_objective_r1_s2_20260908_132652_056/checkpoint/state_dict_8000.ckpt	ukr_rus	2	8000	f6593005900fead88a6a339d4c6f0e6e8ab68438	d8f8fc35c27036157e54d1d02095f8f691048766b71af01578159023a50b9764
nmi_objective_r2_s0	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_objective_r2_s0_20260904_023439_047/checkpoint/state_dict_8000.ckpt	ukr_rus,covid	0	8000	6260524ef6a5833ea1628712e901904db5fb5b75	08a6ff2453c75304a2e838d4c555c720dca63942bf9f6f9ef01c6842ca89bf1c
nmi_objective_r2_s1	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_objective_r2_s1_20260908_132652_009/checkpoint/state_dict_8000.ckpt	ukr_rus,covid	1	8000	f6593005900fead88a6a339d4c6f0e6e8ab68438	99505cc7d3bd8890b7a254ca8bf2c852e39da9cad277a5471c0c6955df382523
nmi_objective_r2_s2	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_objective_r2_s2_20260908_132652_057/checkpoint/state_dict_10000.ckpt	ukr_rus,covid	2	10000	f6593005900fead88a6a339d4c6f0e6e8ab68438	4d8665a5846461e9e76d6ff5d5579808e754537ec43b71429e947cbb48592577
nmi_objective_r3_s0	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_objective_r3_s0_20260904_023439_064/checkpoint/state_dict_8000.ckpt	ukr_rus,covid,midterm	0	8000	6260524ef6a5833ea1628712e901904db5fb5b75	7ac59081b00f7396bd8012c2f8e0c6982c254d8f9e997aee9b4b19f7371202c4
nmi_objective_r3_s1	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_objective_r3_s1_20260908_132652_010/checkpoint/state_dict_4000.ckpt	ukr_rus,covid,midterm	1	4000	f6593005900fead88a6a339d4c6f0e6e8ab68438	f38a84f9ee007d9386bc30ecc516243c1bf6f63b4d1aba1e45011b37eb1fe870
nmi_objective_r3_s2	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_objective_r3_s2_20260908_132652_058/checkpoint/state_dict_10000.ckpt	ukr_rus,covid,midterm	2	10000	f6593005900fead88a6a339d4c6f0e6e8ab68438	2416baf0e429582521e471dda1f25613cc70933ddede2061b5bcdd54d46fb878
nmi_objective_r4_s0	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_objective_r4_s0_20260904_023439_081/checkpoint/state_dict_6000.ckpt	ukr_rus,covid,midterm,covid_political	0	6000	6260524ef6a5833ea1628712e901904db5fb5b75	5293a9b96aa97d4a84ec26c862e0d2e5b4660a5be49c43dfa672a5a40c3a5163
nmi_objective_r4_s1	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_objective_r4_s1_20260908_132652_011/checkpoint/state_dict_8000.ckpt	ukr_rus,covid,midterm,covid_political	1	8000	f6593005900fead88a6a339d4c6f0e6e8ab68438	681d1445f524d754c72a4ec3bdb743a768dac30f34e3621f4f21207cabb82b06
nmi_objective_r4_s2	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_objective_r4_s2_20260908_132652_059/checkpoint/state_dict_6000.ckpt	ukr_rus,covid,midterm,covid_political	2	6000	f6593005900fead88a6a339d4c6f0e6e8ab68438	717fa28be6d8750c4637e84e7291f04fa4774abb8d31dd7544c0f4619e2c5443
nmi_objective_r5_s0	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_objective_r5_s0_20260904_023439_098/checkpoint/state_dict_10000.ckpt	ukr_rus,covid,midterm,covid_political,election2020	0	10000	6260524ef6a5833ea1628712e901904db5fb5b75	057ed204c945b96392db37af50d8c6ade3dea31834b6fce9786e42ca960c6676
nmi_objective_r5_s1	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_objective_r5_s1_20260908_132652_012/checkpoint/state_dict_10000.ckpt	ukr_rus,covid,midterm,covid_political,election2020	1	10000	f6593005900fead88a6a339d4c6f0e6e8ab68438	93a8d403fa44da10bd1884f0e431fb032d78932957b55753049f055b7f28d313
nmi_objective_r5_s2	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_objective_r5_s2_20260908_132652_060/checkpoint/state_dict_8000.ckpt	ukr_rus,covid,midterm,covid_political,election2020	2	8000	f6593005900fead88a6a339d4c6f0e6e8ab68438	eeaa5b044bd3dfabce1f5710539beebf4f18b19a7828f1a8aa29baf57fde71a1
nmi_objective_r6_s0	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_objective_r6_s0_20260904_023439_115/checkpoint/state_dict_10000.ckpt	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended	0	10000	6260524ef6a5833ea1628712e901904db5fb5b75	a17f5078b572a2fdc90d8ac8f709fe7dff7060ec9ce369fe564bf6cf0dff4aca
nmi_objective_r6_s1	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_objective_r6_s1_20260908_132652_013/checkpoint/state_dict_8000.ckpt	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended	1	8000	f6593005900fead88a6a339d4c6f0e6e8ab68438	6282a2f40ac5688db367ef5a190f1a7fc665e65d1c3bcc4bb823757d27d08bef
nmi_objective_r6_s2	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_objective_r6_s2_20260908_132652_061/checkpoint/state_dict_4000.ckpt	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended	2	4000	f6593005900fead88a6a339d4c6f0e6e8ab68438	1dbef568a65507e400cd1eb7eb499c91360855d8ecbdc339e702fdc5e2b746e5
nmi_objective_r7_s0	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_objective_r7_s0_20260904_023439_132/checkpoint/state_dict_8000.ckpt	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk	0	8000	6260524ef6a5833ea1628712e901904db5fb5b75	d08d96c4df6dd9fd40d6cb9798d62302942c887b2c5d08b2c02c02e69cd21c97
nmi_objective_r7_s1	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_objective_r7_s1_20260908_132652_014/checkpoint/state_dict_10000.ckpt	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk	1	10000	f6593005900fead88a6a339d4c6f0e6e8ab68438	3955e73a471dc0fc146cad878515129df95dfb3ba53a97cca3119e318632c862
nmi_objective_r7_s2	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_objective_r7_s2_20260908_132652_062/checkpoint/state_dict_10000.ckpt	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk	2	10000	f6593005900fead88a6a339d4c6f0e6e8ab68438	6d24762166864864883154592286679c707e5604b28e6a39c390fabc5844b45d
nmi_objective_r8_s0	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_objective_r8_s0_20260904_023439_013/checkpoint/state_dict_10000.ckpt	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference	0	10000	6260524ef6a5833ea1628712e901904db5fb5b75	1e6a97d9345b7a7116887613d193e454afa51d1a3f2795536915b9608817161c
nmi_objective_r8_s1	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_objective_r8_s1_20260908_132652_015/checkpoint/state_dict_10000.ckpt	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference	1	10000	f6593005900fead88a6a339d4c6f0e6e8ab68438	dbd56d8603232ea742a135b5a460b524eeaa79f3ae46b82075f4a937797d0f07
nmi_objective_r8_s2	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_objective_r8_s2_20260908_132652_063/checkpoint/state_dict_4000.ckpt	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference	2	4000	f6593005900fead88a6a339d4c6f0e6e8ab68438	2512ab24ef88591d78f57415d2126b44a3c04eeba45573632d9499441efde6a5
nmi_schedule_r1_s0	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_schedule_r1_s0_20260904_023439_019/checkpoint/state_dict_10000.ckpt	ukr_rus	0	10000	6260524ef6a5833ea1628712e901904db5fb5b75	5fe498d749adcffb0b3a5338f8c2966bf4ef3cbce0b8dd3624b5e9931ab55747
nmi_schedule_r1_s1	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_schedule_r1_s1_20260908_132652_024/checkpoint/state_dict_8000.ckpt	ukr_rus	1	8000	f6593005900fead88a6a339d4c6f0e6e8ab68438	1a46fea298012828ab47e099f2e53cea62b473fcbbb9274196fe3aa4856203ba
nmi_schedule_r1_s2	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_schedule_r1_s2_20260908_132652_072/checkpoint/state_dict_10000.ckpt	ukr_rus	2	10000	f6593005900fead88a6a339d4c6f0e6e8ab68438	dcf9f26a9a5f7b4e748f5053311e63a2510fb5e01414821a5229bfee8eb6c5bb
nmi_schedule_r2_s0	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_schedule_r2_s0_20260904_023439_036/checkpoint/state_dict_10000.ckpt	ukr_rus,covid	0	10000	6260524ef6a5833ea1628712e901904db5fb5b75	e62665a8193a532a475de7e2a982cc86ee90915bbdc95df917473212a9e7d78c
nmi_schedule_r2_s1	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_schedule_r2_s1_20260908_132652_025/checkpoint/state_dict_10000.ckpt	ukr_rus,covid	1	10000	f6593005900fead88a6a339d4c6f0e6e8ab68438	bc945d23c9e8d3caaf3e773828739f5d2b5cf1d000fe1e7ff24c92496658acc5
nmi_schedule_r2_s2	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_schedule_r2_s2_20260908_132652_073/checkpoint/state_dict_10000.ckpt	ukr_rus,covid	2	10000	f6593005900fead88a6a339d4c6f0e6e8ab68438	7b057ed3eb83359c170c6ec7fdc9576f553ba1af4ed8856c85ee9b7da730ef82
nmi_schedule_r3_s0	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_schedule_r3_s0_20260904_023439_053/checkpoint/state_dict_6000.ckpt	ukr_rus,covid,midterm	0	6000	6260524ef6a5833ea1628712e901904db5fb5b75	41e64c4784c5cde1005101f21c74580a3b9d32d131f895df72f741c9005f8ca5
nmi_schedule_r3_s1	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_schedule_r3_s1_20260908_132652_026/checkpoint/state_dict_8000.ckpt	ukr_rus,covid,midterm	1	8000	f6593005900fead88a6a339d4c6f0e6e8ab68438	b1a83bc3b3e749a1365cb6dafcaf39d9d72f3c6da48f1a517faeffbd870bdca1
nmi_schedule_r3_s2	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_schedule_r3_s2_20260908_132652_074/checkpoint/state_dict_10000.ckpt	ukr_rus,covid,midterm	2	10000	f6593005900fead88a6a339d4c6f0e6e8ab68438	f00bc50db32415bc835d392cb1f55880b8d44c70f9b220dba0b99a68c32f6452
nmi_schedule_r4_s0	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_schedule_r4_s0_20260904_023439_070/checkpoint/state_dict_10000.ckpt	ukr_rus,covid,midterm,covid_political	0	10000	6260524ef6a5833ea1628712e901904db5fb5b75	5bd6565a916ea293ed2047e1c52151a906fc86107ada615d7b45f779d0cfb319
nmi_schedule_r4_s1	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_schedule_r4_s1_20260908_132652_027/checkpoint/state_dict_10000.ckpt	ukr_rus,covid,midterm,covid_political	1	10000	f6593005900fead88a6a339d4c6f0e6e8ab68438	98256f87a7e863c128094669fc951565e38ade23f09100f440417aa95b72d411
nmi_schedule_r4_s2	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_schedule_r4_s2_20260908_132652_075/checkpoint/state_dict_8000.ckpt	ukr_rus,covid,midterm,covid_political	2	8000	f6593005900fead88a6a339d4c6f0e6e8ab68438	1dc972fc67fd92d589b6e5d040653a7c8f6fbbc26b0c263a555d8210dbc10199
nmi_schedule_r5_s0	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_schedule_r5_s0_20260904_023439_087/checkpoint/state_dict_4000.ckpt	ukr_rus,covid,midterm,covid_political,election2020	0	4000	6260524ef6a5833ea1628712e901904db5fb5b75	31cafc3c5e8d5859feea8a2c17fe5fccbb1c6df98baf532ff17d1f9517ca43d9
nmi_schedule_r5_s1	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_schedule_r5_s1_20260908_132652_028/checkpoint/state_dict_2000.ckpt	ukr_rus,covid,midterm,covid_political,election2020	1	2000	f6593005900fead88a6a339d4c6f0e6e8ab68438	264fe0a1140481b00b25151d4adeed36da4802a80ff5f0eb9284e4d086ab24f2
nmi_schedule_r5_s2	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_schedule_r5_s2_20260908_132652_076/checkpoint/state_dict_2000.ckpt	ukr_rus,covid,midterm,covid_political,election2020	2	2000	f6593005900fead88a6a339d4c6f0e6e8ab68438	b27908f980cbbeebfdcc82dbea4db537ade5d80067bd7f30e4fcfe5d794a5ab9
nmi_schedule_r6_s0	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_schedule_r6_s0_20260904_023439_104/checkpoint/state_dict_4000.ckpt	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended	0	4000	6260524ef6a5833ea1628712e901904db5fb5b75	4a0113703cf6ddfd351463977a28d72dd32a5f3dfcfd0f7651e1e43e24fb3bb3
nmi_schedule_r6_s1	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_schedule_r6_s1_20260908_132652_029/checkpoint/state_dict_10000.ckpt	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended	1	10000	f6593005900fead88a6a339d4c6f0e6e8ab68438	01e3df6df95617e398d3ff4dba91f7da9f8c05a1bd1a223c43a7c9be6e7996aa
nmi_schedule_r6_s2	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_schedule_r6_s2_20260908_132652_077/checkpoint/state_dict_2000.ckpt	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended	2	2000	f6593005900fead88a6a339d4c6f0e6e8ab68438	332be1c6cb9b41af74ca9a55da911d1ab1f12f273f95c670e5800ad7b065ef4b
nmi_schedule_r7_s0	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_schedule_r7_s0_20260904_023439_121/checkpoint/state_dict_10000.ckpt	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk	0	10000	6260524ef6a5833ea1628712e901904db5fb5b75	ed92e4ca8182cba842e70316597cf923e10953570f2e6547e14b5c2094988ef6
nmi_schedule_r7_s1	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_schedule_r7_s1_20260908_132652_030/checkpoint/state_dict_8000.ckpt	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk	1	8000	f6593005900fead88a6a339d4c6f0e6e8ab68438	bdc5f55fb87c6dbc08a3fcba9af2c735082a6e58f6b46aa28716e28e9babe331
nmi_schedule_r7_s2	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_schedule_r7_s2_20260908_132652_078/checkpoint/state_dict_10000.ckpt	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk	2	10000	f6593005900fead88a6a339d4c6f0e6e8ab68438	26a602470ec412d0cbb9e3af9246355e5668464cd87411cb704f7ad54315eab5
nmi_schedule_r8_s0	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_schedule_r8_s0_20260904_023439_002/checkpoint/state_dict_6000.ckpt	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference	0	6000	6260524ef6a5833ea1628712e901904db5fb5b75	355a393a0f0dfbf93e5f8151a8e8798798d5cf5ab5c0e5185baf398294631671
nmi_schedule_r8_s1	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_schedule_r8_s1_20260908_132652_031/checkpoint/state_dict_6000.ckpt	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference	1	6000	f6593005900fead88a6a339d4c6f0e6e8ab68438	39edd1a83d0488139798486449bd6e752ba401848cf69deaebbdbcdbbc7f05a9
nmi_schedule_r8_s2	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_schedule_r8_s2_20260908_132652_079/checkpoint/state_dict_6000.ckpt	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference	2	6000	f6593005900fead88a6a339d4c6f0e6e8ab68438	7dcb30ca042bedd3e1f0cb9ef4eb933a9cf42e44741502ff2bbcdfe4c0cd1d06
