arm	rung	training_seed	model_id	sources	checkpoint_step	checkpoint	checkpoint_sha256	training_revision	dataset	episodes	queries	episode_fingerprint	roc_auc	accuracy	f1
composition	2	1	nmi_composition_r2_s1	ukr_rus,covid	6000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r2_s1_20260908_132652_033/checkpoint/state_dict_6000.ckpt	6f4590a54bdbc2d8b57ac5a2f3e8a3729ee1038abe81d045107b6811d8bbf6a1	f6593005900fead88a6a339d4c6f0e6e8ab68438	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6345952351888021	0.5930989583333334	0.5838881491344874
composition	2	1	nmi_composition_r2_s1	ukr_rus,covid	6000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r2_s1_20260908_132652_033/checkpoint/state_dict_6000.ckpt	6f4590a54bdbc2d8b57ac5a2f3e8a3729ee1038abe81d045107b6811d8bbf6a1	f6593005900fead88a6a339d4c6f0e6e8ab68438	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.4708251953125	0.484375	0.472
composition	2	2	nmi_composition_r2_s2	ukr_rus,covid	8000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r2_s2_20260908_132652_081/checkpoint/state_dict_8000.ckpt	ae055710cabedd4f82c59913f6ed6a138aebda91acee8b24cd96ea089e89e4c1	f6593005900fead88a6a339d4c6f0e6e8ab68438	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9462057043004919	0.90234375	0.8210023866348448
composition	2	2	nmi_composition_r2_s2	ukr_rus,covid	8000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r2_s2_20260908_132652_081/checkpoint/state_dict_8000.ckpt	ae055710cabedd4f82c59913f6ed6a138aebda91acee8b24cd96ea089e89e4c1	f6593005900fead88a6a339d4c6f0e6e8ab68438	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.98175048828125	0.984375	0.9846153846153847
composition	2	2	nmi_composition_r2_s2	ukr_rus,covid	8000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r2_s2_20260908_132652_081/checkpoint/state_dict_8000.ckpt	ae055710cabedd4f82c59913f6ed6a138aebda91acee8b24cd96ea089e89e4c1	f6593005900fead88a6a339d4c6f0e6e8ab68438	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7757415771484375	0.6982421875	0.6919242273180458
composition	2	2	nmi_composition_r2_s2	ukr_rus,covid	8000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r2_s2_20260908_132652_081/checkpoint/state_dict_8000.ckpt	ae055710cabedd4f82c59913f6ed6a138aebda91acee8b24cd96ea089e89e4c1	f6593005900fead88a6a339d4c6f0e6e8ab68438	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6278612348768446	0.5875651041666666	0.5825370675453048
composition	2	2	nmi_composition_r2_s2	ukr_rus,covid	8000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r2_s2_20260908_132652_081/checkpoint/state_dict_8000.ckpt	ae055710cabedd4f82c59913f6ed6a138aebda91acee8b24cd96ea089e89e4c1	f6593005900fead88a6a339d4c6f0e6e8ab68438	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.47247314453125	0.51171875	0.5136186770428015
composition	3	0	nmi_composition_r3_s0	ukr_rus,covid,midterm	8000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_composition_r3_s0_20260904_023439_054/checkpoint/state_dict_8000.ckpt	5a6faba71b795cc253120db8c17f92e6d19e75a61337c940cba25fd171babd8e	6260524ef6a5833ea1628712e901904db5fb5b75	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.921594125253183	0.8785807291666666	0.7819988310929281
composition	3	0	nmi_composition_r3_s0	ukr_rus,covid,midterm	8000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_composition_r3_s0_20260904_023439_054/checkpoint/state_dict_8000.ckpt	5a6faba71b795cc253120db8c17f92e6d19e75a61337c940cba25fd171babd8e	6260524ef6a5833ea1628712e901904db5fb5b75	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.98480224609375	0.984375	0.9846153846153847
composition	3	0	nmi_composition_r3_s0	ukr_rus,covid,midterm	8000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_composition_r3_s0_20260904_023439_054/checkpoint/state_dict_8000.ckpt	5a6faba71b795cc253120db8c17f92e6d19e75a61337c940cba25fd171babd8e	6260524ef6a5833ea1628712e901904db5fb5b75	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.735107421875	0.666015625	0.6653620352250489
composition	3	0	nmi_composition_r3_s0	ukr_rus,covid,midterm	8000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_composition_r3_s0_20260904_023439_054/checkpoint/state_dict_8000.ckpt	5a6faba71b795cc253120db8c17f92e6d19e75a61337c940cba25fd171babd8e	6260524ef6a5833ea1628712e901904db5fb5b75	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6138848198784721	0.5774739583333334	0.5785714285714286
composition	3	0	nmi_composition_r3_s0	ukr_rus,covid,midterm	8000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_composition_r3_s0_20260904_023439_054/checkpoint/state_dict_8000.ckpt	5a6faba71b795cc253120db8c17f92e6d19e75a61337c940cba25fd171babd8e	6260524ef6a5833ea1628712e901904db5fb5b75	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.4918212890625	0.515625	0.5118110236220472
composition	3	1	nmi_composition_r3_s1	ukr_rus,covid,midterm	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r3_s1_20260908_132652_034/checkpoint/state_dict_10000.ckpt	9fecdf7362176cddd694bac894ff6d9b7987ce5677889bc09de300095c2495bf	f6593005900fead88a6a339d4c6f0e6e8ab68438	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9314114605938947	0.8883463541666666	0.7971614429331756
composition	3	1	nmi_composition_r3_s1	ukr_rus,covid,midterm	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r3_s1_20260908_132652_034/checkpoint/state_dict_10000.ckpt	9fecdf7362176cddd694bac894ff6d9b7987ce5677889bc09de300095c2495bf	f6593005900fead88a6a339d4c6f0e6e8ab68438	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.98040771484375	0.984375	0.9846153846153847
composition	3	1	nmi_composition_r3_s1	ukr_rus,covid,midterm	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r3_s1_20260908_132652_034/checkpoint/state_dict_10000.ckpt	9fecdf7362176cddd694bac894ff6d9b7987ce5677889bc09de300095c2495bf	f6593005900fead88a6a339d4c6f0e6e8ab68438	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7551765441894531	0.697265625	0.6948818897637795
composition	3	1	nmi_composition_r3_s1	ukr_rus,covid,midterm	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r3_s1_20260908_132652_034/checkpoint/state_dict_10000.ckpt	9fecdf7362176cddd694bac894ff6d9b7987ce5677889bc09de300095c2495bf	f6593005900fead88a6a339d4c6f0e6e8ab68438	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6194271511501737	0.5693359375	0.5597337770382695
composition	3	1	nmi_composition_r3_s1	ukr_rus,covid,midterm	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r3_s1_20260908_132652_034/checkpoint/state_dict_10000.ckpt	9fecdf7362176cddd694bac894ff6d9b7987ce5677889bc09de300095c2495bf	f6593005900fead88a6a339d4c6f0e6e8ab68438	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.52423095703125	0.51171875	0.5098039215686274
composition	3	2	nmi_composition_r3_s2	ukr_rus,covid,midterm	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r3_s2_20260908_132652_082/checkpoint/state_dict_10000.ckpt	e246682295a9ec8c5352b7b9d13628d0850112e1e4f49403689929f568ec2c3e	f6593005900fead88a6a339d4c6f0e6e8ab68438	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9312543515805844	0.890625	0.8002378121284186
composition	3	2	nmi_composition_r3_s2	ukr_rus,covid,midterm	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r3_s2_20260908_132652_082/checkpoint/state_dict_10000.ckpt	e246682295a9ec8c5352b7b9d13628d0850112e1e4f49403689929f568ec2c3e	f6593005900fead88a6a339d4c6f0e6e8ab68438	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.986785888671875	0.984375	0.9846153846153847
composition	3	2	nmi_composition_r3_s2	ukr_rus,covid,midterm	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r3_s2_20260908_132652_082/checkpoint/state_dict_10000.ckpt	e246682295a9ec8c5352b7b9d13628d0850112e1e4f49403689929f568ec2c3e	f6593005900fead88a6a339d4c6f0e6e8ab68438	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7564620971679688	0.69140625	0.684
composition	3	2	nmi_composition_r3_s2	ukr_rus,covid,midterm	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r3_s2_20260908_132652_082/checkpoint/state_dict_10000.ckpt	e246682295a9ec8c5352b7b9d13628d0850112e1e4f49403689929f568ec2c3e	f6593005900fead88a6a339d4c6f0e6e8ab68438	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6100525326199002	0.5758463541666666	0.5789983844911147
composition	3	2	nmi_composition_r3_s2	ukr_rus,covid,midterm	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r3_s2_20260908_132652_082/checkpoint/state_dict_10000.ckpt	e246682295a9ec8c5352b7b9d13628d0850112e1e4f49403689929f568ec2c3e	f6593005900fead88a6a339d4c6f0e6e8ab68438	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.47296142578125	0.4609375	0.4344262295081967
composition	4	0	nmi_composition_r4_s0	ukr_rus,covid,midterm,covid_political	8000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_composition_r4_s0_20260904_023439_071/checkpoint/state_dict_8000.ckpt	cdba11bb90373bbbc658a171cdbf30ccb8ea601e2d085c980bdd6ccad7b1557d	6260524ef6a5833ea1628712e901904db5fb5b75	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9095591792353876	0.8570963541666666	0.7548855388051368
composition	4	0	nmi_composition_r4_s0	ukr_rus,covid,midterm,covid_political	8000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_composition_r4_s0_20260904_023439_071/checkpoint/state_dict_8000.ckpt	cdba11bb90373bbbc658a171cdbf30ccb8ea601e2d085c980bdd6ccad7b1557d	6260524ef6a5833ea1628712e901904db5fb5b75	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.98577880859375	0.984375	0.9846153846153847
composition	4	0	nmi_composition_r4_s0	ukr_rus,covid,midterm,covid_political	8000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_composition_r4_s0_20260904_023439_071/checkpoint/state_dict_8000.ckpt	cdba11bb90373bbbc658a171cdbf30ccb8ea601e2d085c980bdd6ccad7b1557d	6260524ef6a5833ea1628712e901904db5fb5b75	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7599716186523438	0.6845703125	0.6779661016949152
composition	4	0	nmi_composition_r4_s0	ukr_rus,covid,midterm,covid_political	8000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_composition_r4_s0_20260904_023439_071/checkpoint/state_dict_8000.ckpt	cdba11bb90373bbbc658a171cdbf30ccb8ea601e2d085c980bdd6ccad7b1557d	6260524ef6a5833ea1628712e901904db5fb5b75	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6391406589084202	0.5986328125	0.5998052580331061
composition	4	0	nmi_composition_r4_s0	ukr_rus,covid,midterm,covid_political	8000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_composition_r4_s0_20260904_023439_071/checkpoint/state_dict_8000.ckpt	cdba11bb90373bbbc658a171cdbf30ccb8ea601e2d085c980bdd6ccad7b1557d	6260524ef6a5833ea1628712e901904db5fb5b75	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.4810791015625	0.50390625	0.48582995951417
composition	4	1	nmi_composition_r4_s1	ukr_rus,covid,midterm,covid_political	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r4_s1_20260908_132652_035/checkpoint/state_dict_10000.ckpt	4039c22103a58aee7c56f3090ff3c428b9b6d60917fa5b0770e3b76e974cca3d	f6593005900fead88a6a339d4c6f0e6e8ab68438	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9244658858687789	0.880859375	0.7877030162412993
composition	4	1	nmi_composition_r4_s1	ukr_rus,covid,midterm,covid_political	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r4_s1_20260908_132652_035/checkpoint/state_dict_10000.ckpt	4039c22103a58aee7c56f3090ff3c428b9b6d60917fa5b0770e3b76e974cca3d	f6593005900fead88a6a339d4c6f0e6e8ab68438	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.9849853515625	0.984375	0.9846153846153847
composition	4	1	nmi_composition_r4_s1	ukr_rus,covid,midterm,covid_political	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r4_s1_20260908_132652_035/checkpoint/state_dict_10000.ckpt	4039c22103a58aee7c56f3090ff3c428b9b6d60917fa5b0770e3b76e974cca3d	f6593005900fead88a6a339d4c6f0e6e8ab68438	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.757232666015625	0.6982421875	0.6919242273180458
composition	4	1	nmi_composition_r4_s1	ukr_rus,covid,midterm,covid_political	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r4_s1_20260908_132652_035/checkpoint/state_dict_10000.ckpt	4039c22103a58aee7c56f3090ff3c428b9b6d60917fa5b0770e3b76e974cca3d	f6593005900fead88a6a339d4c6f0e6e8ab68438	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6325244903564453	0.5934244791666666	0.5854629936939927
composition	4	1	nmi_composition_r4_s1	ukr_rus,covid,midterm,covid_political	10000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r4_s1_20260908_132652_035/checkpoint/state_dict_10000.ckpt	4039c22103a58aee7c56f3090ff3c428b9b6d60917fa5b0770e3b76e974cca3d	f6593005900fead88a6a339d4c6f0e6e8ab68438	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.4901123046875	0.515625	0.5079365079365079
composition	4	2	nmi_composition_r4_s2	ukr_rus,covid,midterm,covid_political	8000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r4_s2_20260908_132652_083/checkpoint/state_dict_8000.ckpt	e566df55a0229a6a08da796693c425130bf55d259ee0d770537184d20fd0c65a	f6593005900fead88a6a339d4c6f0e6e8ab68438	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9361323603877314	0.9065755208333334	0.827212522576761
composition	4	2	nmi_composition_r4_s2	ukr_rus,covid,midterm,covid_political	8000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r4_s2_20260908_132652_083/checkpoint/state_dict_8000.ckpt	e566df55a0229a6a08da796693c425130bf55d259ee0d770537184d20fd0c65a	f6593005900fead88a6a339d4c6f0e6e8ab68438	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.982421875	0.984375	0.9846153846153847
composition	4	2	nmi_composition_r4_s2	ukr_rus,covid,midterm,covid_political	8000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r4_s2_20260908_132652_083/checkpoint/state_dict_8000.ckpt	e566df55a0229a6a08da796693c425130bf55d259ee0d770537184d20fd0c65a	f6593005900fead88a6a339d4c6f0e6e8ab68438	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7637062072753906	0.6884765625	0.6806806806806807
composition	4	2	nmi_composition_r4_s2	ukr_rus,covid,midterm,covid_political	8000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r4_s2_20260908_132652_083/checkpoint/state_dict_8000.ckpt	e566df55a0229a6a08da796693c425130bf55d259ee0d770537184d20fd0c65a	f6593005900fead88a6a339d4c6f0e6e8ab68438	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6274373796251085	0.5924479166666666	0.5886990801576872
composition	4	2	nmi_composition_r4_s2	ukr_rus,covid,midterm,covid_political	8000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r4_s2_20260908_132652_083/checkpoint/state_dict_8000.ckpt	e566df55a0229a6a08da796693c425130bf55d259ee0d770537184d20fd0c65a	f6593005900fead88a6a339d4c6f0e6e8ab68438	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.50421142578125	0.5390625	0.5354330708661418
composition	5	0	nmi_composition_r5_s0	ukr_rus,covid,midterm,covid_political,election2020	10000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_composition_r5_s0_20260904_023439_088/checkpoint/state_dict_10000.ckpt	4ab2d1ea3b1e4548f0de1fd68aab8610a5c4e6a6764f18dcfab4283e7cf7a884	6260524ef6a5833ea1628712e901904db5fb5b75	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9272732204861109	0.8681640625	0.7733631785114717
composition	5	0	nmi_composition_r5_s0	ukr_rus,covid,midterm,covid_political,election2020	10000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_composition_r5_s0_20260904_023439_088/checkpoint/state_dict_10000.ckpt	4ab2d1ea3b1e4548f0de1fd68aab8610a5c4e6a6764f18dcfab4283e7cf7a884	6260524ef6a5833ea1628712e901904db5fb5b75	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.98394775390625	0.9765625	0.9770992366412213
composition	5	0	nmi_composition_r5_s0	ukr_rus,covid,midterm,covid_political,election2020	10000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_composition_r5_s0_20260904_023439_088/checkpoint/state_dict_10000.ckpt	4ab2d1ea3b1e4548f0de1fd68aab8610a5c4e6a6764f18dcfab4283e7cf7a884	6260524ef6a5833ea1628712e901904db5fb5b75	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7342872619628906	0.669921875	0.6686274509803921
composition	5	0	nmi_composition_r5_s0	ukr_rus,covid,midterm,covid_political,election2020	10000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_composition_r5_s0_20260904_023439_088/checkpoint/state_dict_10000.ckpt	4ab2d1ea3b1e4548f0de1fd68aab8610a5c4e6a6764f18dcfab4283e7cf7a884	6260524ef6a5833ea1628712e901904db5fb5b75	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6154454549153646	0.5862630208333334	0.5922361244786654
composition	5	0	nmi_composition_r5_s0	ukr_rus,covid,midterm,covid_political,election2020	10000	/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_composition_r5_s0_20260904_023439_088/checkpoint/state_dict_10000.ckpt	4ab2d1ea3b1e4548f0de1fd68aab8610a5c4e6a6764f18dcfab4283e7cf7a884	6260524ef6a5833ea1628712e901904db5fb5b75	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.5006103515625	0.5	0.4666666666666667
composition	5	1	nmi_composition_r5_s1	ukr_rus,covid,midterm,covid_political,election2020	8000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r5_s1_20260908_132652_036/checkpoint/state_dict_8000.ckpt	18ce23afef95b4c1decc95003f35a4e69c854b1c7d86169dcbb5a2877ef4c541	f6593005900fead88a6a339d4c6f0e6e8ab68438	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9139161286530672	0.8795572916666666	0.783625730994152
composition	5	1	nmi_composition_r5_s1	ukr_rus,covid,midterm,covid_political,election2020	8000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r5_s1_20260908_132652_036/checkpoint/state_dict_8000.ckpt	18ce23afef95b4c1decc95003f35a4e69c854b1c7d86169dcbb5a2877ef4c541	f6593005900fead88a6a339d4c6f0e6e8ab68438	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.99298095703125	0.98046875	0.9808429118773946
composition	5	1	nmi_composition_r5_s1	ukr_rus,covid,midterm,covid_political,election2020	8000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r5_s1_20260908_132652_036/checkpoint/state_dict_8000.ckpt	18ce23afef95b4c1decc95003f35a4e69c854b1c7d86169dcbb5a2877ef4c541	f6593005900fead88a6a339d4c6f0e6e8ab68438	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7083930969238281	0.666015625	0.657314629258517
composition	5	1	nmi_composition_r5_s1	ukr_rus,covid,midterm,covid_political,election2020	8000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r5_s1_20260908_132652_036/checkpoint/state_dict_8000.ckpt	18ce23afef95b4c1decc95003f35a4e69c854b1c7d86169dcbb5a2877ef4c541	f6593005900fead88a6a339d4c6f0e6e8ab68438	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6468287573920356	0.6136067708333334	0.611456628477905
composition	5	1	nmi_composition_r5_s1	ukr_rus,covid,midterm,covid_political,election2020	8000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r5_s1_20260908_132652_036/checkpoint/state_dict_8000.ckpt	18ce23afef95b4c1decc95003f35a4e69c854b1c7d86169dcbb5a2877ef4c541	f6593005900fead88a6a339d4c6f0e6e8ab68438	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.50286865234375	0.51171875	0.5098039215686274
composition	5	2	nmi_composition_r5_s2	ukr_rus,covid,midterm,covid_political,election2020	8000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r5_s2_20260908_132652_084/checkpoint/state_dict_8000.ckpt	eac46630d0c900a34b5dd4479ebf9b6bff7fb7898aea1ceb9a63046b263c8c40	f6593005900fead88a6a339d4c6f0e6e8ab68438	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9178198355215569	0.8873697916666666	0.794047619047619
composition	5	2	nmi_composition_r5_s2	ukr_rus,covid,midterm,covid_political,election2020	8000	/dataMeR1/phil/gfm/prodigy-paper-remainder-opt/log/paper_flagship_ladders/20260908/seeds_1-2/state/nmi_composition_r5_s2_20260908_132652_084/checkpoint/state_dict_8000.ckpt	eac46630d0c900a34b5dd4479ebf9b6bff7fb7898aea1ceb9a63046b263c8c40	f6593005900fead88a6a339d4c6f0e6e8ab68438	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.9937744140625	0.9765625	0.9770992366412213
